GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00000423	腕
GID00000424	腕
GID00000425	腕
GID00000426	アーマー
GID00000427	センサー
GID00000428	センサー
GID00000429	センサー
GID00000430	戦闘制御装置
GID00000432	頭部
GID00000433	胴体
GID00000434	左腕
GID00000435	左脚
GID00000436	右足
GID00000437	右腕
GID00000438	戦闘制御装置
GID00000439	右足
GID00000440	右足
GID00000441	左足
GID00000442	左足
GID00000443	胴体
GID00000444	頭部
GID00000445	頭部
GID00000446	胴体
GID00000447	左足
GID00000448	左足
GID00000449	右足
GID00000450	右足
GID00000451	左足
GID00000452	右足
GID00000453	舌
GID00000454	舌
GID00000455	舌
GID00000456	胴体
GID00000457	レンズ
