GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00109587	Union City Gates
GID00109588	Vault 18
GID00109601	Athens, Ca - South Ranch
GID00109602	Athens High School
GID00109603	Athens, Ca - Valley View Road
GID00109604	Barstow, CA - Tourist Trap
GID00109622	Union City - El Casino Ballroom
GID00109625	Chair
GID00109626	Dining Chair
GID00109629	Union City, Ca - Anti- Missile Radar Site A
GID00109630	Union City, CA - Radian-Helix Media Studio
GID00109631	Union City, Ca - Old Grove Road
GID00109632	Union City, Ca - Good Luck Trailer Park
GID00109633	Union City, Ca - El Rey Motel
GID00109634	Barstow, Ca - Rice Airfield
GID00109636	Beggar's Canyon
GID00109637	Xiabula
GID00109638	Ooaxaca
GID00109639	Radar Point
GID00109646	Bloody Lab Uniform
GID00109648	A text note
GID00109649	A text note
GID00109650	A text note
GID00109651	A text note
GID00109652	A text note
GID00109653	A text note
GID00109654	A text note
GID00109655	A text note
GID00109656	A text note
GID00109657	A text note
GID00109658	A text note
GID00109659	A text note
GID00109660	A text note
GID00109661	A text note
GID00109662	A text note
GID00109663	A text note
GID00109664	A text note
GID00109665	A text note
GID00109666	A text note
GID00109667	A text note
GID00109668	A text note
GID00109669	A text note
GID00109670	Star Player
GID00109672	Archive Security Terminal
GID00109675	Athens-Tec Mine: Main Office
GID00109676	Athens-Tec Mine Barracks
GID00109678	Athens House
GID00109679	Athens House
GID00109682	Roboto Dog Terminal
GID00109683	B 6 R K Roboto Dog Companion
GID00109684	Damaged Robot Dog
GID00109686	B-6-RK
GID00109687	Alpha 1
GID00109688	Alpha 2
GID00109689	Alpha 3
GID00109690	A L P H A
GID00109696	A Roboto Mori
GID00109697	Big Bear Lake, CA - Old Warehouse
GID00109698	I-15 Cajon Pass Bridge
GID00109699	Union City, CA - Arclight Factory
GID00109700	Parking Garage - 17th & Main
GID00109701	A L P H A
GID00109702	Door
GID00109705	Tarantula
GID00109706	Burning One
GID00109708	Super Mutant Bone Crusher
GID00109709	Super Mutant Bone Crusher
GID00109710	Super Mutant Bone Crusher
GID00109711	Super Mutant Bone Crusher
GID00109712	Super Mutant Bone Crusher
GID00109713	Burning One
GID00109714	Burning One
GID00109715	Garantuan Radscorpion
GID00109716	Mole Rat Corpse
GID00109717	Radscorpion Corpse
GID00109718	Burning One
GID00109719	Burning One
GID00109720	Burning One
GID00109721	Burning One
GID00109722	Super Mutant Brute
GID00109723	Super Mutant Master
GID00109724	Super Mutant
GID00109725	Burning One
GID00109726	Feral Ghoul Roamer
GID00109727	Feral Ghoul Corpse
GID00109728	Feral Ghoul Corpse
GID00109729	Glowing One Corpse
GID00109730	Tarantula Skin
GID00109731	Flame Burst
GID00109732	Chair
GID00109735	Yellow Chair
GID00109736	Ruined Couch
GID00109737	Ruined Couch
GID00109739	Vault Refugee Highwaters (accessorized)
GID00109740	Vault Refugee Highwaters
GID00109741	Bondage Belt
GID00109742	Neckerchief
GID00109743	Stylish Bullet Casing Necklace
GID00109744	Bondage Bracelets
GID00109745	Rucksack
GID00109746	Vault Ranger
GID00109747	Vault Ranger (air conditioned)
GID00109748	Vault Exile
GID00109752	My Bed
GID00109753	Bedroll
GID00109754	Door
GID00109756	Super Mutant Behemoth
GID00109758	Roboto Dog
GID00109759	Damaged Robot Dog
GID00109760	Damaged Robot Dog
GID00109761	Inactive Robot Dog
GID00109762	Damaged Robot Dog
GID00109763	Damaged Robot Dog
GID00109764	B-6-RK
GID00109765	Damaged Robot Dog
GID00109769	Mutant Repellent
GID00109770	Super Mutant
GID00109775	Tier 3 Terminal 1
GID00109776	Tier 3 Terminal 2
GID00109777	Tier 2 Terminal 5
GID00109778	Tier 2 Terminal 6
GID00109780	Mark III Turret
GID00109781	Vault 18 Wasteland Scout Locker
GID00109782	Survivalist Raider
GID00109783	Survivalist Raider
GID00109784	Survivalist Raider
GID00109785	Survivalist Raider
GID00109786	Survivalist Raider
GID00109787	Survivalist Raider
GID00109788	Survivalist Raider
GID00109789	Survivalist Raider
GID00109790	Survivalist Raider
GID00109791	Survivalist Raider
GID00109792	Survivalist Raider
GID00109793	Survivalist Raider
GID00109794	Survivalist Raider
GID00109795	Enclave Officer
GID00109802	Protectron
GID00109803	Protectron
GID00109806	Security Protectron Access
GID00109807	Security Protectron Access
GID00109808	Security Protectron Access
GID00109813	Vault Security
GID00109817	Military Training Camp
GID00109818	Military Shipping Office
GID00109822	Ball
GID00109826	Queen Bed
GID00109829	South Ranch Barracks
GID00109831	South Ranch Mess Hall
GID00109832	South Ranch Barracks
GID00109833	South Ranch Barracks
GID00109835	Vandalized Abandoned House
GID00109836	Abandoned House
GID00109837	Abandoned House
GID00109839	Pulse Pistol
GID00109842	Abandoned House
GID00109851	Abandoned Bungalow
GID00109866	Abandoned House
GID00109867	Abandoned House
GID00109876	Dream Raider
GID00109878	Radio
GID00109879	5$ Ration Ticket
GID00109880	Vault 18 Entrance
GID00109882	Vault 18 Exit to Canyon
GID00109886	Information Retrieval Officer
GID00109894	&pcname; Star Terminal
GID00109895	Stool
GID00109900	<Show Coordinates>
GID00109901	Bruiser's Outfit with jacket
GID00109902	Vault Door Control Pod
GID00109904	Airun Jackson
GID00109906	Airin Jackson
GID00109907	Athens-Tec Uranium mine
GID00109908	Athens House
GID00109909	Barracks
GID00109910	Atriumsubdoorentrance
GID00109911	Atriumsubdoorexit
GID00109912	Maincoreentrance
GID00109913	The Main Lift
GID00109914	Vault 18 Construction Sets
GID00109915	Female room keycode
GID00109916	FEV Experimental keycode
GID00109917	Mdeicalroom keycode
GID00109918	Brotherhood of Steel Paladin
GID00109919	Scientist Outfit
GID00109921	Tracker's Outfit
GID00109922	Tracker's Outfit with jacket
GID00109923	Tier Switch
GID00109924	Tier Switch
GID00109926	Sewer Shield
GID00109927	Stop Sign Shield
GID00109928	Shelter Sign Shield
GID00109929	Walkway Shield
GID00109930	Test Room 5 Pinehaven
GID00109931	Ft. Daggerpoint Army Admissions Office
GID00109932	Strange Shipments
GID00109933	Admissions Office
GID00109934	Barracks
GID00109935	Vault 18 Overseer's Terrarium
GID00109936	Barracks
GID00109937	Lab Uniform
GID00109938	Brazilian Technician
GID00109939	Barracks
GID00109940	Barracks
GID00109941	Barracks
GID00109942	Barracks
GID00109943	Barracks
GID00109944	Barracks
GID00109945	Camp Commons
GID00109946	Old Mine Cave
GID00109947	African
GID00109948	Ste Vee
GID00109949	Wilderness Cave
GID00109950	Hangar
GID00109951	I15 Big Bear Junction
GID00109952	Brazilian Technician
GID00109953	Brazilian Technician
GID00109954	Brazilian Technician
GID00109963	The Chosen One
GID00109964	Dream Raider
GID00109965	Dream Raider
GID00109966	Dream Raider
GID00109967	Survivalist Raider
GID00109968	Survivalist Raider
GID00109969	Survivalist Raider
GID00109970	Survivalist Raider
GID00109971	Survivalist Raider
GID00109972	Survivalist Raider
GID00109973	Survivalist Raider
GID00109974	Survivalist Raider
GID00109975	Survivalist Raider
GID00109976	Survivalist Raider
GID00109977	Survivalist Raider
GID00109978	Survivalist Raider
GID00109979	Survivalist Raider
GID00109980	Survivalist Guard
GID00109981	Survivalist Raider
GID00109982	Survivalist Raider
GID00109983	Survivalist Raider
GID00109984	Survivalist Raider
GID00109985	Survivalist Raider
GID00109986	Survivalist Raider
GID00109987	Survivalist Raider
GID00109988	Survivalist Raider
GID00109989	Survivalist Raider
GID00109990	Survivalist Raider
GID00109991	Survivalist Raider
GID00109992	Failed FEV Subject
GID00109993	Failed FEV Subject
GID00109994	Alpha 1
GID00109995	Alpha 2
GID00109996	Tarantula
GID00109997	Alpha 3
GID00109998	Vault 18 Atrium
GID00109999	Eyeglasses
GID00110000	Terminal
GID00110005	Vault Citizen
GID00110006	Vault Citizen
GID00110007	Vault Citizen
GID00110008	Vault Citizen
GID00110009	Vault Citizen
GID00110010	Vault Citizen
GID00110011	Vault Security
GID00110012	Vault Security
GID00110013	Vault Security
GID00110014	Vault Citizen
GID00110015	Vault Citizen
GID00110016	Vault Citizen
GID00110017	Vault Citizen
GID00110018	Enclave Stormtrooper
GID00110019	Vault Security
GID00110020	CZ57 Avenger
GID00110023	Clinic Guard
GID00110024	Clinic Guard
GID00110025	Union City Clinic
GID00110026	Social Security Officer
GID00110030	Failed FEV Subject
GID00110031	Failed FEV Subject
GID00110036	Child
GID00110037	Lieutenant Childs
GID00110038	Door
GID00110039	Door
GID00110040	Barracks
GID00110041	Jukebox
GID00110042	Jukebox
GID00110043	Weapons Trunk
GID00110054	Social Security Officer
GID00110055	Social Security Officer
GID00110056	Social Security Officer
GID00110057	Social Security Officer
GID00110058	Social Security Officer
GID00110059	Abandoned Bungalow
GID00110060	Group Command
GID00110061	Group Command
GID00110062	Brazil Juice
GID00110068	Ten Mil
GID00110069	Door
GID00110071	Miner
GID00110072	Miner
GID00110079	Old Train Tunnel Shelter
GID00110082	San Bernardino Mountains
GID00110083	Door
GID00110084	Mission Hills Trailer
