GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00110228	Computer lab - zero packet loss.
GID00110229	Secondary connection to:
GID00110230	Andrew Skolls terminal - zero packet loss.
GID00110240	あなたは汚れた古いロボット工場に面した路地の終わりに立っている。レンガの壁が汚れている、ネオンサインは、霧に揺れている。重そうな鋼鉄のドアがロックされています。所有者はどこにもいそうにない。壊れたドロイドの小さな墓地は土砂降りの雨の中あなたの周りの都市の塔の影にある。主要道路は素晴らしく特徴のない都市の景観へと西に延びている。
GID00110243	接続しています…テキストを表示します。ポート16 Vault 65 エラー: 404 - サーバを停止しました。
GID00110244	あなたは汚れた古いロボット工場に面した路地の終わりに立っている。レンガの壁が汚れている、ネオンサインは、霧に揺れている。重そうな鋼鉄のドアがロックされています。所有者はどこにもいそうにない。壊れたドロイドの小さな墓地は土砂降りの雨の中あなたの周りの都市の塔の影にある。主要道路は素晴らしく特徴のない都市の景観へと西に延びている。
GID00110247	接続しています…テキストを表示します。ポート16 Vault 120 エラー: 404 - サーバを停止しました。
GID00110248	あなたが今いるはCyberdynamic工業ナノデバイスおよび自己複製する機械を生産する企業のそびえ立つ要塞である。 Stormcloudsは集中豪雨で、あなたと六角形の敷石をたたきつけるようだ。超高層ビルの上にはコイル。メインドアを越えて、世界の都市、地球を越えて南の地平線すら越え広がるような、広い都市です。
GID00110251	これはドロシー、フォートでの秘書です。最近、私がベースに向かってなされる大量の出荷に気づいた。私のすべてが出荷つつある!武器庫から格納庫、銃からの飛行機、すべてが!
GID00110268	・・・
GID00110271	神よ。これは現実だ。私たちは皆、それが何かの謎かけかと思ったが、私たちは、とにかく向かった。そして今、ここにいる。私は私のディレクティブで定義されていたよりも長く5分間、金庫室の扉を開く事を命じた。まだ国会議員が外部に閉じ込められていた。私はそれらをすべて保存し、より少数そしてより多くのために呼ばれていました。現在、これら二つを探し怒っているvault-tecの担当者は、より勤勉に始めている。私は、彼らがすでに私の体を処分する方法についての計画を持って感じていると諦めている。まあ、これは私が夕方になる頃には既に確認出来る事ではありません。
GID00110272	8.7.2077 - vault18の竣工、おめでとうございます、それが完成したセグメントであることはまちがいありません!私たちは、世界は、原子の炎で炎上点灯される前に、テラリウムや出土洞窟のいくつかのセクションは、その完了に間に合わないことに注意することは申し訳ございませんが、私たちは、工場protectronsと掘削ドロイドに時間がなく準備が充分ではありません。私たちは、「より良い明日のために!"、あなたとあなたの娘はvault-teckでのご滞在をお楽しみください
GID00110273	-------------------------------------------------------------------
GID00110275	バージニア州ラングレー(CIA本部)
GID00110276	------------------------------------
GID00110285	--------------
GID00110286	Pacer
GID00110287	Wastland 偵察任務報告書第215号    - yETTI 大尉
GID00110288	このミッションはSan Bernardino Valley及びsurrounding areasにて行われた
GID00110289	気が重いが、私はDr. Miyaki Kyotoの死を報告しなければならない
GID00110290	私は若かった頃、Wasteland Scoutsの存在を信じなかったが、今ではそれらがもたらす報告書を信じることが出来ない
GID00110291	Miyakiはvault内ではよそものとして扱われてきたが、知的で可愛らしく、そして内気だった。かつてウェイストランドの部族がvault内に受け入れられた時、彼女は最年少であったが、スカウトとなって全てが変わった。
GID00110292	Dr.RossmanはSgtの反対を押し切り彼女をスカウトとして採用した。Sgt.Normanは彼女が問題を起こすと危惧していたが、探索中に見つかった古書やデータ端末(それらは壊れていた)から有益な情報を得られたのは彼女のお陰である。
GID00110293	三日前の事だ。彼女が地元民たちが崇拝する戦前の遺物について調査していた時、おかしな男が彼女に近づいてきて緑色の残留物を手渡した。彼女はすぐ振り払ったが、恐らくはそれが原因で病を得た。彼女のロボット・コンパニオンは彼女の意志を無視してVaultの安全の為彼女を隔離した。唯一ロボットドッグだけが殉じるように破壊された。
GID00110294	ノーマンと私は我々がMesmetronとして知られている装置にかけたプロスペクターの野営地、欧州委員会の外にいた。私たちは、ユニオンシティにさらに質問されるために送られた後、デバイスの影響下でのVaultの場所を放棄すると確信した。我々は探鉱者がvailt18に侵入することを計画していることを発見したとき、Kyotoは監禁から逃れていた。
GID00110295	幸いにも、Kyotoの勇敢な努力の末に、彼女はDr.Rosmmanの場所を知らせることができました。それから彼女は疲れを知らずに、目標位置の軌道上にある古い衛星からのショットを呼び出して武器を復元し、再プログラミングに取り組むため入り口の洞窟に身を単離した。
GID00110296	Dr.rosmmanはプロスペクターの前進を食い止め、私たちを解放するために、デバイスを使用した。博士はKyotoは私たちの生活を守る為に死亡し、それは成功したと語った。彼女の体は、致死性の高い伝染性のウイルスが含まれていることが判明し、彼女は私たちの誰がロボット研究室でノートを離れた後、自分自身をimmolatingによってそれをキャッチされない措置を施した。
GID00110297	彼女の死は痛まれるべきで悲しい事だ。我々みんながあなたを愛していた、Miyaki
GID00110298	武器商人はぶっきらぼうに、あなたがあなたのバッグからアトマイザーコアを生成するときを解任しようとしている。彼はさておき、彼のパルスピストルを設定し、ついでに彼の口ひげを焼き焦がす。
GID00110299	「神聖なたわごとは、もうたくさんだ!」彼は、多面的なデバイス、称賛、言う「レプリケイト・サムが緒についたばかりのマシンを破壊する我々の計画を台無しにする前に、我々はCyberdynamicsで既にこれらのいずれかを失った!あなたはneedinは何だろう」、どうしますか?"
GID00110300	あなたの注意深い指示に従って、武器商人は、その電力コアの中心のアトマイザーを使用してパルスピストルを再度偽造。それは青く点灯し、パワーアップを開始している。
GID00110301	「走り回って素晴らしい仕事を仰せつかろう、手数料は無料で承っております!...今のうちだけは...ハハハハ!」
GID00110302	接続しています…テキストを表示します。ポート16 Vault 121 エラー: 404 - サーバを停止しました。
GID00110315	From: Coach John Bragg - “お前にゲーム前に話しておきたい事がある。ちょっとした事だ。18:30にジムに来い。遅れるな”
GID00110317	Tier 4 ネットワーク転送量:
GID00110318	Optimal at 100 TB/sec.
GID00110319	主回線:
GID00110321	いいだろう。私の公式かつプロとしての意見は以下の通り。即ち「バケツにでもつっんでおけファック野郎」だ。諸君らの後学のため敢えてここに記録する。それがShawn Starrが言うようにこのアプリケーションの"有益な"活用法だろう。
GID00110323	2077年10月23日8:00
GID00110324	外科手術記録 2
GID00110341	Dr. Richard White
GID00110354	Alpha Droid Systems 再起動
GID00110377	接続しています…テキストを表示します。ポート16 Vault 52 エラー: 404 - サーバを停止しました。
GID00110379	リスト-A
GID00110380	Vault人口-35/300
GID00110381	1. &pcname; スター
GID00110382	2.Terra May
GID00110383	3.Erin Sun
GID00110384	4.Jack Tavers
GID00110385	5.John Dissel Anderson
GID00110386	…などなど…
GID00110387	リスト-B
GID00110388	Vault人口-15/300
GID00110389	1. Jenifer Hale
GID00110390	2. Jamie Campbell
GID00110391	3. Sarah Carter 
GID00110392	4. Melissa Tavers
GID00110393	5. Mandy Starr 
GID00110394	…などなど…
GID00110395	リスト-C
GID00110396	Vault人口-4/300
GID00110397	1. Dr. Kevin Rossman 
GID00110398	2. Ben “Kurtz” 
GID00110399	3. Amy Hale
GID00110400	4. Kaiti Hale
GID00110401	リスト-D
GID00110402	Vault人口-246/300
GID00110403	1. Albert Christianson 監督官
GID00110404	2. Aaron Ginn 
GID00110405	3. Eric Campbell
GID00110406	4. Dale Norman 軍曹
GID00110407	 5. Joe Tavers 
GID00110408	…などなど…
