GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00001154	Killing Kimball would've struck fear into the NCR. It's unfortunate that you weren't able to take advantage of this opportunity.
GID00001155	We are preparing to move against the Dam, and Legate Lanius has a part for you to play in the battle. Report to him at his camp.
GID00001156	We are preparing to move against the Dam, and Legate Lanius has a part for you to play in the battle. Report to him at his camp.
GID00001157	Little escapes the notice of Caesar. He has eyes everywhere.
GID00001158	I am Vulpes Inculta, of Caesar's Legion. I serve my master as the greatest of his Frumentarii.
GID00001159	I am the greatest of his Caesar's Frumentarii. It was not a challenge to find you. Nor is this my first visit to the Strip.
GID00001160	Yeah, was a stupid idea, anyway. See you around.
GID00001161	Hmm... this is exactly the kind of symbol the Khans could unite behind.
GID00001162	We'll begin readying the camp to move. As soon as Caesar makes his move, we'll depart. We will make ourselves strong again, and we shall conquer!
GID00001163	Hmm... this is exactly the kind of symbol the Khans could unite behind.
GID00001164	We'll begin readying the camp to move. As soon as Caesar makes his move, we'll depart. We will make ourselves strong again, and we shall conquer!
GID00001165	Great Khans! Drive Caesar's dog out of our camp! If he's too slow to flee, kill him!
GID00001166	Glad to hear it! I'll switch over all radio broadcasts to the new encrypted channels - this ought to help us stay a step ahead of any spies.
GID00001167	Before you go, I've got another job available.
GID00001168	The station's been silent for quite some time now... I guess this confirms what we've all feared. Thanks for letting me know.
GID00001169	I'll switch over all radio broadcasts to the new encrypted channels - this ought to help us stay a step ahead of any spies.
GID00001170	Before you go, I've got another job available.
GID00001171	We've received some disturbing reports from some of the Ranger stations - heavy casualties at Alpha, Super Mutant Legionaries at Delta.
GID00001172	The weirdest one has to be the Great Khans and their trained Deathclaws at Foxtrot. These reports can't be accurate. Can they?
GID00001173	I know you've already been out there, but could you do me a solid and confirm these reports with the Rangers who sent them in?
GID00001174	Have you now? Hmm. Well, you're a bold one, I'll give you that, but why should I do this for you?
GID00001175	Hmm. I have heard some things from my most trusted Khans that makes me wonder whether this alliance is a good idea after all.
GID00001176	But I want to leave a legacy of greatness when I die. My tribe deserves better than this, cowering in a canyon and living on scraps.
GID00001177	Tell me then, if I don't join with Caesar's Legion, where will I find my tribe's lost glory?
GID00001178	I heard you try to convince Papa Khan not to join with Caesar's Legion. I'd like to talk to you about that for a moment.
GID00001179	Let me see. My God, this is even worse than I thought. Okay, you have my support. I'll tell Papa the alliance is a bad idea.
GID00001180	What do you want to know?
GID00001181	That's a complicated question. They've done horrible things to our people to be sure, and I've gladly killed many of their soldiers in battle.
GID00001182	But I can't bring myself to hate them the way Papa does. Things would damn sure be better for us if they were in charge than Caesar.
GID00001183	You're the chief now. What do we do?
GID00001184	Without Papa Khan's guidance, I don't know what else to do. All right - you can tell the NCR the Great Khans will fight for them when Caesar attacks.
GID00001185	Oh, it's cool, man. Diane passed me the haps on that fandango with Anders. I got your back.
GID00001186	Oh, it's cool, man, I got your back.
GID00001187	Huh? Look, man, me and Diane, we don't dig on that politics stuff, savvy? We just make the product and make it get to a good home.
GID00001188	Sure, Caesar's a drag, but as long as we got each other, we don't care who the top dogs roll with.
GID00001189	Oh, it's cool, kitten. Diane passed me the haps on that fandango with Anders. I got your back.
GID00001190	Oh, it's cool, kitty cat, I got your back.
GID00001191	Huh? Look, kitty cat, me and Diane, we don't dig on that politics stuff, savvy? We just make the product and make it get to a good home.
GID00001192	Sure, Caesar's a drag, but as long as we got each other, we don't care who the top dogs roll with.
GID00001193	Doctor Henry? Now there's a name I haven't heard in years. Hard to believe he's still alive.
GID00001194	As for your request, it's, uh, a bit ghoulish if you ask me, but Rey is pretty old and I'll probably have to put him down soon enough.
GID00001195	As for the price for this favor, 700 caps sounds about right. Rey's like family, and I've got other dogs to take care of.
GID00001196	Like I said before, give me 700 caps and Rey's brain is yours.
GID00001197	Don't worry, Jack and I have talked it over. We'll talk up the idea of breaking the alliance.
GID00001198	Anders got back a little while before you did, he told me what happened. If that's how the Legion treats my people, I don't want any part of them.
GID00001199	Hey, it's not like I'm super-attached to working with Caesar or anything, but if it'll stop his patrols from harassing my runners, I'm all for it.
GID00001200	Ah, yes. I think I know which friend you mean. Even if there weren't Deathclaws in the quarry, there'd still be no delivery.
GID00001201	The supplier, a guy in Primm named Tyrone, is a cheating son of a bitch who won't deliver even though he's already been paid in advance.
GID00001202	It's neural degradation. Bio med gel can only preserve a living brain for so long, so you'll need to find a replacement.
GID00001203	I haven't left Jacobstown in years, but there was one woman in Novac... Gibson? I remember her living with a pack of hounds.
GID00001204	Aside from her, I know that the Fiends and Caesar's Legion fight alongside dogs. There could be viable specimens among them, if you can get to them.
GID00001205	I don't see him with you. Bring him to me and I'll take a look. Otherwise, I'll just be guessing.
GID00001206	Who won the second Battle of Hoover Dam?
GID00001207	No one by that name has come here, I'm afraid. You must've heard wrong. You can ask around if you'd like - they'll all tell you the same thing.
GID00001208	I suppose there's no point in denying it any longer. I killed Corporal White to protect Westside's self-reliance. It was rash, and I regret it now.
GID00001209	We don't have the money to pay for the water, so I rigged the pump station to divert water to the local cisterns from time to time.
GID00001210	Cyber-dog? Like the ones I've seen up in Denver? I know what you're talking about, and it would make Lupa immortal in a way.
GID00001211	You sure? Last chance to back out.
GID00001212	That's okay, I'll fix him! Can I have him now?
GID00001213	No, imbecile, that's not how it works. I set up the fights, then you go in the arena and fight.
GID00001214	Thank you, Colonel Moore. And thank you, my fellow Californians, who have come so far to answer the call to service put forth by the republic.
GID00001215	It is for you that I have come here, and it is because of you that I am able to do so.
GID00001216	We enjoy our privileges because you take the greatest of risks and are prepared to make the most noble of sacrifices.
GID00001217	It is because of men and women like Private First Class Jeremy Watson that Nevada and the New California Republic remain free and secure.
GID00001218	Born in a tin shack on the outskirts of One Pine, Jeremy Watson never had it easy.
GID00001219	His father worked as a caravan guard on the Short Loop, and his mother, like many Californians, braved the ruins of the Old World as a prospector.
GID00001220	They suffered through water shortages, raider attacks, and the Brotherhood War. Like our mighty Sierra Nevadas, they endured.
GID00001221	But the time came when they could no longer shoulder the burden alone.
GID00001222	Twelve years ago, they called out for help, and the republic heard them. Troopers and rangers, just like you, answered the clarion call.
GID00001223	Men and women stepped forward to say, "I will carry the weight."
GID00001224	And at Owen's Lake, we made true on our promise, driving out the raider tribes to establish a lasting peace in the eastern Sierra Nevadas.
GID00001225	We carried the weight, and though we left behind many of our brothers and sisters on that battlefield, it did not break us.
GID00001226	Ten years ago, Chief Elise met with representatives of the Desert Rangers to discuss terms of what would become the Ranger Unification Treaty.
GID00001227	The treaty was more than a resolution to welcome the Desert Rangers into the republic.
GID00001228	It was a covenant to protect southern Nevada against Caesar's Legion and the tyranny of his regime.
GID00001229	There are some back home who ask me, "But who are we protecting? What is Nevada to us?"
GID00001230	Sometimes we forget that the light of our society shines beyond our borders.
GID00001231	Sometimes we take those privileges for granted that our forebears fought so hard to achieve.
GID00001232	We must always remember that wherever Californians stand, we carry our principles with us:
GID00001233	equal respect, representation, and protection under the laws of a just republic.
GID00001234	This was the same fire that burned in the heart of the Old World that preceded us.
GID00001235	We are the heirs of that civilization, torchbearers eastward of the Pacific, into the darkness of this wasted land.
GID00001236	When the republic called on the men and women of California to carry that fire across the Mojave, Jeremy Watson answered. You answered.
GID00001237	Together, you carried the weight. And when PFC Watson's platoon came under attack at Forlorn Hope, he took the greatest risk,
GID00001238	not only for his fellow Californians, but for California itself.
GID00001239	He was prepared to make the most noble of sacrifices, to defend the principles of our republic, even here, on Nevada soil.
GID00001240	His actions are a beacon to all of us who stand here today in tribute to his valor.
GID00001241	Private First Class Jeremy Watson, on behalf of the senate and people of the New California Republic,
GID00001242	it is my honor to present you with the Star of Sierra Madre.
GID00001243	Not far from this spot, a monument stands as a tribute to the sacrifice made by those who came before us,
GID00001244	the men and women who fulfilled the promise we made to the Desert Rangers.
GID00001245	Its back is inscribed with the names of the troopers and rangers who carried the weight.
GID00001246	And because they made the most noble of sacrifices, it did not break us.
GID00001247	Four years ago, we held this dam. Four years ago, we carried the weight.
GID00001248	Four years ago, we drew a line through the Mojave as clear as the Colorado River, a line that Caesar cannot cross.
GID00001249	Today, you stand here with our brothers and sisters to hold that line. Today, you honor all Californians by carrying that weight.
GID00001250	Today, you are the waves of the Pacific, pushing ever eastward. You are the sequoias rising from the Sierra Nevadas, defiant and enduring.
GID00001251	You are the great western light of California, torchbearers in the darkness, living reminders of all that is best in our republic.
GID00001252	Thank you. Thank you.
GID00001253	Okay, let's get the fuck out of here. What the hell are you waiting for? You think I want to get shot? Let's go!
GID00001254	Ladies and gentlemen, I'd like to thank you for coming out here today for this very special occasion.
GID00001255	It is my pleasure to introduce to you. The President of the New California Republic, Aaron Kimball!
GID00001256	Tell your ruler we have no interest in such ties. Caesar's Legion is a collection of unclean barbarians.
GID00001257	Any time the White Glove Society is mentioned in the same breath, it sullies our good name.
GID00001258	As much as Mortimer and some of the other members have tried to convince me otherwise, I will not have us seen as savages.
GID00001259	Looking to elevate his social status, is he?
GID00001260	I'll admit, I could see benefits to living under his rule. Certain... transgressions he'd be willing to overlook.
GID00001261	But that's neither here nor there, I'm afraid. Marjorie won't have it, as long as she fails to see the wisdom of my perspective.
GID00001262	I don't care for their incivility or the hodgepodge of sporting equipment that passes for fashion with them.
GID00001263	Nevertheless, I have heard Caesar has a stately dignity about him. And I understand his policies will agree with our new menu.
GID00001264	I prefer Mr. House, of course, but he may not be around forever. And the NCR will surely set back our cuisine. Tell your Mr. Caesar we are with him.
GID00001265	You there! Stop!
GID00001266	Imposter!
GID00001267	An outsider! In the bunker!
GID00001268	The name's Knight. Billy Knight. And this here is what a lifelong career in comedy will get you.
GID00001269	Really? The Tops, huh? Well, it's no Shark Club, but I hear security on the Strip is real tight. Even Mr. Bishop wouldn't hit a joint like that.
GID00001270	I'll check it out. Thanks!
GID00001271	I saw him heading for his suite just a few minutes ago. Looked like a fox that just got caught in the henhouse. Maybe you'll catch him there.
GID00001272	It was a while ago! He came through in a real hurry - didn't even stop to say hello! I think he went down his secret escape elevator out in the hall!
GID00001273	Dig it, baby, he beat feet to his suite. You scare the big boss man or something?
GID00001274	Sure! He came through here in a big hurry - didn't even stop to say hello! I think he went down his secret escape elevator out there in the hall!
GID00001275	He was around not too long ago. He's probably down on the casino floor now.
GID00001276	You can wait for him here, if you like. I'm incapable of asking you to leave.
GID00001277	No problem. Hey, do me a favor when you get back to Reyes and tell her that we don't need any more damn ammo. Wouldn't mind more water, though.
GID00001278	Good question! My function is to monitor Mr. House's data network and decode his encrypted transmissions!
GID00001279	Allow me to introduce myself! I'm a PDQ-88b Securitron, but you can call me Yes Man!
GID00001280	Ain't been on the strip long, have you, pal? Name's Swank. This is my joint.
GID00001281	Baby, I'm the best thing that ever happened to you. Name's Swank. This here's my joint.
GID00001282	I have the delightful task of tabulating stockpiles, kill ratios, mission success rates, radiation deaths, and other truly fascinating numbers.
GID00001283	I've come across numerous inconsistencies between our numbers and our reports - especially with regards to intercepting hostiles.
GID00001284	I'm wondering if our radio security codes have been compromised. I need someone to deliver security code upgrades to each of the Ranger stations.
GID00001285	I am ready to process our transaction.
GID00001286	I respect the way you've conducted yourself around here. Reminds me of myself in some ways.
GID00001287	From now on, you want to buy from Chet's, I'll give you wholesale prices.
GID00001288	Can do.
GID00001289	Too dangerous. Gonna kill all yourselves if I let you touch it. Better to leave it buried - safer that way.
GID00001290	Told you before - it's too dangerous for a bunch of amateurs to handle.
GID00001291	Yeah. He doesn't look very tough, though. I hear he's afraid I'll shoot him down from one of the windows when I see him, and he's right.
GID00001292	I'll have a much bigger problem once his friends show up. There's no way I could handle all of them in a gunfight.
GID00001293	I'm going to lay low for as long as I can, assuming the town doesn't throw me to the wolves. I've got no chance against the gang on my own.
GID00001294	I'm still laying low.
GID00001295	Got a special discount for you, after what you done for us.
GID00001296	I'm sure I've got something you'll like.
GID00001297	Say no more. I'm in.
GID00001298	No. I got a funny feeling about you, and there's no way I'm trusting you to watch my back.
GID00001299	Let me get out of town before we talk. Too many unfriendly ears around.
GID00001300	What the hell for? Just farmers and ranchers out here. Not much worth stealing.
GID00001301	Didn't you already ask me about this? What the hell for - this place is worthless.
GID00001302	Err, thanks, I guess. Cobb wasn't the problem, though - I could've handled him if he ever found me.
GID00001303	Cobb's friends are the bigger problem, and when he doesn't get back, they'll be coming here for blood. There's no way I fight can them all.
GID00001304	Trouble with rustlers? Count me in, pardner. Those varmints will be running home with their tails between their legs soon enough.
GID00001305	I've already talked to Anderson, actually. Came in, confessed, and gave you credit for the whole thing.
GID00001306	First time I've ever seen anything like that. Was like you'd done him some huge favor. I've gotta hand it to you.
GID00001307	This Dazzle must be some girl.
GID00001308	Don't tell me. He married the hooker.
GID00001309	The rapist with the flamethrower? Yeah, that's a combination I stay the fuck away from.
GID00001310	I was stalking him for a while. I'm real good at that. Watching people from where they can't see me, you know?
GID00001311	Only one thing I learned about that asshole. He keeps a bunch of Brahmins. Most of them he roasts whenever he feels like it, but there's one...
GID00001312	...must be his pet, or some shit. Doesn't let anybody near that Brahmin. Somebody puts a bullet in her, I bet that'd piss him off good.
GID00001313	Might make him careless, too.
GID00001314	That right? You killed one of the psychopaths on my shitlist? Let me see the scumbag's head...
GID00001315	You killed another one? Let me have a look at the head...
GID00001316	If that's true, that'd be the last of them...
GID00001317	Goddammit. That's Violet, all right. You've made me one happy son of a bitch, you know that?
GID00001318	Here. This is the bounty I put on her head. It's yours.
GID00001319	Well, that could be Violet, or it could be someone else entirely. I'll take your word for it, but I can't give you a full reward.
GID00001320	Well, well, well. Driver Nephi. Nothing to say, you son of a bitch? No tips on my golf swing?
GID00001321	Lost a lot of good men to this psychopath. Morale's going to be better, now that he's gone. Here's the bounty I promised.
GID00001322	I guess we can send 1st Recon down to Camp Forlorn Hope. They need all the help they can get there.
GID00001323	Well, well, well. Driver Nephi. Nothing to say, you son of a bitch? No tips on my golf swing?
GID00001324	Lost a lot of good men to this psychopath. Morale's going to be better, now that he's gone. Here's the bounty I promised.
GID00001325	Now that's over with, I'd send 1st Recon down to Camp Forlorn Hope, but I heard it's overrun by the Legion. Bastards.
GID00001326	That's supposed to be Driver Nephi? The head's in really bad shape, so I can't authorize a full reward. If he really is dead, we're all better off.
GID00001327	I guess we can send 1st Recon down to Camp Forlorn Hope. They need all the help they can get there.
GID00001328	That's supposed to be Driver Nephi? The head's in really bad shape, so a full reward is out of the question.
GID00001329	Now that's over with, I'd send 1st Recon down to Camp Forlorn Hope, but I heard it's overrun by the Legion. Bastards.
GID00001330	Yeah... that's Cook-cook. Did he always smell like this? Even before he was dead? And the Fiends let this guy touch their food?
GID00001331	Well... this is payback for at least one of my troopers. She'll be glad to know he's dead. Here's your caps.
GID00001332	This is Cook-cook? You sure did a number on his face. I'm not allowed to give you the full reward, but thanks for taking this guy down.
GID00001333	It's payback for at least one of my troopers. She'll be glad to know he's dead. Here's your caps.
GID00001334	Think you can take down another one of these scumbags? Up to you. But I can trust you to do the job, and I'd hate to see you walk away.
GID00001335	That's two psychopaths dead. If you can bring down the third, there's a bonus in it for you.
GID00001336	You've been one hell of a stroke of good luck, you know that? Those three scumbags probably killed twenty NCR troopers. And you bring them down alone.
GID00001337	Wish I had a few grunts as good as you. Damn good working with you.
GID00001338	Am I selling? Yeah. Am I selling to you? No. Sorry to hurt your feelings, but you're small time. Move along.
GID00001339	[SUCCEEDED] You might be on to something. I like to hang on to any weapons mods I run across...
GID00001340	Take a look.
GID00001341	[FAILED] Do I look like a fucking arms caravan to you?
GID00001342	Do you think the Gun Runners keep the NCR military supplied by carrying weapons and ammo from the Boneyard out here by the armload?
GID00001343	Get a clue. We have caravans. We deal in bulk.
GID00001344	Take a look.
GID00001345	That's not too bad. If that's what it takes to be rid of them...
GID00001346	My caravan was on the return trip from California and heading back up to the company branch in New Vegas when we got jumped.
GID00001347	Not even a "drop your weapons and hands up" before the bullets started flying. We put up a good fight, but there was too many of them.
GID00001348	I took a few of the bandits down before I ran, so I figure their friends are out for revenge.
GID00001349	A silver tongue would help. Convincing Trudy that we had a good plan to win the fight would also help.
GID00001350	I should have you torn apart for speaking like that - but maybe you're right. The glory of the past is an empty dream.
GID00001351	If the Khans are to be immortal, we must make our own destiny. We won't fight for Caesar, but when he strikes, we will ride out one last time.
GID00001352	The demons appeared from nowhere... except it might be more accurate to say they never actually "appeared" at all.
GID00001353	The demons are invisible. Where one of them stands, the most one sees is the air shimmering, like sunlight on water...
GID00001354	They set upon us as we were on our way to worship one morning. We had just entered the basement.
