GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00097041	EAM クリアランス:G 5 S S 1 8
GID00097042	|* * >> アメリカ空軍 デフコン
GID00097043	|* * >> 実行:'BAGMAN'
GID00097045	|認証コード: 0000000000
GID00097047	応答シナリオ MX-CN91 
GID00097048	ICBM 応答/核
GID00097049	ベースコマンド 極秘
GID00097051	この手記を見つけた者へ、私の名はJames Rubinekと言う。私はthe Hubからの商人で - 東への新しい市場ルートを発見したと思った。今ようやく理解した、この神に見捨てられた土地へのルートが何故存在しないのかを。脚を骨折し、外に出ることは出来ない。もし出来たとしても、あの狂ったグールどもと採掘作業が私を待ち構えているだろう。
GID00097052	お願いだ。この手記を私の元妻、Annaに届けてくれないか。ここで何が起きたのか、いかにして私が命を落としたのかを伝えて欲しいんだ。そしてあの嘘付きの尻軽女に、インポ野郎のRory Spencerで満足している事を願うよと伝えてくれ、頼む。
GID00097053	- レベル1:セキュリティ対応措置 停止中 -  視野計への侵入が確認されました。
GID00097054	- レベル2:セキュリティ対応措置 作動中 - 作戦地域は保護されています。
GID00097055	- レベル3:セキュリティ対応措置 - システム停止。テクニカルサポートに連絡して下さい。
GID00097056	行政公官庁の奴らが水処理場にいる連中を監視するべきだ。追加予算の要求を却下するのは今月に入ってから三度目になる - 金が有り余っていると思っているんだろうか?奴らが共産党員を勝たせたいとしか考えられない。
GID00097057	基地内の全員に注意:
GID00097058	追って通知があるまで自動配給システムをロックしておくこと。出した"偽造サンプル"配給証が通常のボトルキャップと全く同じ大きさと形だと判明した。これをどうにかするまで、君には昔ながらの方法で売買してもらう。
GID00097059	- Lansky二等軍曹
GID00097060	あなたは閃光手榴弾を見つけました! 閃光手榴弾は以下の性能を持つ特殊なグレネードです:
GID00097061	-疲労ダメージを与える。
GID00097062	-敵のウェポンスキルを減少させる。
GID00097063	-トンネラーたちを怒らせる機会を与える。
GID00097064	畜生!ここはまるで地獄のようだ。戻って来た奴らから酷いとは聞いてはいたが…クソっ!不発核弾頭の一つが爆発してHenriksenとJenkinsが死んだ…あいつらがグールかどうかは分からない。とにかく、非常にたちの悪い奴らだ。中尉はHenriksenが死んだ時に起きた爆発で奴らが引き寄せられたんだと思っているようだ。俺達は皆ここで死ぬんだろうな。
GID00097065	0600時:ブラボー・チームは主力部隊より先に掃討作戦を実施せよ。事前の情報によると、トンネル内部の地下には少数の人型の生物の存在が確認されている。それらは照明及び大音量により簡単に怯ませられるだろう。そのため、ブラボー・チームには閃光手榴弾が支給されており、抵抗は最小限であると予想される。
GID00097066	将軍、
GID00097067	我々は押収した中国の"Red Victory"グレネードランチャーの出荷品を見つけ、それを貴方が所望されるかと考えました。これらはリロードの点で我らが"Great Bears"に勝りますが、威力の点ではまったく劣ります。また、連中がやってきた場合、これらできそこないで自業自得の目に遭わせてやろうと思うのですが如何でしょう?
GID00097068	メイン電源:オフライン.
GID00097069	緊急電源:スタンバイ.
GID00097070	メンテナンス レポート: 
GID00097071	- レベル1:非操作中 - セキュリティ対応措置 停止中
GID00097072	- レベル2:非操作中 - セキュリティ対応措置 停止中
GID00097073	- レベル3:非操作中 - セキュリティ対応措置 停止中
GID00097074	メイン電源:オンライン.
GID00097075	緊急電源:スタンバイ.
GID00097076	メンテナンス レポート: 
GID00097077	- レベル1:主電源を操作中 - セキュリティ対応措置 停止中
GID00097078	- レベル2:主電源を操作中 - セキュリティ対応措置 作動中
GID00097079	レベル3:主電源を操作中 - セキュリティ対応措置 停止中
GID00097080	アイボット・メンテナンス・ベイのステータス:
GID00097081	ポッド1 - 停止中/空き - 電力はメインランチチャンバー内のアイボット製造ポッドに転送されました。
GID00097082	ポッド2 - 作動中/ 使用中 - アイボットの推定ダメージ:0% ポッド内のアイボットを取り外すよう管理者に連絡して下さい。
GID00097083	ポッド3 - 停止中/空き - 電力はメインランチチャンバー内のアイボット製造ポッドに転送されました。
GID00097084	基地内の全員に注意:
GID00097085	建設現場の外の抗議デモには加わらないように。ああ、分かっているとも、自由を愛する役立たずの存在が私の頭を資本主義的な正義の熱い怒りで満たすのを。だが、行政公官庁は何か案があるようだ。くれぐれもそれを台無しにするようなことは慎みたまえ。
GID00097086	Devlin司令
GID00097087	ファーンタスティック! 今、地震があった。地震だぞ! 見ろ、Devlin司令は滅多に起こらないことだから心配いらないなんて言ってたが、きやがった。巨大な地 下 ミ サ イ ル 施 設を建築する前に、誰も断層線をチェックしようとは思わなかったのか?
GID00097088	お前らの仕事についての税金だよ、部族ども。神に誓ってもいいが、この言葉が届いたときは私はカナダへ移動中だ。
GID00097089	第四レンジャー大隊、カサドレス隊、第三小隊による作戦報告書 - 補足:再度Balmoral二等軍曹が記す。この場所を調査しようと思ったのは、どうやら我々だけではないようだ。この地域で我々の上級偵察隊がLegionの活発な動きを確認した。隊は今夜、奴らを強襲する準備を進めている - 願わくば奴らがまだ我々の存在に気づいていないことを祈る。
GID00097090	いいか、よく聞けアカのクソ野郎め、お前からの臆病で敗北主義的なメールは受け取った。それを無視したのはな、吐き気がするからなんだよ!今は戦時中だってのが分からないのか?!共産主義者に対してのだぞ?お前と戦争の間にあるのは、俺とデカい核ミサイルで一杯の基地だけだとでも言うのか?さあ答えろ 、Buttinski特技官 :もしアメリカ市民がクレムリンの奴らや取り巻きの中国共産党員に制圧されでもしたら、きれいな水なんか何の役に立つってんだ?
GID00097091	Devlin司令
GID00097092	Devlin司令、
GID00097093	再びメールしてしまったことをお詫びいたしますが、まだ先だってお送りした7通のメールのお返事をいただけていません。繰り返しますが、我々はほ・ん・と・う・に!水処理施設のセーフティ・プロトコルを改善するための資金を必要としています。現行のプロトコルでは絶対に恐ろしいことになりますし、私も地域への水の供給が失敗したことによる影響については考えたくもありません。
GID00097094	スペシャリスト Alan Rothchild
GID00097095	この手書きのメモには苦い飲み物のレシピが記されています。(レシピはキャンプファイアでの製造を解禁しました)
