GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00104478	I hate waiting.
GID00104485	No Problem.
GID00104486	Sure.
GID00104488	Uhhh-huh. *hums softly*
GID00104489	The buddy system discourages murder.
GID00104490	Awaiting input.
GID00104492	Wha... what in the hell are you talking about little miss?
GID00104493	Jesus Christ on a fuck bucket, do you have any idea what sort of shit I'd get into for just hearing that load of crap?
GID00104494	That's a good soldier. Now put on that uniform, so you look presentable. The next time I talk to you, it'll be as an officer!
GID00104495	I'm sure you simply misunderstood the situation. Return to his position and carry out your orders.
GID00104496	Something is wrong here. I can't just set it right alone. Can I trust you to help me with this?
GID00104497	[SUCCEEDED] Yeah, yeah! We can do this!
GID00104498	[FAILED] I... I can't! I'm sorry!
GID00104499	What's the matter with you, huh? This is life. You can't just escape it! Sooner or later the enemies you leave behind will come back and get you.
GID00104500	But if you've gotta run, then run. I'll... I'll stay here and... Watch over the Vault... For ya...
GID00104501	Yeah... I know what you mean. I'm sorry. We're alone enough as it is; we should have been there for you.
GID00104502	Being orphans, people treat us a little differently. It's nice to know we're in a better place than we would have been, but...
GID00104503	I wish we were treated equally here.
GID00104504	Oh, okay. Did you have something else you wanted to talk about?
GID00104505	Oh really? Well why don't you explore this lecture from old Rossman?
GID00104506	I saw what you did to Johnny Matheson. Tragic. Turned that dumb oaf's face inside out. How'd you do that?
GID00104507	Oh! Yes! I sent him that order. We get such fast service from you wasteland kids!
GID00104508	It started about a week ago. I kept smelling these really harsh fumes coming out of the grate. I may be going crazy, but I wanted to be sure.
GID00104509	Right out the door behind you is the problem. I hope you can figure it out.
GID00104510	I... honestly don't know what to tell you. I really have a hard time remembering. It's something that keeps me up at night.
GID00104511	Dr. Rossman found me out there, just like everyone else. Just, I came to the vault when I was way older than you guys.
GID00104512	That was a couple years ago, and I've had memory problems the whole time. They've gotten better, though. I can hold onto things longer.
GID00104513	But when I think about my past... I-- I just...
GID00104514	You know when you stare at a light? And everything slowly just explodes with color 'til it's all white?
GID00104515	It's like that. And it gets hotter and hotter as I go back, like it was just burned out of my head with a fire that spread from branch to branch.
GID00104516	Not many. It's just me and Sgt. Norman holding the line. We had three others... But they didn't make it. A few kids and elders are hiding upstairs.
GID00104517	Also, Jamie is in our apartment in the back. She's trying to fix a broken service rifle to keep us going.
GID00104518	Could you please check up on her? We're the last door on the north, right up there. She's probably really scared, and I want to make sure she's okay.
GID00104519	Everyone - wait here.
GID00104520	Wait here, everyone.
GID00104521	Take a break, and be ready to move on.
GID00104522	Alright, we'll stay here.
GID00104523	Eric, come on, lets chill here a while.
GID00104524	Sure. Come on, let's try to relax a bit.
GID00104525	Sure... Hey, hold on. Something's going on.
GID00104526	Hey guys. Hold on for a second.
GID00104527	Johnny - Group Wait Here Response 1
GID00104528	Johnny - Group Wait Here Response 2
GID00104529	Yeah, we're not moving anywhere.
GID00104530	Good. We'll wait until the world ends. Again.
GID00104531	You've always been the best athlete in the Vault, and I've always followed you.
GID00104532	But... do you really think that's a good idea?
GID00104533	Look. I'm not the kind of girl that gets scared easily, but this is the most afraid I've been in my whole life.
GID00104534	I've been in this room listening to the sounds of my friends and family turning on each other. I'm repairing a rifle and getting ready for war...
GID00104535	I know things have been hard on all of us... But did you ever think it would come to this? Those are the other wasteland kids fighting for Bragg...
GID00104536	They were our family.
GID00104537	Oh... yeah. I guess. I don't know. It's kind of a hard thing to talk about. It's where our parents came from... Our real parents.
GID00104538	None of the vault dwellers want to talk about it, and Dr. Rossman always shrugs it off. He says it makes him depressed.
GID00104539	That... doesn't look like nothing, Star. Just tell me, what's going on?
GID00104540	You are out of line, soldier!
GID00104541	I'm staying here to slow down the reaction. Otherwise, none of us will make it out alive. I'll be right behind you.
GID00104542	Rally your men, and get out of here!
GID00104543	Now go!
GID00104544	[SUCCEEDED] No... not him. Christianson has lost his mind... But, there is another way.
GID00104545	That Jennifer Hale woman - the slut with the blond pony tail.
GID00104546	She managed to steal half of my Stealth Boys from a hard case with her lockpicking skills - something I'm sure you know nothing about.
GID00104547	Go find her. She may still be alive in the lower apartments, if the cave-in didn't kill her.
GID00104548	Now go!
GID00104549	[FAILED] You moron!
GID00104550	Do you have any idea the dangerous shit you are playing with? This vault is sitting on a 500 ton nuclear reactor -
GID00104551	If he triggers that self-destruct it will kill us all!
GID00104552	Think again!
GID00104553	Uuuuh, brains! Need to grow more brains, haha! You really knocked yourself out cold, kid. Nothing a couple of stimpaks can't take care of.
GID00104554	Now sit your ass down and let me take a look at you again. Mmm, damn...
GID00104555	Aha, it speaks at last. Well kid, you decided to play the unstoppable sword against the invincible shield.
GID00104556	You tried to dodge Johnny Matheson, the meat shield of doom.
GID00104557	As you can tell from the splitting pain you're in, you lost. Lets just get, uh, these x-rays goin' and see what we've got.
GID00104558	Hmm... Woah! Now I'm no medical expert, but that doesn't belong there.
GID00104559	Scratch what I said, stimpaks ain't gonna do shit. Looks like a cast and crutches for you, Dr. Hawking.
GID00104560	Great. Questions. What is it?
GID00104561	Great. Questions. What is it?
GID00104562	Great. Questions. What is it?
GID00104563	Dr. Rossman is the one who decides who joins the Wasteland Scouts, and it is Sgt. Norman who approves and leads missions.
GID00104564	Dr. Rossman will either be in the computer lab or in his home preparing for bed in the lower apartments. You should seek him out to hear his stories.
GID00104565	They may teach you something about serving me.
GID00104566	Well, are you going to be having sex with her immediately, or wait until lights out?
GID00104567	No kidding? You should try actually going to talk to him. First step in the right direction, right?
GID00104568	Haha, yeah, that was... great... do you think you could meet me back at my room? You know, it's right next door to your new place?
GID00104569	[SUCCEEDED] OriansGirl01: Um... well, yeah, but this is different. This is a big underground complex.
GID00104570	OriansGirl01: Like a Vault, just there aren't really any walls, and it was built out of rocks.
GID00104571	[FAILED] OriansGirl01: Huh. Like I haven't heard that before. This is a big underground city. It has nothing to do with the country.
GID00104572	OriansGirl01: Like a Vault, just there aren't really any walls, and it was built out of rocks.
GID00104573	< ... >
GID00104574	< ... >
GID00104575	Yup, now that you mention it.
GID00104576	I'll let you head up to the main elevator and check out the robotics lab upstairs. Just drop my name at the guard and he'll let you in.
GID00104577	It's dark up there. We keep the upstairs reactors offline to save power, so just follow the signs to the main entrance.
GID00104578	You'll find the robotics lab at the end of the hall, last door on your right before you reach the vault exit.
GID00104579	What the hell kinda punk attitude is that? Eh, whatever. I just need your able body. I don't care how you act.
GID00104580	I'm rememberin' you being good with a line of terminal code. Rossman always thought highly of you in that regard.
GID00104581	On the far end of this room you'll find an aerosol cleaning jet control terminal. We use it to pump disinfectant into the airlock.
GID00104582	If you can find a way, increase the propellant to antibody ratio. You can ignite the jets and barbeque some of your cousins.
GID00104583	There is also a turret station on the roof. This fine girl pulled it from upstairs during the attack... Now we're just trying to keep her alive.
GID00104585	[SUCCEEDED] I should probably just take care of you right here and now... But go on, I'll see you back here in five minutes! Now, go!
GID00104586	[FAILED] Like hell! If you wanted to be a coward, you could have just been honest. Light him up!
GID00104589	I see. It seems we've been in a similar position.
GID00104591	Dismissed.
GID00104592	Sure. Right behind you.
GID00104593	I know, it's fucked up! They're trying to kill the Overseer. I don't know why, nobody does.
GID00104594	They blew up the transformers in the upper apartments, destroyed my house! Then they sealed the gym and lit it on fire...
GID00104595	[SUCCEEDED] My what!? Oh! RRrrraaaaawwwww!
GID00104596	[FAILED] Ahhhhhhh!!!
GID00104597	I won't sell you any bullshit. It's bad, and by bad I mean we're deep down the Devil's ass.
GID00104598	Those... Patriots, as they call themselves, are in control of the vault entrance.
GID00104599	After all these years, we never saw this coming. Probably, even as we speak, Enclave troops are getting inside.
GID00104600	It's just a matter of time 'til we're overrun.
GID00104605	Okay! Good night, Star! Sleep well!
GID00104606	[SUCCEEDED] A delicate topic. Some of us were exodites simply returning home, others just merchants or wanderers passing by.
GID00104607	All our able-bodied youth left after the earthquake sixty years ago, to... Blend... With local tribes. It devastated our numbers.
GID00104613	[FAILED] I don't really want to get into the... Intimate discussion of our reproductive plans with someone of your age.
GID00104614	Well, and of course you're the best at playing grab-ass with Bragg's "Patriots".
GID00104616	...Alright. Lets talk.
GID00104619	 Alright. Lets talk.
GID00104620	You've managed to earn my respect with previous comments, but this is another issue entirely.
GID00104622	Oh, yes! Is the door not open? He may have gone to bed. Let me make sure. Just go check and see if Albert is still there.
GID00104627	We... Well, we had a few illegal pieces hidden in the apartments, but most of it came from Dr. Rossman's house. The guy was like an ammo packrat!
GID00104628	So yeah, we've got a lot of guns, but not enough hands to hold them. Take whatever you need.
GID00104633	Get your asses on the ground. It's time to rest.
GID00104634	You heard 'em. Take a break.
GID00104635	Everyone - take a break.
GID00104636	This is a good place to rest.
GID00104637	Break time, everyone.
GID00104638	Take your time and relax folks. There may not be another chance for a while.
GID00104642	After the hole in Dr. Rossman's wall, I have no idea. None of us have ever been through the cistern before.
GID00104643	He said he would drop flares to lead the way, though. We should try to follow them.
GID00104644	[SUCCEEDED] Star... I know you want to make the best choice, and having me follow you may seem like a bad idea...
GID00104647	[FAILED] What kind of question is that?
GID00104648	Listen, I've been an athlete my entire life. Running, fighting, and plowing through guys who get in my way is how I chose to live.
GID00104649	Just because I've been hiding in the dark for a few weeks doesn't mean I'm not fit.
GID00104650	I'm okay. We've been fighting up here for over an hour. I'm just glad you made it, I was so worried!
GID00104651	When the bombs went off, you were the first person I thought of. Eric forced open our door and ran into the hall.
GID00104652	I saw the smoke from the transformer... It's right on top of your apartment. I couldn't help but imagine the worst.
GID00104653	Where are Mandy and Shawn? Are they alright?
GID00104655	I'm sorry. I just woke up and everything was on fire. The rocks slid over my bed. My parents...
GID00104656	I don't know where my brother and sister are. I'm so scared...
GID00104658	Yeah, sure, we'll be best goddamn buds. What an idealistic little shit.
GID00104659	Didn't mean to? Didn't mean to?! I don't give a shit if you meant to give me a bear hug, you fuckup.
GID00104660	My career in sports is over now, and guess what? I don't exactly have a fall-back option.
GID00104662	Okay. Well... I think I'm done working here for now. I'm going to head upstairs. Good night.
GID00104663	[SUCCEEDED] You're a sharp one, soldier, I'll give you that.
GID00104665	I'm uploading what's in these databanks to John Henry through Vault 18's radio transmitter array.
GID00104669	Now go!
GID00104670	[FAILED] You are out of line, soldier!
GID00104673	Now go!
GID00104674	[SUCCEEDED] My god, you're a monster. Frank Horrigan incarnate!
GID00104675	[FAILED] You moron!
GID00104678	Think again!
GID00104679	One and the same. Surprised you recognized me through that haze of stupid you're in. What were you thinking, trying to play football with the jocks?
GID00104680	I'm sorry to break the news, kid, but the prognosis is in - You're a chronic nerd.
GID00104681	Ha, right. Now get out of my office, punk ass.
GID00104682	Ha, right. Now get out of my office, punk ass.
GID00104683	Ha, right. Now get out of my office, punk ass.
GID00104691	Huh. Well, never mind then. Get the fuck out.
GID00104692	Ooh. That bad? Well... maybe there is another way. We'll have to go somewhere really quick, though. Will you follow me somewhere?
GID00104693	Oh... Well, okay. I'll just be in my room, then. See you later, tiger?
GID00104696	Oh, you want to know what it's like in the great outdoors? Well, let me give it to you straight: It's hell upstairs, kid. A nightmare.
GID00104697	The things you think about when you're in the dark and a clawed hand reaches for your shoulder? It's real, and it lives up there. Hundreds of them.
GID00104698	But that's just the wildlife. It's the people that make you wish the war had really ended everything, but it only did half the job.
GID00104699	Don't you forget this, kid. The strong prey on the weak, and the closer you get to society, the worse things get.
GID00104700	The people that walk around up there are miserable. Half dead - struggling to see tomorrow. Kids are starving, families are broken.
GID00104701	Those that say they're here to help you are just waiting until you fear for your life. Giving them what they want to keep you safe.
GID00104702	Then you realize what kind of slave you've become. That's what the wasteland is like. Don't ever think it's gonna change, because it isn't.
GID00104703	Uuuhn. It ain't that hard. The atrium is designed a little retarded, "for security reasons", but you can figure it out.
GID00104704	Go to the administration office. At the front desk, Sarah Carter will be sitting at a computer. Talk to her. She'll point it out.
GID00104708	[SUCCEEDED] Then it is we who must change! ...But I could not bear to watch the change that must take place to win this war against Bragg...
GID00104709	After decades of conflict in the Vault, years of hiding from the Survivalists and NCR, we are defeated by our own children. I'm so sorry...
GID00104710	[FAILED] Then it is we who must change! Don't they understand? Don't they understand...
GID00104713	Return to your duties.
GID00104714	Good. Follow his orders as a first priority, then report back to me.
GID00104715	This is my last spare. Use it smart.
GID00104716	It started about an hour ago.
GID00104717	I was up late, reviewing some prime... Uh, security footage, when all of a sudden a huge explosion rocked the vault.
GID00104718	The lights went out. Nobody knew what was going on. We thought it was an earthquake.
GID00104719	Chevy from Security called over the intercom for everyone to go to the gym.
GID00104720	Bragg was there, sorting people according to a list.
GID00104721	Terra grabbed me and threw me in line, which would normally be great, but she pointed a gun at my head.
GID00104722	After a few minutes, Overseer Christianson called, and tried to counter the order. We saw Bragg nod, then the Patriots ran into the Atrium.
GID00104723	That's when I ran here. I got out of the Gym before I was sorted. Then the shooting began, and I've been trapped in this hall ever since...
GID00104727	We're sitting tight. It'll be fuckin' hard, but we gotta hold up right now and let the Overseer do the talking.
GID00104728	As far as I know Christianson... And I know him good... He's not going to give even a piece of the vault to those shitheads.
GID00104729	If they don't back off... He'll set the vault reactors to self-destruct.
GID00104730	Before Rossman ran out on us, he showed me the way. It's right through that door over there, out the bathroom wall.
GID00104731	Crazy coot turns out to be the sanest one of us. Ridiculous.
GID00104733	The... New Security lieutenant? Nuh-uh, I don't want to. I hear she's a real tough bitch. It's a small vault, but I keep my head down.
GID00104734	I'm... Kinda shy, Star, you know that.
GID00104735	Ah, ow, ow-- Damn, Mom, chill out! God, I meant to, it's just that this is all the time Jason and Mandy had to play our table top this week!
GID00104736	With all the shit going on in the vault, we'll be lucky if we get another chance to play this decade, let alone this month.
GID00104737	We just beat the third dungeon boss, and we're about to--
GID00104738	Ah, ow, ow-- Damn, bro, chill out! God, I meant to, it's just that this is all the time Jason and Mandy had to play our table top this week!
GID00104747	[FAILED] It may have been a problem once, but not anymore. Coach Bragg has really worked miracles.
GID00104748	I know, I was watching. You really pulled it through this year. I'm proud of you. The final touchdown of the season...
GID00104749	There haven't been enough students to fill two teams in the Vault for sixty years. It's an exciting time in our history.
GID00104750	The orphans we adopted from the wasteland are finally growing up. Jason is getting good grades, Mandy has started her chemistry research, and Shawn..
GID00104751	Well, Shawn is still here.
GID00104754	Oh. Well, that's weird. Haven't you seen everything a hundred times already?
GID00104755	If you're getting stir crazy, you should report to the infirmary and get checked out.
GID00104756	Vault madness is your responsibility, no one else's.
GID00104765	Check up with Sergeant Norman, he's in charge here. He's got more combat experience than all of us combined.
GID00104766	No doubt. Jamie said Matheson looks like he was run over by a sentry bot. Poor guy.
GID00104767	I guess everything is fine. I don't have much free time lately. Still working on a lot of Dr. Rossman's assignments.
GID00104768	The only way to become a Wasteland Scout is through him or Chief Evanson.
GID00104769	Dr. Rossman is... Well, he's crazy. But he's also a slave driver. I respect his work ethic, but damn, I'm overwhelmed.
GID00104773	I guess that will be alright. Eric and Sgt. Norman will be holding the downstairs hallway.
GID00104774	I'll keep working on this broken rifle and see if I can get it firing.
GID00104775	Good luck, Star.
GID00104776	Yeah, I know what you mean.
GID00104777	There must be others in Vault 18 willing to follow you. Johnny Matheson or Ben Kurtz might make good fighters.
GID00104778	I know they are both totally crazy, but they just might come along. They are orphans too, remember? We grew up together, us versus the grown ups.
GID00104779	Help me get these weapons and armor put in the hands of people who can use them. What do you think I should do?
GID00104780	Dude, yeah, what was left of you. You should have seen it! It was like, Johnny was barreling right at you, and Bragg was all "Get him, kid!"
GID00104781	And you were all "AAAAAH" and Johnny was all "RRRRGH"! Then BLAM! Then you were all SPLAT!
GID00104782	Then when I get you to the infirmary, they stripped you naked right there in front of me! Haha! It was awesome!
GID00104783	Oh thank god! Someone else is alive! I was afraid I... I was the only one left! I thought I was burried alive and I was--
GID00104793	Shut up! My ears are still ringing from the explosion and I'm...
GID00104794	God, I'm being such a bitch aren't I? God, I'm sorry. I just need to find my family. Then I'll be okay.
GID00104795	Oh... okay... I'll try to stay quiet. Thank you. I mean it.
GID00104796	Well, it looks we have something in common, asshole. Maybe you'll care more when you realize you'll never play sports again, you arrogant cripple.
GID00104797	I'm going to be crippled for the rest of my goddamn life. That's some pretty fucking tough luck. There's not jack shit else I can do now.
GID00104798	Well, you look a little bit lost. Let me help you, the door is right there.
GID00104808	Do you understand!?
GID00104811	I don't know. Jamie and Terra pulled you in from the gym and dropped you on the table like a sack of wet sponges.
GID00104812	I guess Terra just grabbed the only "Dr." she could find.
GID00104813	Dr. Bishop is in the hydroponics lab today, so you're stuck with me.
GID00104814	Sorry. Haha.
GID00104826	FAILED] Wow. You should really work on that. Lets go over this again. Are you here to see Jen?
GID00104829	[SUCCEEDED] Wow, haha, we're off to a really hot start. Come to my room later, Cutie. I've got some post-game questions I'd like to throw at you.
GID00104830	[FAILED] Awww, you actually thought that would work on me? You're cute. Try again, slick.
GID00104831	 Impresionante! Opcion nueve seleccionados.  Le gustaria iniciar la autodestruccion?
GID00104832	 Impresionante! Opcion nueve seleccionados.  Le gustaria iniciar la autodestruccion?
GID00104837	I thought it was impossible to win. Chief Evanson informed me of the odds. We were outgunned from the start, and all my men were trapped.
GID00104838	Then you happened. The Guardian of Vault 18. Slayer of Patriots.
GID00104839	Then you did the impossible, and crushed all of our enemies. You stopped them from taking the lab. Now, here you stand. A giant before a coward.
GID00104841	I have no need for dazed soldiers in my ranks.
GID00104842	Evans, kill him.
GID00104843	I have no need for dazed soldiers in my ranks.
GID00104844	Evans, kill her.
GID00104845	Alright. Right behind you.
GID00104848	I don't know! Vault Security blocked those doors. We'll have to find another way in.
GID00104849	Yeah, drop by more often. Next time, I'll get you a beer.
GID00104850	Here. You need to get over there and see if Albert is doing okay. Here is the key to the hydroponics lab.
GID00104851	It's right in the lung. I made it this far... But then I passed out. I'm not gonna make it kid. I know the signs. This is my grave.
GID00104852	You need to fight your way through this. There's nothing you can do for me now.
GID00104853	Oh, really? Um... I'm sorry Star. I... Don't know much about football, and we've been here all night. We haven't even left, really.
GID00104854	I'll make it up to you somehow. Is there anything I can do right now?
GID00104855	Oh... Wow, that's unusually forgiving. I was worried all night that you would be pissed when you got home... You're not pissed?
GID00104869	[FAILED] To be honest with you, we documented this case poorly. In our haste, we failed to keep accurate records.
GID00104870	You may have more success talking with Dr. Rossman, or Kira Mann.
GID00104871	Star... I'm only going to ask this once.
GID00104872	Moments ago, a hologram of a giant armored cockroach appeared in my office.
GID00104873	Did you... Have anything to do with that?
GID00104875	Why do I feel there's gonna be something else you want? Y'know, I'd say goodbye, but you're just gonna come back. Why don't you just go home?
GID00104876	Have a good night!
GID00104889	Right. I'll keep watching the entrance. Hey Star, Please check up on Jamie. I'd really appreciate it.
GID00104890	Yeah, I'm always keeping my fingers crossed for Jamie's team.
GID00104891	She's a tough girl, but I don't like seeing her get hurt. Thanks for keeping her safe, Star.
GID00104892	Listen... honestly... Fuck those rumors, alright?
GID00104893	Our life is our business. Everybody thinks they have a right to point out what they see as different,
GID00104894	but they have no idea what it's like on our side of the story.
GID00104895	A single stupid remark can lead us to having a fight, or end up hurting each other.
GID00104896	People can talk all they want, but hey don't have to live in the middle of it. So fuck them.
GID00104899	Alright. Let's do this.
GID00104900	Just... Try to keep me behind, okay? Eric is going to be right there next to me the entire time. He's been a little shaken by what's happened.
GID00104904	[SUCCEEDED] I'm sorry! Please, try to understand... I think I lost my parents... my brother and sister...
GID00104915	Alright.
GID00104918	Oh... it's you... What do you want, Star fuckup? Here to try and take revenge?
GID00104919	Oh... it's you... What do you want, Star fuckup? Here to try and take revenge?
GID00104920	Well, I don't give a shit about your shitty little life, geek. I'm the star athlete. The guys wanna be me, and the girls wanna fuck me.
GID00104921	You're nothing, fuckface.
GID00104922	Did you just come all the way to the Vault Hospital to make that pathetic attempt at a macho boast? You must think you're such a fucking badass.
GID00104925	Well... if you must know, I'm trying to fix this pistol so it will work as a ranged soldering tool. I have a severed cable that's too high to reach.
GID00104926	This mess is from productivity. Have you done something "productive" today, star player?
GID00104949	Uh huh. Shoo.
GID00104950	Well. That you did. Great job kid, I'm really impressed. What did you find?
GID00104968	Woof! Let's go.
GID00104974	I had no choice. The vault is lost. My son is dead. All of my flock, gone. I had no choice...
GID00104975	[SUCCEEDED] Wait... Wait! This one may be of use to us after all.
GID00104977	[SUCCEEDED] Wait... Wait! This one may be of use to us after all.
GID00104979	[FAILED] Humph.
GID00104980	You will WALK to the detention area. You will NOT deviate from this hallway. Get moving.
GID00104981	Very well.
GID00104987	I remember when we first brought John down here, it was because the Overseer said he'd be good for the kids, and teach them to behave.
GID00104990	I'm sure you'll be in and out of there more than an athlete is in and out of other folks beds.
GID00104995	What!? How the fuck did that happen!? What are we gonna to do?
GID00104996	Holy shit... it's actually happening. Alright, we'll be right behind you.
GID00105002	You're welcome! Take care out there, kiddo!
GID00105018	Mom, dad... I'm sorry... goodbye.
GID00105019	They... they're dead. What are those uniforms? That's Kalin... Jarel... they're all wasteland kids. Athletes.
GID00105020	I don't want to go this way. There's something wrong, we should just go back! Please!
GID00105021	This place has always terrified me. Be careful, and watch where you step. There are cables everywhere. And spiders.
GID00105022	Star, look out! At the end of the hall! They might see us if we're not careful.
GID00105023	Oh my god. This is unbelievable... There are people trapped in the gym! why are they doing this?
GID00105062	Great work out there today, Star! Have a good night!
GID00105063	Great work out there today, Star! Have a good night!
GID00105108	Dear god. So many of our own, dead. Everything we worked for. Everything we suffered through...
GID00105109	All of it has been lost in one night. Thousands, millions of lives will simply be erased. Forgotten, all for one man's war for change... I'm sorry.
GID00105110	I set the self destruct. I understand now why they called us a false control. We were never free from the Vault-Tec experiment. It was so easy.
GID00105111	This entire vault was an experiment to see how soon someone would push this button, and they actually rigged it to work. 200 years of history...
