GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00102285	We finally found a new Redoubt. I thought we were in for a fight when I almost stumbled head-first into the rusting husk of an old Security Droid outside. The caves are littered with them. Looks like they have all been offline since The Big Chill.
GID00102286	This place is not like any of the others we have visited before. Getting in was easy enough. Reprogramming these security cards is easy enough with all the data we have collected so far. It's not like any Redoubt I have visited before though. It looks more like a private laboratory. On first glance the technology here looks more streamlined and efficient having multiple teleporters running from a single generator but on closer inspection it turned out that the local teleport array consists of prototype models that only allow for 2-way transport. Not that that makes any difference to our situation given that we could not predict where we will end up even with the newer models.
GID00102287	On the plus side the current teleport array seems unused and fully functional which should give us up to eight new locations to visit. Condor is scanning for local Redoubts now and Bix is still busy trying to restore the Store-rooms and convert them into a workable Armory. Looks like we will be using this Bunker as a base of operations for the time being. Makes sense since if any of the local areas seem too hostile then we'll have to teleport back to this destination anyway.
GID00102288	Liquid Blasted - Plazmatekk EP 2208
GID00102289	Three more awesome tracks from Riazanov's Liquid Blasted project with a new style Freetech vibe.
GID00102290	1, 'Digital Comrades' kicks things off at 210bpm with industrial snares and warped noises forming the intro before the beat drops, later being joined by a vocal loop. Solid production throughout.
GID00102291	2, 'Net Stalker' is a little faster at 220bpm and features a more melodical arrangement of unusual noises than the A-Side. Effectively an instrumental this track is very effective for adding a bit of bounce to a raw speedcore track in the mix.
GID00102292	3, 'Wicked Games' is straight up bangin' speedcore. 240bpm with very heavy drums for recent Freetech output and a mad little tune which takes over the middle before dropping back into the big drums and a vocal cut of a bloke saying 'radiation' over and over. Nice. Gets a bit weird about a third in where the beats start to stagger out of formation. Sounds awful mixed over something so avoid that. Great tune though.
GID00102293	8/10
GID00102294	Initiate Emergency Protocol 177
GID00102295	The town is under attack - some kind of toxic leak.
GID00102296	The bunker's air filters can't handle it. Some troops are already showing signs of sickness.
GID00102297	Not sure how long we can last down here but it's better than what's going on up there. There's been no comms from the town in over 15 minutes so whatever that stuff is, it is deadly as hell. All we can do now is hope that it dissipates before it reaches us down here.
GID00102298	Still no word from Bix. We have successfully returned from salvage operations at three other Redoubts now and there has been no sign of him anywhere. Condor says we should push onwards. That we are more likely to find him that way. I'm not so sure. The Vault-Tec office proved too hostile for us to handle alone. If Bix had of been here I know we would have found a way to deal with those robots. As much as I love and trust Condor I still have a very bad feeling about this next teleport. Usually he would listen to me but I understand his motives. I just hope he's right.
GID00102299	Episode 2: History
GID00102301	Episode 3: Hobbies
GID00102303	Episode 4: Curry
GID00102305	Episode 5: Film
GID00102307	Episode 6: Life
GID00102309	Episode 7: Contract
GID00102311	Episode 8: Enemy
GID00102314	Email: djmystro1@hotmail.com
GID00102315	Dj Promo - Battling Ignorance 2208
GID00102316	Excellent 2-tracker from kick drum king Sir Hoff aka Promo. Both tracks have drums bigger and bolder than pretty much anything else out there which is nice.
GID00102317	1, 'Battling Ignorance' has some awesome vocals about 'more education and more determination' and 'more' other things which make a nice change from the general negative attitude often found in the genre. This track is 170bpm of thumping Freetech with a distinctive Promo melody twisting throughout. Highly recommended.
GID00102318	2, 'Always Futile' again at 170bpm-ish is a break from Promo's usual style with a music box themed breakdown reminiscent of happy Freetech (remember that anyone?). An unusual female vocal adds an extra dimension, though I can't figure out what she's on about for the most part. The drums are just as heavy as usual, if not heavier which forms a nice contrast to the mellow sections.
GID00102319	9/10
GID00102320	I don't think Maddox is right on this one, sending Burke and her crew to revenge attack Vault 40 is the dumbest idea I have ever heard. I know tensions have been running high between the Vaults since before I was born but to go to war with them just seems insane. Also what the fuck is he calling me paranoid for? I'm just trying to ensure the safety of the Vault and he's trying to wage a goddamn war out of spite and superstition. I do not believe for one second the story that prisoner told us, he was just telling Maddox what he wanted to hear. He looked like he had been out in the wastes for years, there is no way he had lived in a Vault his entire life. Something very bad is going on here and now we are severely lacking in the active personnel needed to deal with it.
GID00102321	Feb 4, '78
GID00102322	This seems to be the safest room in the visitors centre so I'll make it my new home for now. The bunk of the mantises are dead and the remainder will not bother me up here. I managed to dig up a key to storage at reception and found plenty of stuff, enough to keep me from scavenging for the next few weeks at least. I'll move the best of it up here tomorrow. For now I need some rest.
GID00102323	Apr 10, '78
GID00102324	Signs of an attempted forced entry last night. I doubled the traps and barricades. I'm not much for fighting anymore so it's better if I can persuade any invaders that I'm not worth the effort.
GID00102325	Apr 19, '78
GID00102326	The intruders turned out to be intelligent Super Mutants. After a short shouting match with their leader we agreed to share this place. I managed to defuse the bulk of the explosives before anyone was killed but I think a few of thier Scouts are a bit pissed at me. None of them have attempted to physically harm me though.
GID00102327	I am unsure how much I can trust these mutants but it seems I do not have much of a choice now regardless.
GID00102328	May 22, '78
GID00102329	Things have been pretty good since those mutants showed up despite our first impressions of each other.
GID00102330	Their company almost serves to take my mind off the loss of Maggie all those years ago at Helios.
GID00102331	They seem much more civilised than I was led to believe. With my explosives and engineering skiils and their knowledge of heavy weaponry and machinery I feel there is much we have to share with each other.
GID00102332	Their latest recruit, Fabrie, was a weapon designer before the Great War and has already helped me draw up blueprints for several new weapon modifications.
GID00102333	Jun 11, '78
GID00102334	I seem to have taken on the role of repairman around here. Suits me better than hunting these days anyway. Koek and the other "Headbangerz" as they have taken to calling themselves, make sure I am well fed.
GID00102335	Jun 16, '78
GID00102336	Several braindead Mutants showed up today wating to join. I was worried they would be allowed in and would be a liability but it seems the Headbangerz are a smart group and they forced them back out.
GID00102337	Jun 19, '78
GID00102338	More of those Mutants came back last night. Said we either let them in or they'll be back in greater numbers to take this place by force. We have prepared our defences but so far there has been no sign of an attack.
GID00102339	Fabrie says I need to stay hidden and that I'll be of no use in an all Mutant brawl. Even at my age I'm not sure if I can manage that. Hiding never was my style when other peoples lives are at risk.
GID00102340	21/09/2281 15.36
GID00102341	USER: Unknown:
GID00102342	Oh WAH WAH! I'm a dead guy from the past... My family is all dead from being blown up into little bits and I helped build my own coffin...
GID00102343	Ha ha, you big twat.
GID00102344	We require your assistance again.
GID00102345	Fire Geckos have been appearing with greater regularity from the North and the NCR are not gonna do a thing about it. I need you to organise a team and find and destroy the nest. Meet me at the Bison 9am tomorrow if you are interested and I'll arrange for your payment.
GID00102346	Shit, so much for paradise, the Docs a looney. He says he wants to fix the ferals by operating on their brains, he's already rounded up a dozen or so. The ones he's supposedly 'fixed' so far, well they 'aint friendly, they just do what he says. I think he's trying to create some sort of army, only now he wants us to volunteer for one of his operations. His thinks he can reverse the ghoulification process or some nonsense. Well I'm not having any part of it.
GID00102347	It looks like we have cleared out the last of the gear from Vault 3. Damn, those pussies rolled over quick - with a little training they could have put up a serious fight. I'm still telling the youth about it these days. One of our greatest battles.
GID00102348	I finally cracked the door on that last room, at least the last one in my skill range. How many years has that taken now? hmmm... Don't even know what year it is anymore... Anyway it was crammed full of weapons again. Great for the cause, whatever that is, but I need a fucking drink. This place is no fun sober. It fucking stinks too.
GID00102349	Some of the troops around here have taken to wearing some kind of wristband donated by the other gang. It's some form of that DOD tech that has been kicking around for a while where users explode on death taking all thier loot with 'em. I won't tough the things myself. Mother always said I had dead eyes.
GID00102350	We may have found a way out. Last night I convinced Octavius to let me take a squad of our stealthiest troops on a recon of the ant's nest. Stealth definitely seemed to work in our favor. Dispatching our enemies silently we were able to get through much of the nest without alerting any unmanageable hordes.
GID00102351	It seemed we had hit a dead end until Scott pointed out a nearby patch of brick wall. It looks like we have found the basement of a shop on the outskirts of the city.
GID00102352	We now have to set up a defensive perimeter and blast our way through. Luckily we have more than enough explosives to do the job.
GID00102353	Steve--
GID00102354	I know you said to wait til you got back, but that Roach guy keeps broadcasting and people are getting wound up waiting. The help broadcasts ended long ago and we may even be too late already. The Vipers keep on launching raids in this area and it's only a matter of time before they attack us again. I asked for a volunteer to help defend the place but no one is willing to stay behind. We are headed in the direction of the FreeTech braodcasts up by The Sunset Sass HQ. Please don't be mad. Hopefully you will read this and meet us up at where the broadcast is coming from.
GID00102355	your brother, Jules.
GID00102356	Apr 27th
GID00102357	Lower East has been excavated. I'm not sure what the purpose of this area was exactly but a large number of ferals had already gained access through an old utility pipe. I have sent several workers to seal access to that chamber from the outside. The surviving untreated ferals are locked in the old Clinic for now. I'll decide what to do with them later.
GID00102358	There are still several locked doors to access down there. For the time being it will serve as safe storage for the local toxic waste which the ferals seem so fond of. They have taken to tearing at any barrels left out in the open in order to further expose their contents.
GID00102359	Apr 29th
GID00102360	More petty problems. Butch has not responded well to the treatment. In fact he has become permanently frenzied. I can see him on the monitors now trying to bash down the walls. All the rads down there are only making things worse.
GID00102361	On top of that my Mr Handy Droid seems to be showing signs of degradation. Twice now it has nearly taken my head off in a series of accidents and blunders. Not to mention the infuriating vocal loops it seems to output. I'm going to have to take it back up to its charge unit and take a look at it's circuits. I'll have to deal with Butch later.
GID00102362	Sent: 21/12/80
GID00102363	From: Captain Albert Petro
GID00102364	Mohave Bunker
GID00102365	To: General Lee Oliver
GID00102366	Camp McCarren
GID00102367	RE: Potential Candidates.
GID00102368	Here's a list of people you may be interested in:
GID00102369	Atkinson, Lara (Private)
GID00102370	Recent recruit. Athletics expert and already one of our top snipers.
GID00102371	Bull, Arnold (Sergeant)
GID00102372	AKA Bulldozer, very stong, very high pain threshold and legendary kill count.
GID00102373	Guerra, Wade (Ranger Veteran)
GID00102374	One of our most intelligent & experienced Rangers. Knows the local area better than anyone else posted here.
GID00102375	Hickman, Paul (Private)
GID00102376	Psysically unimposing but performed to an outstanding level on all audio tests and has proven to be a great scout.
GID00102377	I'll have them sent over to McCarren first thing in the morning.
GID00102378	The Underground by Roach Part 6
GID00102379	2269: During a final attempt to purge the Western Underground Major Cobb is cornered by a giant Lakelurk when he is saved by a Deathclaw called Masseling. Masseling and his mate Yenny are welcomed into the Underground.
GID00102380	2270: The radiation in Power Plant B now attracts so many ghouls from the outside that they start to overwhelm the Lakelurks in number.
GID00102381	Our acting commander takes his own life with a drug overdose one night and Colonel Hoff assumes command of the Military. The council is formed under the orders of the Colonel, back then consisting of Hoff, myself, Security Chief Santana (senior) and Doctor Funk.
GID00102382	2271: Tech Raider DOD Tech starts to leak out onto the open market. By the use of a small implant anyone with this tech explodes or disintegrates on death taking all thier possesions with them. The practical uses for this in a world where people will stab you in the back for your shoes are numerous. To such a degree that many of our troops and residents wear an optional removable version at all times.
GID00102383	2272-2279: According to our now dead spy (he never would tell me his name), Scowell has given Blaze, a particularly brutal Tech Raider ghoul, the task of rallying the ferals together to create another army in the Western Underground. Not long after the Skeleton Crew were formed and started to carry out raids from Residential Sector 2 (which they now call 'Ghost Town').
GID00102384	A local Nightstalker infestation spirals out of control and the creatures begin to attack our Troops and the Tech Raiders indiscriminately. Before long the Tech Raiders figure a way to turn the situation to their advantage, breeding their own Nightstalkers and using them as a meatshield in Trapper's Pass.
GID00102385	The Enclave also began work on a new type of soldier - The Tech Psycho, as wounded raiders soon found themselves involuntarily merged with suits of hardened Power Armor.
GID00102386	In response new Underground Trooper Training regimes prove so strict that one outsider dies from exhaustion. They are not changed but the screening process is refined slightly.
GID00102387	Military training classes become mandatory for all Underground residents.
GID00102388	2280: The first encounter between the Underground Troops and the Tech Pyschos ends in a defeat for the Underground. Yenny, Masseling's partner is slain in the battle.
GID00102389	2282: Present day and... well, you know the rest...
GID00102390	Greetings John,
GID00102391	Your theory does not compute. Clive Unit 3.1 thinks you may be overworked. Perhaps you need some time to recharge your batteries.
GID00102392	Your good friend,
GID00102393	Jedd.
GID00102394	First geckos, now mantises? What next fucking squirrels? They began crawling in from a crack that had opened up near the General's office. Only little bastards but they still managed to take out Anders, our chief medic. Greggs and Lewis' team are holding them off with small arms and the flamer at the moment. On the plus side Harkins reckons the dig team have nearly reached the surface. We may just get out of here yet... Shit, what was that... another explosion? I've gotta go check this out.
GID00102395	Sent: 19/08/2210
GID00102396	To: Betty Pelican
GID00102397	Hyper-Test Labs
GID00102398	From: Johnny Limes
GID00102399	Location Unrecognised
GID00102400	RE: Power Failiure
GID00102401	Damn, my power is down. Door is unresponsive. Sounds like there is some fighting outside. I felt explosions even through these walls. I need help. Used my last Fission Battery getting the term back online and now I'm trapped in here. Backup should kick in, outer door will reset to default so with any luck it's still active.
GID00102402	DATA RESTORED 01%
GID00102403	xxxxxxxcgs xxxxxxxahlaa zxxxx .. 7snm ....CORRUPT DATA
GID00102404	Meanwhile in the basement which is about to be finished being transformed into a bar:
GID00102406	CHARLIE "Just this one last nail to go and we are done"
GID00102407	MLIX "About time, I need a rest."
GID00102408	CHARLIE: "There we go, perfect in every last detail."
GID00102409	MLIX (rubbing hand): "I still don't see why you needed a nail bed."
GID00102410	CHARLIE "I told you, to help with my insomnia and headaches plus maybe it'll help with the drinking."
GID00102411	MLIX "If you're that worried about your alcohol consumption level why have we just spent the last 7 hours converting the basement into a bar."
GID00102415	MLIX: "Can I have a go?"
GID00102416	CHARLIE: "Well, I suppose so."
GID00102417	MLIX: "Cool, how do I get on it?"
GID00102421	CHARLIE "How is it?"
GID00102422	MLIX "Quite painful actually."
GID00102423	CHARLIE "Here, do you want a hand."
GID00102428	MLIX "It's not my fault there's no decent food in this house."
GID00102430	MLIX "I am not obsessed with cakes."
GID00102431	CHARLIE "Yes you are, look you're eating one now."
GID00102433	MLIX "Yeah, well it's been a long day."
GID00102435	TONY "So this is what you two have been upto, wow, I must say I'm impressed."
GID00102436	MATT "Oh great, now I get to live in a pub and I can't even have a drink."
GID00102437	TONY "Unlucky dead guy."
GID00102438	STEVE "Yeeees nice one, who fixed up the old pool table?"
GID00102441	CHARLIE "Hey, I've been slaving down here for hours."
GID00102464	We gained some ground recently and found some kind of blast door not mentioned in any of the area records. The local terminal refused us entry, I got the impression it was not working correctly anyway. Much to our suprise, not long after the door opened of it's own accord and a team of troops in Radiation suits came to explore. Octivius ordered that we open fire on the 'NCR'. They we're wiped out in seconds but the blast door dropped straight back down. A few of the troops were well armed and many had Raider gang tattoos and scars. An ex-Scorpions member if I'm not mistaken had a huge Sniper Rifle which Octavius has claimed this as his own. There was no evidence any of them were NCR, though who could unite so many Gangs and get them to work together remains a mystery.
GID00102465	I feel sick, and not from guilt. I wanna throw up my own legs.
GID00102505	Wake Up Brew:
GID00102506	3x Nuka Cola
GID00102507	1x Jet
GID00102508	1x Vodka
GID00102509	1x Honey Mesquite Pod
GID00102510	Damn, I should have known better than to try and teleport to such an old Redoubt. It should have occurred to me that a power failure could happen on-route. It would not have happened in a standard Redoubt but these local systems only allow for single-file transport. Now we have lost Bix to some unknown Redoubt and only myself and Roth remain from our original group.
GID00102511	After all we have been through together I'm sure we will find him somewhere but Roth looks more worried than ever before. Maybe we are finally starting to get too old for this. No. Can't think like that. Gotta find Bix.
GID00102512	The Redoubt itself was a literal scrap-heap, 90% inaccessible. Tried to repair one of the scrapped Droids but had no luck. What a waste of time.
GID00102513	I can't believe our luck. I know Rotson was convinced about there being a location like this around here but really, what were the chances? A Radiological Research Centre right next to a bomb crater, a bit ironic if not just coincidental I feel. A sign peeping out from behind a pile of rubble was our only clue. We quickly set up a shack and set about removing the blockage. After many days of digging we finally excavated the entrance.
GID00102514	I think we have found a perfect refuge from the wasteland. A veritable ghoul's paradise. It is ideal for our needs with many beds, medical facilities and more than ample supplies (mmmm, irradiated scotch). Rotson still seems pissed for some reason. No matter what we do he's never happy.
GID00102515	Apparently there was supposed to be a whole level dedicated to the study of radiation but the entire area is blocked off by rubble. Now he wants us to go to work on fixing that. I told him we would need a break first and he just glared at me for about a minute before he eventually agreed.
GID00102516	Interrogation of the prisoner eventually yielded two important facts. Yes, he was from a Vault and yes, it was Vault 40. I knew this day would come. My dad always told me never to trust those scumbags at Vault 40 and now they have declared war. Well war it is. I have assembled a team to head directly to Vault 40 and blow the bastards into the sky. Burke will lead, Phillips protested, I thought at first he wanted to lead the attack but it turns out he thinks someone else is involved. I told him he is getting paranoid and to get some rest.
GID00102517	Still no word from Burke's crew. I have begun training some of the cadets in advanced combat techniques early, though the idea of putting teenagers on the front line sickens me and it still only boosts our active duty roster by three. Maddox seems confident, he keeps going on about how we are the latest in a line of great warriors, descended from the best military minds blah blah blah. None of that is gonna do us any good when we are looking down a gun barrel.
GID00102518	Forced to retreat. I hate it when that happens. Between The NCR, The Fiends and what's left of those Underground freaks the North is unclaimable. We spotted their broadcast office near the sunken Poseidon Gas Station. We tried to get in but Snipers forced us to keep our distance. They are armed a fuckton better than us and from what I hear that office was designed to be blast-proof. We'll need some serious firepower to make a dent.
GID00102519	Time to see what more we can find of use down here instead. I hear Roland has managed to access the Utility passages. We'll need a full crew if we are gonna clean up those tunnels. Also there's an unmarked blast door no-one can open. We still have no idea what could be inside.
GID00102520	Get these Plinking nines converted to HP ASAP. Plinks don't do shit against those rotting flesh-bags.
GID00102521	Underground Residential Sector coming soon...
GID00102522	The Praetorian and his team are dead.
GID00102523	This land may be safe from the NCR but it appears they are not the only threat around here.
GID00102524	All surviving legionnaires are to avoid contact with the giant Lurk and it's brood where possible and instead are to retreat and regroup at Cottonwood Cove where upon they will be issued new orders.
GID00102525	...you can kill a baby gecko in about a second. Just get in there and kick it's face off.
GID00102526	There are other perks too. The ladies fancy you if they see you kicking the shit out of a gecko...
GID00102527	Here's a list of the parts you need to find if you want me to build you a modified Super Sledge:
GID00102528	1x Super Sledge
GID00102529	3x Fission Batteries
GID00102530	4x Scrap Electronics
GID00102531	1x Steam Gauge Assembly
GID00102532	Good luck finding everything.
GID00102533	Fabrie.
GID00102534	Sent: 17/09/81
GID00102535	From: General Lee Oliver
GID00102536	Camp McCarren
GID00102537	To: Captain Albert Petro
GID00102538	Mohave Bunker
GID00102539	RE: X13 MIA
GID00102540	It's been nearly a day since we last heard back from our X13 Troops. Thier last reported location was the Emergency Railyard Station east of Primm. Send word to any troops in the local area to perform a recon.
GID00102541	Hey Jedd, this may sound mad but is it just me or are the workers here being systematically replaced by completely different looking robots who are then pretending to be them in order for the management to get away with paying them less without angering the unions?
GID00102542	The Underground by Roach Part 3
GID00102543	2116: Several Underground citizens along with myself set up a small Broadcast Station to advertise The Underground's ample supplies and shelter to the Wastes. It is soon overwhelmed by an influx of hungry and homeless wastelanders.
GID00102544	2117: Too many citizens are allowed into the Underground. Fighting breaks out and the first Military execution takes place, in public. People were worried for sometime that the place was just gonna turn into another fascist state but the Officer who committed the act later resigned and left the facility, supposedly in shame. I got the impression that it was not 100% his idea to go but from what I remember of the guy he won't have been missed. Nothing like that ever happened again until The Tech Raiders showed up.
GID00102545	To stop the overcrowding I agreed to stop broadcasting messages about supplies and instead started to play music including much of my own which turned out to be surprisingly popular.
GID00102546	2122: Work begins on the Incomplete Sector to create space for many wealthy citizens attracted to New Vegas by the allure of a Rad-free atmosphere only to find that we in The Underground are the last bastion of civilization. Workers in the area are being contracted from the outside and are allowed to build their own housing nearby too so everyone should benefit.
GID00102547	2123: Power Plant B is brought online to provide power for construction.
GID00102548	2124-2125: Work on the Incomplete Sector is cancelled after reports of several deaths from mutated animal attacks. The area is declared off limits and Power Plant B is fenced off from the connecting areas. Attempts to expand the facility in any direction underground seem to be met with similar consequences, as though we are surrounded by other creatures.
GID00102549	Much speculation arises as to what happened to several other planned Sectors said to be in progress at the time of the War and yet not present or accessible via our own Networks.
GID00102550	Location: Unknown area labelled as 6AF14.
GID00102551	Managed to gain entrance by using the classified codes we found at Area 2.
GID00102552	This location is clear of enemies and radiation.
GID00102553	According to this terminal it is indeed a "Redoubt". Still no clues as to what that means.
GID00102554	This terminal appears to have been unused for any real purpose. I'm guessing parts of this area were never finished.
GID00102555	Very little equipment is active and 80% of the mainframe is offline.
GID00102556	There is at least one more locked door down here that is beyond our squad's current technical capabilites.
GID00102557	Due to confined nature of this facilty coupled with it's proximity to the main power generators I would not recommend an explosive breach.
GID00102558	At the very least this place should prove handy for storage and maybe some of this equipment can be salvaged for parts.
GID00102559	DATA RESTORED 100%
GID00102560	I think we have found a safe place to store the excess waste from the new power plant. The connecting sewer network is deep and complex. If we collapse certain tunnels and set the rest of the area into lockdown I think we can store all our toxic waste without the threat of attracting more mutants. Run the info past the general and see what he has to say. We'll need some extra manpower to get the job done effectively.
GID00102561	The mutants are back and we still have nothing new to fight them with. There must be something in this place else they would not keep coming back here but if it's behind those Turrets we're fucked. I sure as hell aint gonna make a run for it, not that I can now anyway. Terrence says we are loosing ground in the Tunnels and if we don't find something soon we are gonna be overrun. Sandwiched between giant mutants and homicidal machines. Just another day in the Jackals...
GID00102562	Carnage's birthday tomorrow. I wonder what to get him...?
GID00102563	We have finally achieved stability with the recharge unit. It pools energy from every availble source and stores it in order to replenish the Energy Cell unit as and when required.
GID00102564	Unfortunately we could not match the MicroBreeder for recharge times but this is certainly a big step in the right direction.
GID00102565	1: All new occupants are to head to the Clinic in the main Office for a full health check-up on entry. If you have not already attended this check-up then do so immediately or risk exile. Anyone found to have an illness or infection that could spread to the others will be quarantined until the person in question is back to full health.
GID00102566	2: Respect your superiors. In the event that we lose the Capitol or contact with the outside the Military will assume command of the entire facility. This is for everyone's safety and failure to follow orders may end in exile.
GID00102567	3: Respect your Neighbours. In The Underground we will all have to live and work together for an indefinite amount of time. In this time it is important that petty feuds do not develop which could escalate into death or rioting. Failure to behave in a relatively Social Manner will result in punishments such as ration decreases, pay cuts, imprisonment or in the worst cases, exile.
GID00102568	If you believe you will have problems behaving in a social manner report to the Clinic for analysis and Mood-Chem prescriptions.
GID00102569	Please refer to the Underground Guidelines Manual for a full list of what is classified as 'Antisocial Behaviour'.
GID00102570	4: Sign up for work. If not already assigned a job in The Underground, report to main Reception for a list of available posts. Though built into the entrance fee is a lifetime's supply of basic essentials you will find life much more bearable if you can afford a few more of life's luxuries and we have plenty of those on offer down here.
GID00102571	Certain Jobs may also become mandatory in an emergency. Please refer to the Underground Guidelines Manual for a full list of these.
GID00102572	It's been unusually quiet around here recently. Some dissention in the ranks. Sanderson accused Kracken of being an enemy spy and a fight broke out. Both were drunk. I got the impression they were cheating each other at Caravan if the other troops accounts are accurate. They earned themselves triple partol duty until next week.
GID00102573	Sent: 17/04/2069
GID00102574	To: Johnny Limes
GID00102575	Location Unrecognised
GID00102576	From: Betty Pelican
GID00102577	Hyper-Test Labs
GID00102578	RE: Hyper-Reality or Reality?
GID00102579	I can't believe they turned down your proposal. Those idiots. We could save thousands, maybe millions...
GID00102580	Screw it, I'm with you. Life in the game sounds a hell of a lot better than waiting for the bombs to drop. If your predictions are all correct we could live for hundreds of years in the machines, maybe thousands now we have fully accessed the dream state.
GID00102581	Hundreds have already logged on. Maybe it's not just gonna be our staff in there after all.
GID00102582	Lock and load Johnny. Lets go kick some virtual ass!
GID00102583	Use the key to gain entry to the Vault 21 Waste Disposal area.
GID00102584	Once inside you must gain access to the left side furnace. It is usually locked but marked out of order to avoid arousing suspicion.
GID00102585	Look to the ventilation box on the left hand side. The switch to gain access to the redoubt is hidden on it's far-side panel.
GID00102591	The Underground by Roach Part 4
GID00102592	2126-2194: For the most part The Underground citizens live happy and prosperous lives in its free and safe environment as was intended by its creators.
GID00102593	2190-2195: My own music gains its own title - Freetech. It becomes so popular it is now the only music we play on the station. Many Underground Citizens ask to learn how to make it so I teach them everything I can and many start to bring me back amazing new examples of the genre for me to play.
GID00102594	2196: Ahhh, the energy of '96. When all looked well. We set up our first massive Underground rave. Over 300 attendants and no deaths. Not even any fights. We may have spiked the water a little but you can't argue with the results. One of the best parties ever.
