GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00087118	[失敗] まさにそれこそ私が心配している事だ。あちらは井戸よりも窮屈で、Chairman の握手よりも困難だった。
GID00087119	あなたがそこで立ち往生してると、私たちがあなたを引き上げている間キャラバンの速度が落ちます。謝罪が欲しいです。ma'am
GID00087120	ふむ。あなたなら出来るだろう。
GID00087121	はあ… 分かりました、あなたを信じてみます。主は確かめる為に暴力をふるってはいけないと言っていますから。
GID00087122	話をしよう。私が少年だった頃、ある男がキャラバンを率いて谷を通ってきた。背の高い男で、大きな口ひげを生やし、ギターを背負っていた。
GID00087123	私は、彼に何をして生きてきたのか聞いた。男は、歌手をしていたと答えた。
GID00087124	「歌手って何?」私は尋ねた。男は、各地を歩き回って、食料や宿などの施しをくれた人々のために歌っていたと説明した。
GID00087125	私は、男がこんな世界でそんなことをしていたことが信じられなかった。私はいつか、この世界を自分で探索すると心に決めた。
GID00087126	それで?彼はなんて言ってた?
GID00087127	本当か?彼と話したのか?あぁ、安心した。Grasas, na'ne.
GID00087128	やめるんだ。それはNew Canaanitesをとても不愉快な気分にさせるし、部族を怖がらせる。
GID00087129	そこに居る間は、Burned Manについても話すな。この件においては私を信用しろ、君のためだ。
GID00087130	いる。健康な夫と3人の子供だ。この頃恋しくなるけど、皆が無事なのは分かってるから気は楽だ。
GID00087131	SorrowのYao Guai Fistは恐怖の象徴だ。それは、我々が部族に属していて、部族を支援するために進んで危険な探索を引き受けたことを示す。
GID00087132	我々の仲間を脅かすYao Guaiを狩り、退治した後にだけ、自分のYao Guai Fistを作る事ができる。
GID00087133	我々のシャーマンであるWhite Birdは、儀式を司る。おそらく彼に話しかけたら、彼はあなたを探索へと向かわせるだろう。
GID00087134	この仕事は簡単だ ― 我々を助けてキャラバンをZionへ入れ、New Canaanを探す。一日につき25cap、半分を前金で、もう半分は戻ったら。
GID00087135	Zionに辿り着けたらボーナスを支払う、New Canaanまで辿り着けたらさらにボーナスを支払おう。
GID00087136	ああ、もう1つ - Joshua Grahamの名を誰にも言うな。誰にもだ。
GID00087137	たいていは mountain Bighorner だ ‐ そこの崖の上に、やつらの群れが ‐ 。普段のやつらはそう攻撃的じゃないが、最近は… はっ!
GID00087138	たぶん、一頭の子供がどこかで迷ったんだと思う。Bighorner は共同体だ ‐ 子供が一頭いなくなる、すると群は怒りっぽくなる。
GID00087139	子供がすぐに見つからなければ、やつらは谷を降りて来てキャンプを攻撃すると思う。
GID00087140	協力する事について気が変わったか?
GID00087141	たいていは mountain Bighorner だ ‐ そこの崖の上に、やつらの群れが ‐ 。普段のやつらはそう攻撃的じゃないが、最近は… はっ!
GID00087142	たぶん、一頭の子供がどこかで迷ったんだと思う。Bighorner は共同体だ ‐ 子供が一頭いなくなる、すると群は怒りっぽくなる。
GID00087143	子供がすぐに見つからなければ、やつらは谷を降りて来てキャンプを攻撃すると思う。
GID00087144	いくつかの バナナユッカ で赤ん坊を誘い出してみるといい。Bighorner はそれに夢中になる。
GID00087145	Back When stuffを探すのに最も良い場所は、タブーの場所だ。Sorrows と Dead Horses はそこには行かない。そして White Legs でさえあまり好まない。
GID00087146	彼がそうなるだろうと思っていた。私が文明的な土地を訪れてから時間の問題だった。私はあの場所に良い思い出が無い。
GID00087147	しかし、私は常に外部からあの場所を見てきた。私が既に行った事以上に彼に影響を与えたくない。何故君は彼に話さないんだ?
GID00087148	Mr. House みたいな治安を守るヤツがいない New Vegas を想像してみなよ。つまり、皆が銃を構えてて Jet 中毒になってるわけよ。
GID00087149	街は大勢の犯罪一家に支配されてて、言うまでも無く治安なんてありゃしないわ。揉め事を起こせば、街の外の墓場に埋められてお終いよ。
GID00087150	犯罪率はぶっちぎり。売春と麻薬は誰にも止められない。ポルノ映画への勧誘無しにはストリートは歩けないわよ。
GID00087151	だから自分のケツが未だ無事なうちに脱出してきたわけ。全ての問題の解決策は法の支配だと思ったわ。単純かな?
GID00087152	それは悲しい物語。話したくはないが、どうしてもと言うのなら、White Birdの求めに応じて話そう。私はそれを光栄に思う。
GID00087153	遠い昔、この部族に一人の少女がいた。彼女は好奇心の強い子で、頭もよく、彼女の母親は目を届かせるのにいつも苦労していた。
GID00087154	ある日、少女はキャンプからこっそり抜け出して、近くの洞窟の中へ遊びに行った。 少女はヤオグアイが洞窟の中で眠っていたことを知らなかった。
GID00087155	少女は死んでしまった。少女は、彼女の命名日の前に亡くなってしまったので、彼女の亡霊は休まる事なく、この地球上をさまよい続ける。部族の人々はそのことに涙を流した。
GID00087156	多くのハンターが獣を殺そうとしたが、それは彼らの目を逃れ、あるいはハンターたちを追い払った。シャーマンが言うにはそいつは少女を吸収し、2つは1つになったという。
GID00087157	それで、私たちは名前のない子供を想い、獣を「Ghost of She」と呼ぶ。これは Ghost of She の話であり、悲しい物語であり、私たちの物語でもある。
GID00087158	Zion には行ったことがないだろう? 我々は狭く、高い渓谷を終始通り続けることになるんだ、険しい道のりだぞ。
GID00087159	でかい荷物ではスーパーミュータントが雨水管の中を通るみたいに動けなくなるぞ、それに重いと薄い空気に耐えられないだろう。
GID00087160	我々はNCRの北部 Sac-Town の近郊の小さな会社さ。"Little Loop" 上にあるNew Renoを通してビジネスを行っている。
GID00087161	Salt Lake Cityへの良い流通をもある ― もっとも、New Canaanとの接触を失い、地獄まで行ってしまった。
GID00087162	彼が谷に戻って来た時から、彼は我々の部族の族長だ。彼は数年前文明世界に去って行った。戦争で戦うために。それはうまくいかなかった。
GID00087163	White Legs ‐ 危険な一団。彼等は New Canaan を全滅させて以来、Zion により深入りして襲撃してくる。
GID00087164	えーっと、どう思うよ? 目に入った物はなんでも撃てるんだ、だから俺にぴったりだろ! イェア、俺はそのくらいうまいんだ!
GID00087165	ぇと、俺は一度3匹の…デスジョーに襲われたことがあるんだ! いや実は4匹だった! 想像してみろよ!
GID00087166	だが俺はパニックにはならなかった、何故なら…俺はパニックにならねーからだ! 俺は死の嵐へと変貌した! 全部の怪物どもの目にパン! だ!
GID00087167	ええと、俺はDayglowが出る西の端で育ったんだ、だからよぉ、闇夜で輝く第三のnutを持ってるんだぜ!
GID00087168	日が暮れてからあんたのために道にズボンを下ろすよ、姉ちゃん。  何であんたが働いてるか、俺が何をするつもりか教えてやろうか?
GID00087169	どこで?なに考えてんだよ? Vault 22だよ! そこでオレは育ったんだ!
GID00087170	確か、育った所の名前だったかな。
GID00087171	きれいな水やハイテク機器を持ってたら、クソッタレな族共がそれを奪うためにあんたの命を狙うような所さ。
GID00087172	その地獄みたいな所の内やら外やらから来る脅威から身を守って、我慢できなくなる位の長い時間と弾を使ってきた。
GID00087173	相手が 80s や White Legs じゃなくても、ショットガンで話を片付けようとする酔っ払いに替わっただけだったでしょうね。
GID00087174	身を守る為にでも人を撃つのはもう疲れたの。だから今ここに居るわけよ。
GID00087175	Waking Cloud は私の名前だ。私は Sorrows の助産婦だ。不吉に聞こえるか、どうだ? “Midwife to sorrows(悲しみへの助産婦)”
GID00087176	Daniel は賢人で、Sorrows への偉大な友人だ。彼は New Canaan の言葉 ‐ 聖書から英語 ‐ を話すよう、私に教えた。
GID00087177	Grand Staircase は遥か東で、 Colorado Plateau の奥深くです。
GID00087178	White Legs はここで私達に接触できたが、それはただ Zion が Long 15 の近くだからだ。奴らはここより東へ私達を追ってくることは出来ない。未開すぎているからな。
GID00087179	歴史を通して、我々は多くの場所を Zion と呼んだ。 この谷は美しい自然で満ちているが、これはただの流通経路だ。Zion は、これ以上だ。
GID00087180	私達は石と水と空を守るためにどの様な手段も使えると言うわけではない。私達は信仰にすがらなくてはならない。はるか永遠に。
GID00087181	もし私達がこの地域の優美さを犠牲にするなら、この谷に住めるかもしれない。しかし、私達はもはや Zion に住むことはできない。今は離れるのが良いんだ。
GID00087182	何を話せば良いんだ?
GID00087183	悪いな、俺のすることはお前の理解をはるかに超えてるんでな、お前が分かるよう説明するのは時間の無駄になっちまうんだ。
GID00087184	基本的に、スゲーんだ。今よりってことだぞ。こいつはマジで頭がふっ飛ぶくらいスゲーぜ。ただのブレスレットじゃねえ、言ってることが分かるか?
GID00087185	Jedが言うには地図か何かを入れて、俺がこのキャラバンを目的地に案内するんだ。俺が全てを知らなかったわけじゃないぜ!
GID00087186	何の違いが? レイダーはレイダーよ。
GID00087187	奴等の一団は町を通り抜け、二人の売春婦を無理やり連れて行った。副官達と私は、80s のテリトリーへ真っ直ぐに後を追った。
GID00087188	我々が売春婦達に追いついた頃には、彼女達はほとんど残ってなかった。だから、我々は引き返した。
GID00087189	更なる犠牲者なしで Caliente へ戻ったが、全ての道で見られていた。 我々を見ていた少ない人数で、それだけの土地は決してカバーできないだろう。 全く気味が悪い。
GID00087190	もし 80s が私達を殺そうと思ったなら、私達は死んでいたでしょう。奴等は手間をかける価値が無いと考えたのだと思う。
GID00087191	Father in the Caves が世界を罰して私達に聖なる言葉を忘れさせた時、私達は End That Came In Fire から Narrows に住んでいる。
GID00087192	私達は谷で他の部族と良い関係を持っていた。少なくとも、Salt-Upon-Wounds が 彼の White Legs をここに連れて来る前は。
GID00087193	私達には、私達の存続を感謝するために Daniel がいる。彼の助言と助けにより、 White Legs をここまではびこらせなかった。
GID00087194	しかし、彼でさえどれだけ私達を守れるのか、私は分からない。
GID00087195	奴は White Legs の軍団長であり、最も残酷な屠殺人だ。奴が吹き飛ばした部族の数は数しれず。彼に殺された戦士は、無数の肉塊になってしまった。
GID00087196	うむ、私自身は中に入ったことは無い。全て郊外であったが、そこで代表のNew Canaanitesといくらかの取引をした。
GID00087197	内外の全ての古い道は戦争後に破壊されたが、私達はNew Canaanitesが使う道 ‐ 私達が使用する道 ‐ の場所を得た。
GID00087198	そういう訳で、私はキャラバンにPip-Boyを持つ者が欲しかった ‐ 地図は地形の確認と山道を往くのに役に立つだろう。
GID00087199	それは良い報せだ。あなたの申し出は何でも受け入れよう。
GID00087200	奴らは、略奪し、破壊するためだけに生きる憎たらしい野蛮人だ。奴らのリーダーは、Salt-Upon-Wounds と呼ばれている。
GID00087201	闘争は、彼が知っている事の全てだ。彼が持っている物の全て、部族が持っている物の全ては、力と略奪とゴミ漁りによって得られた。
GID00087202	どんな男も死なずに近寄る事は出来ないと言われている、彼のパワーフィストは百人の頭蓋骨を砕いたともね。
GID00087203	多分それは本当だろう、だがそれがどうした?奴のリーダーシップは低レベルだ。戦争しか知らない部族に先は無い。結局彼は Caesar に従う事になる。
GID00087204	かつて彼らはしばしば Caliente の北東に侵入していた。だが、 Desert Rangers は10年前解散し、NCRに吸収された。
GID00087205	すぐに、十分な数の White Legs がI-15の近くで群がっていた。頭皮を剥がされたくない人々は、北に向かわないことを学んだ。
GID00087206	結局、Arizona 全域で White Legs は Virgin River を渡る橋を全て破壊した。講義はおしまい。
GID00087207	お前は New Canaanites の神について聞いたことは無いか? 彼は私達の保護者で裁き司だ。彼は私達の先祖が Zion でこの場所を見つけるのを助けてくれたのだ。
GID00087208	彼は私達に多くの贈り物を与えたが、私達は彼を探しはしない。彼の洞窟は私達に禁制とされている。彼等を探す者は、私達が捕らえる。
GID00087209	もしあなたが譲ってくれるのなら、healing powder がありがたい。私達は今、十分な スティムパックを持ってはいるが、それの少ない供給に頼ることは出来ない。
GID00087210	Broc と Xanderの植物は谷中で見つけられる。もしかしたら White Legs さえも出くわして見つけるかもしれないが。
GID00087211	いいとも、大丈夫だ。後ろで待ってる。だけど慣れていなし好きじゃない。
GID00087212	お望みのままに。私は此処で待っているが、長時間は勘弁だ。
GID00087213	すみません。そんな事は起こらないでしょう。
GID00087214	うむ、良くない、本当にな。Mojave や NCR とは異なる ― 地獄だ。Caesar 支配下の Arizona の方がまだ安全なくらいだ。
GID00087215	そこいら中にいるレイダー、君を見つけるやいなや食べようとする堕落した部族、地域のwarlord… がある、仕事場だ。
GID00087216	滞在して商売をするのに適した場所はそう多くない。New Canaanは私が知っている残された場所の内の1つだ。
GID00087217	お前は俺が何をするのか知りたい、そうだろ、小僧?俺が何をするかをよぉ!
GID00087218	お前は俺が何をするのか知りたい、そうだろ、小娘?俺が何をするかをよぉ!
GID00087219	俺は唯一の存在なんだ!いろいろな所でいろいろなコトをやったぜ!
GID00087220	そんで殺しの時間になったらよぉ、俺はマジで死の嵐になるんだぜ!
GID00087221	何かが、それか誰かがRickyをムカつかせるミスをしたらよぉ?男だろうと女だろうと何だろうとな、マジ目玉撃ち抜いてぶっ殺してやるぜ!
GID00087222	実は…そう、実はな、これが俺のニックネームだ! "Deadeye" Ricky - それが俺の名前さ!
GID00087223	私はSorrowたちの医療や持病について手助けをしてきたが、司教は私を宣教師としてここへ送り込んだはずだった。
GID00087224	私達 New Canaanites は誰にでも救済される道があると信じてる。そして望むなら、私達は人々をその道に導く。
GID00087225	イェア!引き金にかかってる指がむずむずするぜ!かかってこいよ糞が!姿を見せやがれ!このDeadeye Ricky様がクソッタレな顔を吹き飛ばしてやんよ!
GID00087226	気に入らねえ。胸糞わりぃんだよ!握手して、汗をかけってか。糞喰らえだ!
GID00087227	古い言葉がある。"平和を望むなら、戦争に備えよ"。
GID00087228	君の私を見る目は半分正解だ。White Leg がこのキャンプに忍び寄ってきたら、私はそいつを撃ち殺す。しかしそれは Sorrows を守る為にだけだ。
GID00087229	主は自分自身を守る者達に対しては力を貸してくださる、しかし Sorrows は術を知らない。Joshua と 私がやる。そんな混乱に陥らない限り、私は彼らを逃がしたいんだ。
GID00087230	Caesar は公には決して認めはしないだろうが、彼は私が生きていることを知っている。私は自分を探しに来る何人もの frumentarii と暗殺者どもを始末してきた。
GID00087231	そのうちの1人は Mojave を運び屋として放浪していると聞いたことがある。ほとんどの Caesar のエージェントは NCR のテリトリー内で相応の末路を辿るが、恐らくそいつは生き延びているんだ。
GID00087232	よくやった、鋭いね! もちろん俺は Pit-Boy と Vault Suit を装着してるぜ! だからなんだ?
GID00087233	Father in the? あぁ、分かった。彼は Sorrow の信じている一種の精霊だよ、谷の洞窟から彼らを見守っているんだ。
GID00087234	彼らはいくつかの洞窟に印を付けているが、それはそこに入ると罰を受けると考えているからなんだ。
GID00087235	恐らくは New Canaanites の教えを学ぶ者の増加によって、彼らは古い迷信を捨てることになるだろうな。
GID00087236	私の好む議論の対象ではないからだ。いずれにせよ、もう終わったことだ。どうしてそんなに興味があるんだ?
GID00087237	思うにそれは彼 ― と君 ― を難しい状況に置くことになるだろう。Caesar は私を探す為のエージェントを抱えているが、私が生きていることを認めたくは無いのだ。
GID00087238	君が私を殺したとしても、彼にはそれを認めることが出来ない。それによって私が死んでいなかったことを認めることになるからだ。Caesar の犯した失敗さ。
GID00087239	いや。彼は自分の嘘に生かされ、嘘によって死ぬのだろう。逃れる術はない。
GID00087240	[成功] オイオイオイ! ふざけんなよ! 俺はサイコを使ってるなんて言ってないだろ!
GID00087241	[失敗] おぅよドクター、素晴らしい気分だ、最ッ高に気持ちがいいぜ、クソ野郎。
GID00087242	すぐ後ろにいます。
GID00087243	あなたの足跡をたどるよ。
GID00087244	ボス、こっちだ!カバーしてくれ!
GID00087245	待ち伏せだ!汚れた血の部族どもだ!
GID00087246	しー! 待て、今… 誓って、前方上方から何か聞こえた。
GID00087247	畜生、待ち伏せだ! 身を隠せ、皆! 気をつけろ!
GID00087248	何てこった! 体を低くしろ、皆、体を低くしろ…
GID00087249	Stella!…あぁそんな! 俺を残して死ぬな、おい、聞こえてるか?
GID00087250	さあ立て! 戦い続けろ! さあさあ、俺が…
GID00087251	何か用かクソ野郎? 怒る相手を間違ってるぜ! この Ricky に楯突くとはな!
GID00087252	なぜ俺がこんな目に! 俺の Pip-Boy は動きもしないんだぞ! どうして俺を雇いやがった?
GID00087253	黙っとけ、Ricky! 奴らに手でも振っといた方がマシだ!
GID00087254	もういい! 私たちはここじゃ座ったアヒルみたいなもんよ! おい、私はここよ! 私は保安官だったこともあるのに、畜生!
GID00087255	よし、わかった。動き始めるか。私達の行く手に長い道が広がる…
GID00087256	けっこう。準備が出来たら戻ってきなさい。
GID00087257	待てよ ‐ 君は最近 Crimson Caravan の Vegas支店を壊滅させたヤツじゃないか?
GID00087258	その事については君に感謝すべきだな ‐ McLafferty を叩きのめすってことは Happy Trailsの市場拡大に繋がるからな。
GID00087259	ちょっと待て、君には見覚えがある。そうだ… 君は Alice McLafferty の新星だ、そうだろう?
GID00087260	君はここに居ていいのか? McLafferty の非競争はかなり厳しい。
GID00087261	君がまた戻ったのはクソ素晴らしい事だ。私達はPip-Boyを得るもう1つの見通しがあったが、彼は逃げてしまった。何かが彼をおびえさせたに違いない。
GID00087262	場所についてはあまり知らないが、そこの人々について話せる。New Canaanitesは戦争前からある種の宗教団体だった。
GID00087263	彼等はOgdenの旧市街、Zionの北の道を支配しており、そして彼等は峡谷自体で素晴らしい守るべき使命を得た - あるいは、おこなった。
GID00087264	彼らはZionでも数少ないフェアな取引が出来る部族だ - ああ、とにかく、彼らを殺そうとするんじゃない、いいな。
GID00087265	君をプレイヤーだと考えるべきだった。良いだろう、やろうか。
GID00087266	うん、もう一回か? もちろん良いんじゃないか?
GID00087267	あそこにチェストがあって、余分な物を保管しておける。君が戻るまで、安全だ。
GID00087268	あそこにチェストがあって、余分な物を保管しておける。君が戻るまで、安全だ。
GID00087269	ZionのNew Canaanでの仕事がなければ、旧道のI-80を下るかOgdenの下を通っていくのがSalt Lake Cityへ向かう唯一の道だな。
GID00087270	ハイウェイは危険すぎる ‐ NCRのレンジャーはここMojaveでは忙しいため、レイダーを退けるための人的資源が無い。
GID00087271	Ogdenは遠すぎる ‐ 私達は儲けよりも多く、旅費で失うだろう。
GID00087272	[成功] 君は間違っていない。Salt Lake City を失うことは、私たちの首を絞める事になった。もし、私達がこの旅で連絡を再確立できなければ、本当に苦境に陥るだろう。
GID00087273	[失敗] 私達はうまくいく、心配するな。ともかく、君への支払いは積立金に十分ある。
GID00087274	私自身には祈りを捧げる趣味は無い。彼等が商品の代金を支払い、我々と公平に売買する、気に掛けるのはそれだけだ。
GID00087275	しかし、信心深いというだけで、彼等を平和主義者だとは思わないことだ。彼等は自分で自分の世話をする。そして、とんでもなく優秀な狙撃手でもある。
GID00087276	いや ‐ だからこのキャラバンだ。New Canaanitesと連絡が取れなければ、Happy Trailsはまさに干上がって死んだ方が良いだろう。
GID00087277	大体予想通りだ -- 気が狂っていて、ヤク漬けになっていて、ものすごく乱暴で、あまり頭は良くない。
GID00087278	最悪なのは 80s だが、我々は彼らの縄張りを通るつもりは無い。
GID00087279	その通り。戦前、Zionに住んでいた人々、彼等は少し残忍だったのではなく、全くの野生人だった。
GID00087280	彼等のほとんどはもはや英語すら話さない ‐ 彼等と話すためにはNew Canaaniteの通訳者を得なければならない。
GID00087281	Great Salt Lakeから最も気をつけなければならないのは、White Legsだ。彼等は仲間で無い者なら誰にでも攻撃をしてくるだろう。
GID00087282	奴らにはなるべく近寄らない方が良い、危険すぎる。俺の首がガソリンスタンドの砦に飾られるのなんてまっぴらだからな。
GID00087283	くそっ。
GID00087284	そんな。何故? 何故だ? Sorrow はこの地の平和の為に White Legs を屠殺する必要なんて無いというのに、君はそれを理解するだけにはここで起こっていることを見てないというのか?
GID00087285	Joshua がしたいのは攻撃なんてものじゃない。虐殺だぞ。そして君や Dead Horses がやる以上のことを望んでいるんだ。
GID00087286	Sorrows にやらせるわけにはいかない。君と Joshua には彼らを巻き込む理由がないだろう。頼む、私の言うことを考えてみてくれ。
GID00087287	きっとそうだ。そう願う。本当のところを言うと、もし何かが間違ってしまったら、Joshua の提案した攻撃よりも多くの Sorrow が死ぬかもしれないんだ。
GID00087288	分かってはいても、そのリスクは避けられないんだ。君と、そして Joshua の助けがあれば、仮に攻撃されたとしても Sorrows を守ることが出来る。
GID00087289	我々は夜、少数で谷を抜ける。運がよければ、White Legs は朝まで何が起きたか知ることはないだろう。
GID00087290	だが White Legs が事に気づいたら…Joshua と私には、逃走の為に君の助けが必要となる。遠慮はしなくていい。誓って、White Legs は遠慮なんてしない。
GID00087291	進路が開けたら君に Mojave に戻るために必要なものを全て与えよう、しかし我々が去った後、Pine Creek tunnel は崩壊させなくちゃいけない。
GID00087292	White Legs の追撃を十分な期間足止めしておくにはそれが唯一の方法だ。幸運を、そして我らに神が共にあらんことを。
GID00087293	我々の主にさえ疑惑はあったんだ。それを考えて、自分の胸に聞いてみろ。急げ。我々には時間がない。
GID00087294	急いで!時間を無駄にしないで!ここから抜け出してトンネルを潰さないと!
GID00087295	ありがとう。1つでもあると違うよ。
GID00087296	君の寛容さときたら…いや、君には感謝しきれないよ。
GID00087297	あれは…本当に済まないと思う。本当に酷い話だ。ここZionでは最近、我々はWhite Legsとの間に多くの問題を抱えているんだ。
GID00087298	実のところ、それが私が今ここに居る理由なんだ。私はDaniel、この部族、SorrowのためにやってきたNew Canaaniteの宣教師だ。
GID00087299	君がEastern VirginのDead Horses campで同僚のJoshua Grahamと話したことは重要だ。後でもう一度話し合おう。
GID00087300	もう一度言う。君の友人たちを死なせてしまって、本当に済まないと思う。
GID00087301	OK、あなたは私への親切として、Eastern Virgin へ“ただ歩いて”行ってくれますか?
GID00087302	彼らは私の同僚、Joshua Grahamの元にいるDead Horseの戦士たちだ。彼にZionにやってきた道のりについて話して欲しい。
GID00087303	我々はこの場所でWhite Legsとの間に多くの問題を抱えている、その状況について彼と話してくれれば幸いだ。では。
GID00087304	私は、多くの純真な人々を彼らの上に立とうとするレイダーや傭兵から守る責任を負う者だ。
GID00087305	思うに君はもう少しこの Zion で何が起きているかを把握する必要があると思う。Dead Horse 戦士のキャンプが Eastern Virgin にある。そこへ行くんだ。
GID00087306	私の友人 Joshua Graham が、我々が White Legs との間で起きているトラブルについて教えてくれるだろう。彼の言うことを聞いてくれ。
GID00087307	では失礼する、君の生意気よりも優先することがあるのでね。
GID00087308	直向さに感謝する。このウェイストランドには見知らぬ人間に親切できるほどの者は多くないよ。
GID00087309	君が谷の周囲を探索してきたなら、White Legs の活動を多く見てきたことだろう。
GID00087310	Sorrows のハンター、Waking Cloud が君が谷を通るガイドを申し出てくれた。彼女は視界から隠れる為の特別な才能を持っている。
GID00087311	その後は皆を無事にここから脱出させる問題が残るのみだ。それと願わくば君が無事に Mojave へたどり着いてくれることだな。
GID00087312	聞け。君が家に帰りたがってるのは分かった。だが我々はZionに来た訳を聞いていない。私が関心をひかれるのは、君は招かれざる客だということだ。
GID00087313	もっとマシな時だったらな、君を助けるために全てを投げ出してもいいが、今は、Sorrow達の安全を確保するのが最優先だ。
GID00087314	だが君が独りぼっちだなんて思うなよ。Sorrowの一人、Waking Cloudがこの峡谷で君を手助けしてくれる。
GID00087315	彼女は熟練したハンターで、必要なときに視界の外にとどまる特殊能力を持っている。君にとって助けになるだろう。
GID00087316	その後、その残りは全てSorrowsを安全にして健全に、撤退させた。私は君に、君が家に帰るのに必要な、地図と援助物資を提供する。
GID00087317	いいだろう。繰り返さないから、よくよく聞いてくれ。君はここに招かれたわけではない。ここは君の家ではないのだ。
GID00087318	我々は、信頼の代わりとして君を助けたいという衝動と呼ばれるであろう物を持つが、もし君が無礼と冒涜を持って我々の眼につばを吐き続けるのであれば…
GID00087319	我々の忍耐が尽きた時、君は何が起こるか分かるだろう。我々が何をすべきか言い争い、議論をしたからNew Canaanの人々は死んだのだ。
GID00087320	それは間違いだった。今私に不平を言うのも間違いだ。私は君の不平を聞く事で、罪に罪を重ねる事はしたくない。
