GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00092780	仮想現実に豆を追加するとは素晴らしい 俺はジャックと豆の木が好きなんだよ、みんな!Calisが怒らないことを祈る あいつに気をつけろよ ちょっとしたことにすぐ過剰反応するヤツなんだ 俺はbattle brewをX-12の収納室へ移動させなきゃならなかった ヤツがそれに禁酒法賛成論者並に怒り狂ったせいでね
GID00092781	-Mori
GID00092782	通知があるまで、住宅用サイバードッグテストエリアへ入ったり実験をしないでください サイバードッグはまだプログラム中であり、干渉は成長過程において多大な影響を及ぼします このような制限により、事故の繰り返しを防ぎます:犬との遊戯時間や居住地の作成は我々の予算からもうすぐ実現します
GID00092783	Dr. Gail Richardson, 博士号, テストエンジニア, X-8 Cyberdog 計画
GID00092784	このホロテープには X-8 Bio-Mechanical Splicing Terminalで使用する、ロボットとNightstalkerの接合データが記載されています
GID00092785	新しい atomic laser は、Giant Robo-Scorpion のジェネレータ ‐ 正に先週の武器テストの最中にシャットダウンした ‐ に驚くべき負担を与えている。
GID00092786	私はレーザーの出力を 25% 減らす事を強要され、その代わりに彼等は予備ジェネレータを Scorpion に突っ込んだ。私に言わせるならば、危険だ。システムは、同時に2つのシステムからの電力を扱うようには出来ておらず、もし何か新たな技術が、あまりに早く予備ジェネレータを稼動させるなら、おそらく…
GID00092787	このホロテープにはSinkのロボットアシスタントのアップグレードファイルが記載されています。: "Auto-Doc."
GID00092788	このホロテープにはSinkのロボットアシスタントのアップグレードファイルが記載されています。: "Light Switch 02."
GID00092789	このホロテープにはSinkのロボットアシスタントのアップグレードファイルが記載されています。: "Book Chute."
GID00092790	このテストでは、あらゆる手段を用いて3人の平均的な高校生の記録ファイルを探しだしてもらいます。より素早く目的地に到達するためにSonic Emitterを使いなさい。プロテクトロンのベーシックセキュリティープロトコルが有効になっています。
GID00092791	成功 ― 3つの生徒記録を回収する。
GID00092792	失敗 ― セキュリティ対策によりファイルを取得することを禁止される。
GID00092793	本日、反体制派による政府が始まった 共産スパイが3両分ほど集まったヤツだ 半分は英語が話せないから、警棒で脅さなきゃ何もできないほどだった だが最終的にはたどり着いた このドキュメントはすでに研究内容を示していたのだ これは戦闘技術の発展に役立つだろう
GID00092794	Cherie O'Bannon'の放課後スケジュール
GID00092795	Ballet: 火曜日と木曜日4:30 - 6:30
GID00092796	Pep Squad: 水曜日 4:15 - 5:15
GID00092797	指導センターボランティア: 月曜日 4:15 - 6:00
GID00092798	このホロテープにはEnergy Weapons Skill BookのWorkbenchレシピが記載されています。
GID00092799	Yangtze攻撃後にキャンプをここに設立しろ あまりに無防備だ トランスミッターが脆弱だから、ハッキングして簡単にリモートアクセスできるようにしろ ここへの直線放送距離が最短であるnorth train tunnelに近いスポットを見つけろ Canyonsは危険すぎてYangtzeへ帰れない あの運び屋がきた北西部気象ステーションがあるが、そこへ行くのはトラブルのもとだ とりあえずWaste Disposal site、そしてSecuritron Plant周囲を偵察しろ 俺がより良好な防衛地点を見つけるまで待て
GID00092800	被験者は、我々がアメリカ学校における共産主義の浸透の影響を監視していると伝えられています テストが始まるまでサイバードッグのことは知らされていません
GID00092801	1) テストAはスタンダード自動タレットシステムに加えサイバードッグを防衛プロトコルに組み込みます
GID00092802	2) テストBは前回のテストにプロテクトロンを追加します テストBは量的フィールド撹乱モジュールの基本テストも含みます
GID00092803	このホロテープにはSinkのロボットアシスタントのアップグレードファイルが記載されています。: "Auto-Doc."
GID00092804	仮想現実が壊れた!?クソッタレ!ソフトにバグがあったんだろうか スーツのシステムに異常がないことを祈る 週末にMoriのファームウェアをアップデートしなきゃ とりあえず現実世界でのテストにスーツが間に合うまで、Calisには電源に問題があった、REPCONNのテストに集中しようと言っておこう 
GID00092805	-Kael
GID00092806	追伸 メッセージはできるだけ早く消去して。Calisに嫌がらせをしたくない。
GID00092807	ラボ試験をしてみたが血液検査上あるべき変化がなかった cattle prodの使用が注入物と反応してるせいだろう それがたどり着いた結論だ 多大な労力が何の脳内化学変化もなく無駄になるのが我慢できない これらの生物をなんとかコントロールできれば戦争に有用となるだろう
GID00092808	-Asst. Paris
GID00092809	昨夜また脱走の試みがあった 脱走者を全員集めて処理したが、クソッタレなことが決定された 時計周囲のキャンプじゃ3交代制になり、残り時間で士気も下がっちまう  長官は学者どもが取り組んでる新しい"鎮圧用首輪"の実地試験の必要があると言う その後にやっと休みがとれそうだ
GID00092810	このホロテープにはSinkのロボットアシスタントの機能の詳細が記載されています。: "Muggy."
GID00092811	Kael博士のスーツ・ソフトウェアにおける発見は私の研究も発展させた 改良型の自動制御緩衝器を足関節に取り付けることで中央制御モジュールとの伝達情報量を増加できた これらを胴体に取り付けた個体はまるで走るように障害物の下でも動き回ることができる!
GID00092812	このテストでは、あなたは巡回するロボットに検知されることなく、経営者のオフィスの書類を盗まなくてはなりません。難易度上昇のためLaser tripwire が追加されています。成功すればスーツのソフトウェアが自動的にアップデートされ、Supply Cabinetに賞品が送られます。
GID00092813	成功 ― 検知されずに経営者のオフィスへ到達し、書類を盗む。
GID00092814	失敗 ― 発見された。
GID00092815	我々の前回の監督官会議では、小さな荷物事故の利益の可能性について検討しました。我々は X-8 facility から彼等を追い出す前に、テストエリアに彼等を解放する事により、予想外の被検体の行動を研究する事を考えています。決定が下されるまで、配送部は封鎖された状態に置かれます。
GID00092816	Dr. Adam Figgis, MD PhD DVM DDM DD,テスト監督者
GID00092817	今朝、ラボに入った時、より攻撃的になったクリーチャーがいることに気がついた。餌を変えたのだろうか? あなたが望むならいくつか実験してみよう。
GID00092818	-Asst. Paris
GID00092819	このホロテープにはSurvivalSkill BookのWorkbenchレシピが記載されています。
GID00092820	Chayanovは私でトラップワイヤと近接地雷を試すため施設の第一区画へ入れ、スーツによる摩擦で炎症を負った Moriはファームウェアのアップデートで装着同期能力が上昇したというが疑わしい 足はガチガチに固定され、胴体は馬鹿みたいにきつい Slough's stashesからFancy Ladsを運ぶのを止めるべきか
GID00092821	胴体へ取り付けるグローブをMoriと協力して研究し、ついに使用者の器用度を大幅に改善する進歩につながった Reddingの加水化合ゴムを採用して手のひらなどの表面素材に適用した 使用者がそれを着たらすぐその改善による変化がわかるだろう
GID00092822	Sloughが口いっぱいにジャンクフードを頬張ってCalisに見つからないよう新しい隠し場所を探してる間、俺はX-8由来の新しいModの試運転を決心した 俺は上のインテリ共と同じような博士号に値する業績はないが、オムツしてる頃からプログラムをしてきたんだ マヌケどもが見逃したんだろう累乗・指数関数的な失敗を何個も見つけた 俺が修理することで奴らが研究してるK9ウェポンの連射速度を相当あげるのは間違いない 奴らのデスクにその方法を残せば、実際に導入されるだろう だがもし俺の手柄にしようとしたら奴らはおそらく相手にしないだろうな
GID00092823	Sierra Madreでの自動販売機の設計を要求通りに終了しました Sinclair様はBig MTの中枢へと行きました 彼は有事における生存者の治療のため救急自動販売機を避難施設に希望しておりました 彼は施設の隔離と安全の確保に出来るだけのことをし、現在では核汚染後の食糧供給の保証と資源の分配について取り組んでいます 車が一台ずつしか街に入れないよう道路を細くしたとも聞きます
GID00092824	ヤツは何が不満なんだ!?俺は最新のLa Fantoma!を読んだだけだ!不満家のCalisは俺を愚かだと抜かしやがった 愚かだと!? アホが、はは、俺の名はButzだぞ 小学校しか出てねえんだ、クソッタレが すまん、息抜きが必要だ
GID00092825	-Butz
GID00092826	このホロテープには"Giant Tarantula Attack."の音声サンプルが記録されています。SinkのジュークボックスにてSonic Emitterを変更することができます。
GID00092827	このホロテープにはSinkのロボットアシスタントのアップグレードファイルが記載されています。: "Central Intelligence Unit."
GID00092828	このホロテープにはMelee Weapons Skill BookのWorkbenchレシピが記載されています。
GID00092829	偶然わかったのだがSierra Madreにおいて化学物質の流出があった SinclairはThink Tank Execsへ電話して協力を求め、労働者のため化学スーツのプロトタイプを提供したとのこと まるで次々に実験をしているように見えるが?全体の流れをみるとゾッとする Sierra Madreを観察し、結果を調査して・・Sinclairは自分でどんな代償を払ってるか解ってるのだろうか Little Yangtzeの中国人のように・・戦争が起こればむしろ幸せなのではないか 少なくともこの恐怖の連鎖は終わる
GID00092830	このホロテープにはSinkのロボットアシスタントのアップグレードファイルが記載されています。: "Sink."
GID00092831	このホロテープにはSinkのロボットアシスタントの機能の詳細が記載されています。: "Jukebox."
GID00092832	この最新の血清は成功したと確信している 人による観察下ではこの生物は目視可能であるが、夜間の記録をみるとこの血清が活動しているのがわかる この生物は周りに誰もいない時、この新しいクローキング能力の使い方を獲得しようとしている おそらく身体的制限もしくは精神的障害があり、ストレス下での能力の使用を妨げているのだろう 私は月曜の朝にこれらの生物に対するストレステストの施行を考えている
GID00092833	ええ、ええ もし私の方法が出来ないならそのテストを実行してください つっついた刺激で奴らの能力が解放されるかどうか檻を見に来ますから 他の先行プロジェクトはすぐに中止され、我々は何らかの成果を見せることが出来るに違いない!
GID00092834	-Dr. Calis
GID00092835	このテストでは、あなたは巡回するロボットに検知されることなく、経営者のオフィスの書類を盗まなくてはなりません。成功すればスーツのソフトウェアが自動的にアップデートされ、Supply Cabinetに賞品が送られます。
GID00092836	成功 ― 検知されずに経営者のオフィスへ到達し、書類を盗む。
GID00092837	失敗 ― 発見された。
GID00092838	腐赤色のバイオゲルに浸ったより攻撃的で忠実なサイバネティック犬脳によるK9000 Cyberdog Brain Gunのアップグレード用回路
GID00092839	このホロテープにはSinkのロボットアシスタントのアップグレードファイルが記載されています。: "Auto-Doc."
GID00092840	このターミナルを起動するためには、ステルススーツ Mk II を装備してください。
GID00092841	このホロテープには X-8 Bio-Mechanical Splicing Terminalで使用する、ロボットとNightstalkerの接合データが記載されています
GID00092842	このホロテープには"Robo-Scorpion."の音声サンプルが記録されています。SinkのジュークボックスにてSonic Emitterを変更することができます。
GID00092843	このホロテープにはSinkのロボットアシスタントの機能の詳細が記載されています。: "Book Chute."
GID00092844	Kaelの最新のファームウェアをスーツにアップロードした Kaelは本当に努力している 今回のファームウェアの自動アップデート機能の追加は素晴らしい スーツをアップグレードすると自動的にオンラインで使用者の能力に合わせ新しいシステムを構築し、新機能をアンロックするのだ セッティングに浪費する数百時間もの無駄を省くことができるだろう
GID00092845	注意:俺の評判の悪いBattle Brewを一樽Kaelへつくること
GID00092846	Y-17 Trauma Harnessesの一人にちょっとした問題があった 悲しいことにX-12の研究チームがバッファロー・ゴーアドの種を詰まらせて夜勤中に死んでしまったのだ そのY-17 Trauma Harnessは何らかの理由で停止しなかったのだろう 実際にそれは誤動作し、中の死んだハリスと一緒に他の従業員を攻撃し始めたんだ そいつを止めるための試作品かなにかを貸してくれないか?
GID00092847	-Barb
GID00092848	1) 直近の政府権限による我々への資金支出削減により、1日に行うことのできる実験は3つとなってしまった。
GID00092849	2)我々はここX-8に無限の犬小屋のためのスペースがあるわけではない!他の全ての試験段階を超え得る、ただ「1匹の」Cyberdogのみに対し、それは作られるべきだ。
GID00092850	3) いかなる実験を行う前にも、プラットフォーム上から瓦礫破片を撤去するように。
GID00092851	4) 実験がX-8施設外で行われることは許可されていない。
GID00092852	5)最終手順、実験を実行する前にセキュリティを無効にする必要があります。
GID00092853	少し英語が話せた囚人の一人、非公式のスポークスマンとなると思うが、長官のオフィスに泣きながら来て、空腹の幽霊が夜中に仲間を連れ去ったと訴えた 長官は大昔の馬鹿げた迷信だと吐き捨て、3週間も彼を冷蔵庫へ閉じ込めた 私は、彼らがここで何体もの新しいロボットを造るのをみたが、その脳をどこで調達するのかと疑問に思うようになった
GID00092854	このテストでは、あなたは巡回するロボットに検知されることなく、経営者のオフィスの書類を盗まなくてはなりません。難易度を上げるためLaser tripwire とProximity detector が追加されています。成功すればスーツのソフトウェアが自動的にアップデートされ、Supply Cabinetに賞品が送られます。
GID00092855	成功 ― 検知されずに経営者のオフィスへ到達し、書類を盗む。
GID00092856	失敗 ― 発見された。
GID00092857	最後に言わせて、私はVR Simulationがとても憎い!我々はあれに殺された、今度は私が殺す番だ
GID00092858	Giant Robo-Scorpionへの絶え間ない改良、”敵対的共産主義勢力”としての防衛モデルはほとんどが無意味なものだった。 この段階で、もはやただの気晴らしに過ぎなかった。
GID00092859	このホロテープにはSinkのロボットアシスタントの機能の詳細が記載されています。: "Light Switch 01."
GID00092860	このホロテープにはUnarmed Skill BookのWorkbenchレシピが記載されています。
GID00092861	このホロテープにはLockpick Skill BookのWorkbenchレシピが記載されています。
GID00092862	ええ、Project: Burkeは科学に理解のない人には墓荒らしにみえるでしょう ええ、そのため予算削減のため入らざるを得なかったのです もちろん、誰一人として遺体を別の目的に使った人はいません 最後に、Project: Hareは被験体の調達のため非戦闘ターゲットにした掃討作戦だったとの噂については、特に言及することはありません 他に質問は?
GID00092863	Dr. Adam Figgis, MD PhD DVM DDM DD,テスト監督者
GID00092864	このホロテープにはSinkのロボットアシスタントのアップグレードファイルが記載されています。: "Central Intelligence Unit."
GID00092865	このテストでは、あなたは全ての起動しているロボットを検知される事無く無効化しなければなりません。全てのセキュリティ対策は起動しています。成功すれば Supply Cabinet に賞品が送られます。
GID00092866	成功 ― 検知されずに全てのロボットを無効化する。
GID00092867	失敗 ― 発見された。
GID00092868	以前からあの運び屋の合図が無い。彼は私の道から外れ、私は彼の道から外れるだろう。彼が話した "Sierra Madre" について考えている… もし彼が正しければ、そこを突きとめるために、カジノ無線周波数を見つける必要があるだろう。彼の助けは必要無いだろう。もしそこに労働ホログラムと毒ガスが保たれていれば、邪魔をするロボット無しでより容易く研究できるだろう。そしてあのディスペンサー… は、同じ用途を持っているかもしれない。
GID00092869	新型居住用Cyberdogモデルに物をくわえて持ってこさせる遊戯用プログラムを追加した時に、たまたまだが鳴き声を録音したデバイスで試してみた Cyberdogはそのデバイスをいたく気に入り、取り上げようとしたら攻撃的なサインを示した だから必要になるまでResidential Reconstruction Areaに置きっぱなしにした 多分Cyberdogはそれを埋めたに違いない
GID00092870	Dr. Gail Richardson, PhD,テスト技術者, X-8 Cyberdog Project
GID00092871	このホロテープにはSinkのロボットアシスタントの機能のアップグレードが記載されています。: "Light Switch 01."
GID00092872	このホロテープにはSinkのロボットアシスタントの機能の詳細が記載されています。: "Light Switch 02."
GID00092873	cattle prodが届いた 内憂でなく外部の侵入を防ぐためのシステムだということを覚えておいてくれ 生き物に使うなら、動物実験施設でやってくれ Sonic Emitterを見つけたときのように我々のフォースフィールドでは上手くパワー変動を制御できない
GID00092874	-Cpt. Hamm
GID00092875	基本セキュリティ
GID00092876	解除コード: 646F6E7470616E6963
GID00092877	我々はSonic Emitterか集中型電磁パルスを放出する静電容量モジュールを作成しました 物理的衝撃は少ないものの、Jenkinsがフォースフィールド内で発射したときフィールドのエミッターアレイを吹き飛ばしました その後の研究により、この銃は狭い範囲での周波数に対して効果があると解りました残念なことに、我々のフォースフィールドはこの範囲にあります この銃はX-8で研究するためにそこへ送りました
GID00092878	-Dr. Calis
GID00092879	このホロテープにはMedicine Skill BookのWorkbenchレシピが記載されています。
GID00092880	ここでは全て問題ない。もしあなたの助けが必要なら知らせます。Paris は荷を取り戻すため、まもなく到着します。
GID00092881	-Dr. Calis
GID00092882	このホロテープにはExplosives Skill BookのWorkbenchレシピが記載されています。
GID00092883	このホロテープにはSinkのロボットアシスタントの機能の詳細が記載されています。: "Biological Research Station."
GID00092884	戦前強制収容所での2日目 戦前は中国人を収容していた 放射線があてられ、また首輪で管理していた(これら奴隷用首輪がなぜ存在するのか疑問だが、いくつかは明らかに戦前の技術である)首輪の周波数を調べるのはかなり厄介だった 回路構造はめちゃくちゃで、分解に骨が折れる 注意深くして、俺を連れ出そうとするDomeからの狂った脳やロボットに知られてはならない ・・さもなくば研究材料だ
GID00092885	Dr. Richardson,
GID00092886	Cyberdog実験用の犬を受け取ったが、その・・正直言って馬鹿にされてるようだ 基本的にその犬どもは野生に置くべきだ 犬小屋に近づくたびに奴らは酷い音を立てて、その・・元気だとしか言いようがない アドバイスを頼む、檻を開け放つか、送り返すべきか?
GID00092887	このホロテープにはSinkのロボットアシスタントのアップグレードファイルが記載されています。: "Auto-Doc."
GID00092888	このホロテープにはBarter Skill BookのWorkbenchレシピが記載されています。
GID00092889	私はMendozaがX-13のテストでの様々な失敗をみて、tripwire emitterの設計における致命的な欠陥に気付いた 電子機器修理に長けた有能な科学者ならば外装をはずし、敵味方の認識機構をハックしてテスト対象を無視するように出来たはずだ 今週にでも施設に上の奴らが来たあと、私にその外装を補強できるか見てみよう
GID00092890	このテストでは、あなたは全ての起動しているロボットを検知される事無く無効化しなければなりません。私達はスーツの FCG (Field Compliance Generator) を適切な変動に調整する必要があります。全てのセキュリティ対策は起動しています。成功すれば Supply Cabinet に賞品が送られます。
GID00092891	成功 ― 検知されずに全てのロボットを無効化する。
GID00092892	失敗 ― 発見された。
GID00092893	アインシュタイン-3.14
GID00092894	緊急停止プロセスの再起動をするならば、試作品を使い物にするのに数週間かかりますが、徹底的に破壊するよりマシでしょう(少なくとも要求通り17体の試作品を入手するまでは)
GID00092895	Betsy Bright の懲戒記録
GID00092896	無断欠席 7
GID00092897	破壊的な行動 3
GID00092898	校内での喫煙 11
GID00092899	このホロテープには"Gabriel's Bark."の音声サンプルが記録されています。SinkのジュークボックスにてSonic Emitterを変更することができます。
GID00092900	このホロテープにはSinkのロボットアシスタントのアップグレードファイルが記載されています。: "Central Intelligence Unit."
GID00092901	例のGiant Robo Scorpionの誤操作による攻撃のあと上層部の方からの命令に従い、我々は緊急停止プロセスをインストールした 二度と使用しないことを祈る 試作品のシステムはすぐ焼けて数週間は再始動できなくなるだろう 軍は半年以内の実戦モデルを望んでいるが、すでにプロジェクトは遅れているのだ
GID00092902	X-13施設からEM Pulse Wave モジュールの試作品をSonic Emitterの情報取得実験のために借りています そのモジュールによりSonic Emitterはフォースフィールドを減衰させることができます 被験者がそのモジュールをX-8施設に忘れることが絶対にないようにお願いします BigMT外では使用できませんが、かなりの危険を伴います ご協力感謝します
GID00092903	Dr. Adam Figgis, MD PhD DVM DDM DD,テスト監督者
GID00092904	Dr. Richardsonの要望により新しい物資の犬小屋の一つを解放した 中の”犬”(適当にそう呼ばせてもらうが)は明らかに酷い疥癬で苦しんでいた 解放されたあといきなり牙をむき、専門家のAkersを飲み込もうとした 幸運にも、とりあえず今はまだ、状況は落ち着いている といのもAkersの体が大きくてその犬が窒息死したからだ
GID00092905	この物資について誰か知ってる人は?情報をくれ
GID00092906	このテストでは、あなたは巡回するロボットに検知されることなく、経営者のオフィスの書類を盗まなくてはなりません。難易度を上げるためLaser tripwire とProximity detector が追加されています。成功すればSupply Cabinetに賞品が送られます。
GID00092907	成功 ― 検知されずに経営者のオフィスへ到達し、書類を盗む。
GID00092908	失敗 ― 発見された。
GID00092909	やあ!私はX-8テストを通し彼らが新しいおもちゃを造るのをずっと手伝ってきた さあどうぞ、この銃こそターゲットを追跡する犬の脳を用いた銃だ!銃のトリガーをいじってくれという要望を聞いたときにこのModを思いついたんだ 次回向こうに行ったとき、試してみたいか?Calisは上司が来る前に俺にX-13の設定を急がせている 我々が新たなセキュリティ要件に失敗しないよう、そのタレットを望んでるのだ
GID00092910	ありがとう!
GID00092911	K9000 Cyberdog Gun を送りました。きっとうまくいくはずです。何か疑問があれば教えてください。
GID00092912	-Adam
GID00092913	そのテストの遂行にSonic Emitterが必要です Sonic Emitterの配給、もしくはどこかへ誤配されていたら、Big MTへ連絡し、テストエリアへ行く前にそれを受け取りなさい
GID00092914	補足:スタッフの削減により、新しい補足:人員の抑制により、新しいonic EmitterがThe Sink Central Intelligence Unitで配備されます
GID00092915	4日目、未だ研究を続けている… 数人の首無し ghouls という、幾らかの失敗の後、首輪を非活性化させる方法を見つけた。このキャンプでは、ゲートへ走って頭が爆発する者無しに、釣りに行くのは難しいだろう。くそいまいましい首輪め。
GID00092916	…Mentats の配給が必要だ。頭が痛い。
GID00092917	このホロテープにはSpeech Skill BookのWorkbenchレシピが記載されています。
GID00092918	中間レポート:Richie "Ball-Lover" Marcus
GID00092919	英語 F-
GID00092920	数学 F-
GID00092921	科学 F--
GID00092922	歴史 F-
GID00092923	Vera Keyesのホログラムを調整しながら何時間も過ごす 彼女の特徴やドレスをSinclairの希望通りに繰り返し作り替える・・私は物理学者であり、彫刻家ではない 苦情を言うにはもう十分だろう Sinclairの何がそう駆り立てるのか、愛かそれとも、欲望か
GID00092924	どこかの時点で、彼は全体の問題に冷たくなった まるで”適切に”つくったホログラムが憎しみの対象であるかのように
GID00092925	このテストでは、あらゆる手段を用いて3人の平均的な高校生の記録を探しだしてもらいます。ベーシックセキュリティープロトコル、アクティブになりました。
GID00092926	成功 ― 3つの生徒記録を回収する。
GID00092927	失敗 ― セキュリティ対策により記録を取得することを禁止される。
GID00092928	このホロテープにはSinkのロボットアシスタントのアップグレードファイルが記載されています。: "Central Intelligence Unit."
GID00092929	警告:現段階での最大パワー出力は、プロトタイプに破損または破壊の可能性があります。
GID00092930	続行しますか?
GID00092931	もしSinclairの要求でなかったら、そのホログラムプロジェクトはお蔵入りしていただろう Sierra Madreでの自動販売機に加え、Big MT 上層部に防衛(?)のためのホログラム使用を通した それはNE社ですら承認しなかったものだ カメラや観客の中を歩き回るホログラムにどれだけコストがかかることか お前はどうだ?しばらくの間だけだったが、私は本当に工場の周りをうろつく幽霊共にうんざりしていた むしろその研究費を視野センサーの改良やエミッターのアップグレードに費やして欲しいもんだ
GID00092932	このホロテープにはRepair Skill BookのWorkbenchレシピが記載されています。
GID00092933	このホロテープにはSinkのロボットアシスタントのアップグレードファイルが記載されています。: "Muggy."
GID00092934	このホロテープにはSinkのロボットアシスタントのアップグレードファイルが記載されています。: "Auto-Doc."
GID00092935	私は最近君の仕事がデタラメであることに気付いた これは過去数ヶ月にわたる著明な体重増加にも一致する 私は実験動物の体重が減少中でもパフォーマンスを向上するインプラントを開発した 確かに、まだ人体実験は試行していない しかし完璧に安全であると私は確信している また、研究室での間食も止めて欲しい もしまたカメラを汚したら、施設から全ての食料を閉め出すぞ
GID00092936	-Dr. Calis
GID00092937	もう一つ不幸な事故があった Mr. HarrisのTrauma Harnessを破壊しようとして、災害コントロールチームの武器輸送班が足を滑らせ、武器を落としてしまったのだ 武器がないため、そのチームは撤退し研究室を閉鎖しなければならなかった 申し訳ないが、君のK9000 Cyberdog Gunの試作品はX-12に封印されている
GID00092938	-Barb
GID00092939	なんでこんなメッセージを送り続ける?お前は連絡路の真向かいで勤務してるだろ こっちに来て言いたいことを言えよ!何度も送りつけて俺の時間を無駄にするな!
GID00092940	-Dr. Calis
GID00092941	Giant Robo-ScorpionのSaturnite装甲板は予想を上回った - 大部分は。 それは小銃火器ではほとんど傷つかなかったものの、Parsonsが持ち込んだSonic Emitterでどうにかプロトタイプのサブシステムのいくつかを壊すことができた。 我々は、次のプロトタイプのために改善されたEMPシールドを調べなくてはならない。
GID00092942	よりはっきりした記録では、プロトタイプの新しい atomic laser は、見事に機能している。兵器の発砲の後、いくらかの残留放射線が残るため、予防措置としてより多くの radiation suit と医療の要求が必要だろう。
GID00092943	メッセージに添付されていたデータとはフォースフィールドエミッターへのEM Pulse Waveモジュールの影響についてです 試作ウェポンをテストするためそちらに送りました この武器の電磁パルスによる影響からどのように我々のフィールドを防護するか決定したらすぐにOhlenへ届けてください
GID00092944	-Dr. Calis
GID00092945	Sinclairから資金を得た 私のみる限り、彼はこの装置で破産しかけてるだけでなく、the Big MT上層部と協定し、Villa を無害とされている試作技術の実験場にしようとしている Big MTが他の隔離タウン(たとえば北部Hopeville気象実験だ)で同じやり方をしたのを知っているが、その手法は、契約した内容とは全く違うものだった
GID00092946	Y-17 Trauma Harnessを量産するにあたって、まだ解決が必要な問題が残っている: スーツをトリガーする外傷程度の調整の問題。依然としてLittle Yangtzeの被験者たちは一度スーツに入れられるとほとんど抗議できなかった。もしホームベースが指定されていない場合、スーツは予測不可能にさまよう状態になる。それと外傷レベルの調整中に発見したのだが、スーツのセンサーは着用者の死亡を認識することができない。幸運にも自律的な死体の探索はと自律的な死傷者の回復とほぼ同じくらい有用だろう。
GID00092947	このホロテープにはSinkのロボットアシスタントの機能の詳細が記載されています。: "Toaster."
GID00092948	このテストでは、あなたは巡回するロボットに検知されることなく、経営者のオフィスの書類を盗まなくてはなりません。難易度を上げるためLaser tripwire が追加されています。成功すればSupply Cabinetに賞品が送られます。
