GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00076980	Pip-Boy 3000は戦前の安全安心な技術の一部です。プライバシー、安全性、その時々で必要な助言を保証します。
GID00076981	Clinicにはホログラムによる警備システムが自慢気に設置されています。Security Hologramは攻撃の影響を受けません。エミッターを落とすことでしか対処できません。
GID00076982	Mojaveの旅人達が戦前のラジオ放送から聞こえる女性の声を聞いたあとに、不審な失踪を遂げています。その後彼らを見た者はいません。
GID00076983	Sierra Madreは毒の雲に覆われた死者の街である、と探鉱者達は語ります。
GID00076984	爆弾首輪の技術は戦前から存在しており、幾つかのモデルが在ります。それらは当時何に使われていたのか分かっていません。
GID00076985	ハードコアモードでは、Sierra Madreをゆったりと覆う有毒な雲により屋外に長く居るほどhealthを減少させます。
GID00076986	Sierra Madreにある毒の雲が濃い場所ではより早く体力が消耗します。
GID00076987	Sierra Madre casino の建設は、Great Warの数年前から始まりました。
GID00076988	Sierra Madre主任設計者と出資者はFrederick Sinclairでした。カジノはゲストが彼らの運命をひっくり返し、そして"やりなおす"為の場所として作られました。
GID00076989	Ghost Peopleの起源は謎に包まれています。彼らの街路を埋め尽くすホログラムに対する奇妙な崇拝も同様です。
GID00076990	Ghost Peopleは殺し難く、彼らに遭遇して生き残った者は誰もが、ただ彼らの注意を避けろと提案します。
GID00076991	Sierra Madre のGhost People に対抗するには、四肢の切断、エネルギー兵器、爆弾…そして食いちぎること…が、最も有効です。
GID00076992	スピーカーは破壊を防ぐため、特に保護されました。しかし、いくつかは時間の経過と共に壊れ、これらの破損したスピーカーは破壊可能です。
GID00076993	ラジオは破壊できるとはいえ、Villaのスピーカーを破壊できるかは、いかに上手くスピーカーを停止させるか、そしてそれらを制御するターミナルがあるかによります。
GID00076994	カジノの方針の一部として、Sinclairはchemsと"異物"を禁止しました。
GID00076995	MadreとVillaの全ての設備はカジノに結びついた機械によって供給されました。
GID00076996	自販機の技術がどこから来たのかは知られていません。それらがSierra Madre Chipを得ている間は、多くの非営利サービスを供給する様に見えます。
GID00076997	この雲とVillaの中では、仲間と離れ、迷いやすい。仲間と離れないでおくか―再び見つける事が出来る場所に待たせておいてください。[CRLF]
GID00076998	首輪に干渉するラジオは銃で撃ったりスイッチを切る事が出来ます。しかし、スピーカーは起動ライト次第では保護されているかもしれません。
GID00076999	言い伝えによれば、Sierra Madreは戦前の人間たちの幽霊で溢れかえっており、そして都市部に多くいるそうです。
GID00077000	VillaのResidential Districtは、カジノの大金持ちと芸能人がVillaの屋外を楽しむための場所…お忍びで…でした。
GID00077001	ラジオはスイッチを切るか破壊することで止めることができます。
GID00077002	Nightkinはスーパーミュータントの一種で、マスターによって作られた見えない軍隊です。マスターが敗北した後、彼らはwastelandの全域に散らばり、遠く離れた場所に逃避しました。
GID00077003	Nightkinは長きに亘りStealth Boy技術を使用したために、精神分裂症と多重人格障害を含む精神不安定症を患っています
GID00077004	なぜSinclairはカジノのゲートの開放をGala Eventに結びつけたのかは知られていません。
GID00077005	Sierra MadreのGala Eventは、一連のライト、音楽、空の花火、そして最後の衝撃的なライトショーだと言われています。
GID00077006	Sierra MadreはGreat War以前のFrederick Sinclairの最後の事業です。
GID00077007	Elijahは他のチームをVillaの街へ送り出しました。彼らに何が起こったかはわかりません。
GID00077008	落ちてくる鉄筋、ベアトラップ、犠牲者を汚染区域に誘い込むなど、Ghost Peopleは、原始的な罠を好むように思えます。
GID00077009	Sinclairは古きよきアール・デコ時代に惹かれており、カジノの設計にはそれが反映されています。
GID00077010	死者の手はAと8で構成されると言われている。この手札は戦前の伝説的人物が背中を撃たときに所有していた。
GID00077011	Puesta del SolとSalida del Solの両方には、そこでの電力を管理する変電所が在った。
GID00077012	RobCoは、あなたのPip-Boyを盗み見ようとする何者からも安全に秘密を守ることをお約束します。あなたの私的ログ・アーカイブはあなただけのものです。
GID00077013	Sierra Madreの放送の強さは並外れており、その周波数は一般的には戦前の緊急放送用信号として確保されているものに匹敵するほどでした。
GID00077014	Villaの通りは前に送られたチームの痕跡で満ちています。落書きは、彼らの命が危うくなった時でもお互いに争っていた事を示唆しています。
GID00077015	SinclairはVillaで、彼が設置した物以外のいかなる食品や自販機も禁じました。
GID00077016	戦前の包丁を作っている合金は知られておらず、毒雲に接触して腐食した様に見えます。
GID00077017	Sinclair、資本家にしてSierra Madre casinoの建築家は、防犯対策に取りつかれており、それは彼自身の財政的な損失によるもとの思われてます。
GID00077018	Sierra Madre snowglobeはVillaの何処に残存していると言われています。
GID00077019	Puesta del Solは"日暮れ"を表しており、Puesta del Solの屋上からの眺めは息を呑むようであると言われていました。
GID00077020	最終期限に間に合わせるため、Sierra MadreとVillaの建設は、2つの異なる会社によって行われました。
GID00077021	Puesta del Solの建設は、Salida del Solより遅れました。まるで建設努力が―そして資金が―息切れしたかの様でした。
GID00077022	Puesta del Solの建設作業員はカジノ建設の作業員と多くの衝突と議論を行いました。
GID00077023	Sierra MadreのセキュリティーはPuesta del Sol建設オフィスの視察をはじめ、禁止されているchemとその他の品物を没収しました。
GID00077024	Sierra Madreを覆っている雲の起源は知られていません。
GID00077025	Villaの通りを満たしているささやき声は戦前のスピーカーから来ている様で、はるか以前に腐食したリールに録音された音楽を今もなお演奏しています。
GID00077026	Villaの建設段階の初期に、建設作業員は多くの妨げ―そして事故―に苦しみました。
GID00077027	配送問題もVillaを悩ませました―工事用爆薬、ステーキナイフの無数のケース、その他はVillaに配達され、返され、置き忘れられた。
GID00077028	Salida del Solは"日の出"を表しており、そこは教会の本拠地とカジノ従業員の多くの自宅でした。
GID00077029	Sierra Madreには、客の到着と同時に部屋へ案内する自動化されたフロント・デスクがあると言われています。このシステムの状態は、知られていません。
GID00077030	Sierra Madreのドアは、非常時に密閉する様に設計されました。
GID00077031	Sierra Madreの中の死者たちは、今もなお幽霊とささやき声の中でばくちを打って、飲み続けていると言われています。
GID00077032	カジノの壁は、ラジオの受信と無線放送を通さない金属で覆われています。
GID00077033	爆弾首輪は、カジノのフロア間では機能する様に見えませんが、2人が同一フロアにあれば機能します。
GID00077034	Sierra Madre警備の一部は、密輸品または"外国の影響"がVilla地域に入るのを防ぐ事になっていました。訪問客は時々検査され、彼らの所持品がカジノの側で没収されました。
GID00077035	Sierra Madreのセキュリティセンターは従来のカジノ警備を超えた武器と軍備を備えていると言われていました。
GID00077036	カジノの警備センターに地雷や重火器、その他の軍用装備がある理由はよくわかっていません。一説には、Sinclairは中国軍によるアメリカ本土への攻撃を恐れていたと言われています。
GID00077037	Sierra Madre Hologramは単純なルーチン―販売人、バーデンダー、案内係そして歓迎人―に従事します。
GID00077038	ホログラムを傷つけることはできません。出来るのは、避けるか、エミッターを破壊する事だけです。
GID00077039	Gala Eventの呼び物の内1つは、Tampico TheaterでのDean Dominoによる公演でした。
GID00077040	Sierra Madreの食堂は5つ星の評価が付けられており、世界最高のシェフが雇われていました。
GID00077041	Sierra Madre カジノの出資者にして設計者、Fredrick Sinclairは2070年代に致命的な大損害を被りました。
GID00077042	Vera Keyesは戦前のハリウッド若手女優でした。彼女の評判は、多くの観客動員数にもかかわらず、書かれたのはいくつかの下世話なロマンス―そして酷評でした。
GID00077043	戦前のタブロイド誌とゴシップコラムはVera KeyesとDean Dominoは熱い関係があり、Sinclairとの関係よりも早いと主張しました。
GID00077044	Vera Keyesについては不明な点も多く、本名なのかどうかさえ不確かです。
GID00077045	タブロイド紙や新聞は時にVera Keyesを"囚われの"女と呼称します。Sierra Madreのセキリュティーこそがそれに太鼓判を押しているのです。
GID00077046	"Love Sets Sail" はVeraの映画全ての中で最も興行収入があり―そして最も酷評された映画です。
GID00077047	Sierra MadreはBig Empty、Burned Man、またはDivideからの生還者の噂、のような伝説です。
GID00077048	ホログラムはChinese stealth suitsに似た科学ドライブである、Stealth Boy起動技術が元となっていると考えられています。
GID00077049	著しく行き過ぎたエネルギー制約のために、Hologram技術は卓越したレベルに決して達しなかった。
GID00077050	ホログラムの技術が戦前において一般的であったという記録はありません。加えて、武器を装備しているという記録もありません。
GID00077051	ホログラムの敵対的な立場は、戦前の世界を静止させるという内容のSFホラー映画の世界にインスパイアされて作成されました。
GID00077052	発射速度上昇 (10%)
GID00077053	状態改善 (50%)
GID00077054	ダメージ増加 (+3)
GID00077055	コンパニオン達とElijahから話を聞いた。
GID00077056	あなたの旅路がこの先何処へ向かっていくのか...全ての終わりへの道を聞いた。
GID00077057	Sierra Madreの全歴史を聞いた。
GID00077059	Dead Man's HandのSierra Madre Cardsを集める。(クラブとスペードのエースと8+クラブのクィーン)
GID00077060	Sierra Madreのチップを集めた。
GID00077061	中断せずに水を早く飲みたい場合は、流し、トイレ、蛇口等で実行ボタンを押し続けましょう。
GID00077062	Sierra Madreを包む有毒な大気により、屋外にある全てのベッドで休むことができません。
GID00077063	ダメージ増加 (+25)
GID00077064	拡散性減少
GID00077065	Godがコンパニオンでいる間、罠が設置された一帯を容易に歩く能力だけでなくStealthの上昇も与えられる。
GID00077066	The Here and Now のPerkは直ちに次のレベルになるための経験値を得ることができますが、利点はそれのみです。
