GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00088791	生物を倒した時50%の確率で強力な回復アイテムのThin Red PasteもしくはBlood Sausageを入手できるでしょう。
GID00088792	あなたは非中毒性の皮下 Turbo (chem) 抽入器を得ました。この perk は2回取得でき、第二ランクは効果時間が2秒から3秒に、一日の使用回数が5回から10回に増加します。[Pip-Boy のインベントリから効果を発動します。]
GID00088793	Dr. Kleinの衣装セットのコンプリート
GID00088794	自分の意思を構成しろ...自分の考えで。
GID00088795	X-8 vertebrae-pulse-de-sensitizerの周波数を回復した!
GID00088796	X-13 cardiac regulator sneaky suitを取り戻した!
GID00088797	Old World Blues終了
GID00088798	Dr. Mobiusの衣装セットのコンプリート
GID00088799	X-8基本テストプログラム終了
GID00088800	X-8上級テストプログラム終了
GID00088801	X-8テストプログラム...Nightstalker終了!
GID00088802	X-13基本浸透試験終了
GID00088803	X-13上級浸透試験終了
GID00088804	X-13ロボット準拠性テスト終了
GID00088805	Big MTのすべてのロケーションを訪れる。
GID00088806	危険を知りつつBig MTの周囲を超え、果敢にも進みました…二度までも!
GID00088807	Robot Compliance perk があると、敵対的なロボットに気付かれずに忍び寄って調べれば、ロボットを永続的な機能停止状態に出来ます。
GID00088808	Big MT で創られた忌まわしい生物について学んだことにより、あなたは Cazadores に対しダメージボーナス(ランク毎に +10%。ランク3まで)を得ました。
GID00088809	Big MTでCazadoresを倒す。
GID00088810	Big MTでCazadoresをもっと倒す。
GID00088811	Big MTでCazadoresをより多く倒す。
GID00088812	Stealth Suit Mk II 用の最新ソフトウェア。[CRLF]V1.1:制動センサー (+10 Sneak)[CRLF]V1.2:聴覚サブネット (+1 PER)[CRLF]V1.3:装備同期 (+1 AGL)[CRLF]V1.4:推進力増加 (sneak の速度増加)
GID00088813	Sinkのすべてのロボットアシスタントを再度アクティベート。
GID00088820	ヘイ、早起きさん! 午前6時から昼12時まで、あなたの S.P.E.C.I.A.L. の各々に +2 を享受します。しかし、あなたの最適な時でない午後6時から午前6時までは、-1 を被ります。
GID00088821	あなたのヘルスが50%を切ると、ダメージを10%多く与えられます。ただし、AGIとPERの属性は-2の制約を得ます。
GID00088822	運搬重量が+25 lbs.増加しますが、重量が160 lbs.以下の荷物を運ぶときは常にすべての属性に-1の制約がつきます。
GID00088823	あなたは永遠に若いまま(そして Level 30)だから、誰もあなたを引退させません! あなたは二度と薬物中毒にならず、効果が2倍長持ちします… しかし、Level 30 以後、あなたは経験値、perks、そしてスキルポイントにさよならのキスをしなければなりません。
GID00088824	あなたは技量はあるが、経験不足です。あなたは全てのスキルに +5 ポイント得られます。しかし、今後得られる経験値が -10% 減少します。
GID00088825	あなたは囲まれた空間を恐れています(多分、そこに住んでいるミュータントのため)。あなたは屋外では S.P.E.C.I.A.L. に +1 を得るが、屋内では -1 を被ります。
GID00088826	発射速度上昇
GID00088827	ビーム拡散
GID00088828	時間経過による弾薬の充電
GID00088829	ダメージ増加
GID00088830	実験は恐ろしいほど歪んだ。
GID00088831	忌まわしい生物を作成した!
GID00088832	破壊を企むロボットを造った。
GID00088833	やはり自分の脊椎はいいものです。あなたは、よりすばやく(+1 AGL)、よりこそこそし(+5 Sneakスキル)、そして自分の姿勢と動作に自信を持ちます(+1 CHA)。
GID00088834	あなたの脳が体に帰ってきました!しかもより賢く!あなたはより多く経験値を得ます(+10%)。レベルごとにスキルをひとつ多く得ます。Intelligence が高くなり(+1 INT)、Science スキルが10上昇します。
GID00088835	あなたの体は再び血液と情熱で活気付きます。あなたのBarterスキルとSpeechスキルが5上昇します。また、敵の心臓を打ち抜く能力が上昇します(胸へのVATSダメージ+10%)。
GID00088836	あなたの脳は体に再移植されましたが、一部の先端技術が体内に残留しています: あなたは今も頭部に重症を負いませんが、中毒耐性は10%になります。驚いたことに、あなたのDTは10%増加します(最低で +1 DT)。
GID00088837	あなたの心臓は体に再移植されましたが、一部の先端技術が体内に残留しています: 得られる毒耐性は落ち(50%)、ロボットは若干混乱するだけです(critical hitの確率低下 25%)。ただ良い点として、回復アイテム(薬品)はまだ高い効果を得られます!
GID00088838	あなたの脊椎は体に再移植されましたが、一部の先端技術が体内に残留しています: 胸部は再び重症を負う様になりますが、あなたのSTRとDTボーナスは二倍になりました! (+2)
GID00088839	あなたの脳は先端技術で増強されました:あなたの頭部はもう重傷を負わず、薬物中毒(25%の耐性)と肉体損傷のショックに耐性(5% DR).を得ます。
GID00088840	あなたの心臓は先端技術で増強されました:あなたは毒に侵されず、心臓のフィルターによる出血と回復の管理によってすべての回復アイテム(薬品)はより高い効果を持ちます(+25%)。ロボットはあなたに混乱し、critical hitの確率が50%低下します。
GID00088841	あなたの脊椎は先端技術で増強されました:あなたの胸部はもう重傷を負わず、STRとDTが増加しました(+1)。
