GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00000502	With the second rank of the Animal Friend perk, animals will come to your aid in combat (but not against other animals).
GID00000503	Once your weapons and armor reach a certain condition level, your Repair skill can be used to maintain them, keeping them at maximum power for longer.
GID00000504	If you want to stay hidden, stick to the shadows, move slowly, try to stay behind your opponent... and turn off your Pip-Boy light!
GID00000505	If you have the Robotics Expert perk and sneak up on a hostile robot undetected, you can put that robot into a permanent shutdown state.
GID00000506	After sleeping in a safe bed, you will wake well rested. You earn 10% more experience points for several hours.
GID00000507	Your body has been genetically enhanced with the strength and flame resistance of the Grayditch Fire Ants! Your Strength has increased by 1 and you are now 25% resistant to fire.
GID00000508	Your body has been genetically enhanced with the perception and flame resistance of the Grayditch Fire Ants! Your Perception has increased by 1 and you are now 25% resistant to fire.
GID00000509	In general, the higher your Barter skill, the lower your prices on purchased items. It can also be used to negotiate for better rewards in conversation.
GID00000510	The Energy Weapons skill determines your effectiveness with any weapon that uses Energy Cells, Microfusion Cells, EC Packs, Microfusion Breeder, or Flamer Fuel as ammunition.
GID00000511	The Explosives skill determines the ease of disarming any hostile mines and the effectiveness of any explosive weapon (all mines, all grenades, Missile Launcher, Fat Man, etc.).
GID00000512	This is to add the feral ghoul reaver visual effects.
GID00000513	With the Nerves of Steel perk, you regenerate Action Points much more quickly than you normally would.
GID00000514	With the Rad Absorption perk, your radiation level slowly decreases on its own over time.
GID00000515	Cass does 15% more damage with all Guns.
GID00000516	Cass has +50 hit points.
GID00000517	This perk allows you to regain health by consuming Bloodpacks.
GID00000518	The Child at Heart perk greatly improves your interactions with children, usually in the form of unique dialogue choices.
GID00000519	Press and hold your Pip-Boy button to turn the Pip-Boy light off and on.
GID00000520	The light generated from your Pip-Boy light actually makes you less stealthy. If you want to effectively sneak, turn it off.
GID00000521	The essence of champions flows through your veins. When you cannibalize corpses, you temporarily gain Caesar's intelligence, Mr. House's luck, The King's charisma, and President Kimball's strength.
GID00000522	From Frag Grenades to Throwing Spears, you can throw weapons 30% faster at the cost of 25% less range.
GID00000523	You are a true friend of the night. Your eyes adapt quickly to low-light conditions indoors and when darkness falls across the wasteland.
GID00000524	The power of your personality inspires die-hard loyalty from your followers. When you drop below 50% Health, your companions temporarily gain much greater resistance to damage.
GID00000525	Your attacks do much less damage to companions, allowing you to liberally spray an area with reckless abandon.
GID00000526	You don't fool around with fancy trick shots. Straight to the midsection and down they go. In VATS, you do an additional 15% damage with attacks targeting the torso.
GID00000527	You've been pushed around long enough! With the Nerd Rage! perk, your Strength is raised to 10 and you gain +15 Damage Threshold whenever your Health drops to 20% or below.
GID00000528	With the Lead Belly perk, you take 50% less radiation when consuming irradiated food and drink.
GID00000529	With Paralyzing Palm, you will sometimes perform a special V.A.T.S. palm strike that paralyzes your opponent for 30 seconds. Note that in order to perform the Paralyzing Palm, you must be completely unarmed.
GID00000530	With Concentrated Fire, your accuracy to hit any body part in V.A.T.S. increases slightly with each subsequent hit on that body part.
GID00000531	With Infiltrator, if a lock is broken, and can't normally be picked again, you can attempt to pick it again one more time. This includes locks previously broken by a "Force Lock" attempt.
GID00000532	With the Intense Training perk, you can put a single point into any of your S.P.E.C.I.A.L. attributes.
GID00000533	Your extensive familiarity with Explosives allows you to ignore a portion of their damage. Your Damage Threshold is increased by 25 against any and all Explosives -- even your own.
GID00000534	Advanced technology from the Commonwealth has increased your reaction speed, giving you a higher chance to hit in V.A.T.S.
GID00000535	The slayer walks the earth! The speed of all Melee Weapons and Unarmed attacks is increased by 30%.
GID00000536	Your martial might is truly legendary. You do a large amount of additional damage through enemy blocks with all Melee Weapons and Unarmed attacks.
GID00000537	You gain +5 Damage Threshold against all Melee Weapons and Unarmed attacks and cannot be knocked down in combat.
GID00000538	You truly are a rad child. As you go through the increasingly devastating stages of radiation sickness, you will regenerate more and more health.
GID00000539	Sell items through Barter.
GID00000540	Heal damage with stimpaks.
GID00000541	Heal with food.
GID00000542	Play slots.
GID00000543	Play blackjack.
GID00000544	Play roulette games.
GID00000545	Win at Caravan.
GID00000546	Lose at Caravan.
GID00000547	From the humble Laser Pistol to the mighty Gatling Laser, you do +15% damage and have +10% chance to critically hit with any laser weapon.
GID00000548	Your precision with a scattergun is something to behold. When using shotguns, regardless of ammunition used, you ignore an additional 10 points of a target's Damage Threshold.
GID00000549	You possess the amazing ability to repair any item using a roughly similar item. Fix a Trail Carbine with a Hunting Rifle, a Plasma Defender with a Laser Pistol, or even Power Armor with Metal Armor. How does it work? Nobody knows... except you.
GID00000550	Waste not, want not. When you use Energy Weapons, you are more likely to recover drained ammunition. You also have more efficient recycling recipes available at the Workbench.
GID00000551	You know your way around a reloading bench and don't let good brass and hulls go to waste. When you use Guns, you are more likely to recover cases and hulls. You also have all hand load recipes unlocked at the Reloading Bench.
GID00000552	You have unraveled some of the greatest mysteries of Pre-War masters: formulas for developing special Nuka-Colas! This perk unlocks special Nuka-Cola recipes at the Workbench.
GID00000553	Up close and personal, that's how you like it. Your Sneak Attack Criticals with pistols, revolvers, and submachine guns, whether Guns or Energy Weapons, all inflict an additional 20% damage.
GID00000554	You're just so excited about plasma that you can't (magnetically) contain yourself! The AP costs for all plasma weapons (including Plasma Grenades) are reduced by 20%.
GID00000555	When you're deep in enemy territory, you just start chucking grenades and hope for the best. All Explosives have a 25% larger area of effect.
GID00000556	While wearing light armor or no armor, you run 10% faster.
GID00000557	Weapon Strength Requirements are now 2 points lower than normal for you.
GID00000558	You have learned how to pack mountains of gear for the Long Haul. Being over-encumbered no longer prevents you from using Fast Travel.
GID00000559	Living Anatomy allows you to see the Health and Damage Threshold of any target. It also gives you a +5% bonus to damage against Humans and non-feral Ghouls.
GID00000560	Meltdown causes foes killed by your Energy Weapons to give off a corona of harmful energy. Note: this can cause a chain reaction.
GID00000561	You have learned the value of careful packing. Items with a weight of 2 or less weigh half as much for you.
GID00000562	Quite an arm you've got there. All thrown weapons fly farther and faster for you.
GID00000563	The Run 'n Gun perk reduces accuracy penalties with one-handed Guns and Energy Weapons while walking or running.
GID00000564	All Melee Weapons (except thrown) and Unarmed attacks have a chance of knocking your target down.
GID00000565	Piercing Strike makes all of your Unarmed and Melee Weapons (including thrown) negate 15 points of Damage Threshold on the target.
GID00000566	All weapons have two requirements: Strength and Skill. If you don't meet the requirements, the weapon may be less accurate (if a firearm) or attack more slowly (if an Unarmed or Melee Weapon).
GID00000567	At Workbenches, the Science skill can help you recycle Energy Weapon ammo and craft other useful items like Stimpaks.
GID00000568	In 2277, NCR forces defeated Caesar's Legion during the Battle of Hoover Dam. The NCR has held Hoover Dam since then, but the Legion has not made it easy for them.
GID00000569	Aaron Kimball is a former war hero and the current president of the New California Republic. His insistence on defending Hoover Dam has kept NCR troops in Nevada for years.
GID00000570	Though their power in the west has diminished greatly over the years, the Brotherhood of Steel still maintains hidden, heavily fortified bunkers throughout the Mojave.
GID00000571	Though they have had a rough history, the legendary Great Khans are one of the longest-lived gangs to come out of the southwest.
GID00000572	Brutalized by the NCR, the once-legendary Vipers and Jackals gangs have become little more than opportunistic, petty raiders.
GID00000573	The New California Republic Rangers are volunteer elite special forces renowned as much for their shrewd reconnaissance capabilities as their bravery and combat prowess.
GID00000574	Troopers are volunteer and conscripted forces in NCR's military. They vary widely in devotion, experience, and even in basic equipment. What they lack in consistency they make up for in numbers.
GID00000575	Explorers are Caesar's advance scouts. Typically equipped in light armor and carrying binoculars, they are the Legion's message runners and keen eyes across the Mojave.
GID00000576	Caesar's most trusted commanders are the centurions: battle-hardened front-line officers who dress in patchwork armor pieced together from their fallen foes.
GID00000577	Legionaries are the standard soldiers in Caesar's Legion. Their level of experience and overall toughness can be determined by noting the color of their armor.
GID00000578	Not commonly seen on the front lines, the vexillarius is a standard-bearer for Caesar's Legion. Their presence on the battlefield inspires legionaries to fight to the death for the glory of Caesar.
GID00000579	Mr. House is the mysterious overlord of The Strip. He controls his small empire from the confines of the Lucky 38 casino, where no other living person has set foot for over two hundred years.
GID00000580	The Followers of the Apocalypse are an organization with roots in the pre-NCR Boneyard. Dedicated to teaching the poor and healing the sick, they are also considered anarchist revolutionaries by many people in positions of power.
GID00000581	Wearing outfits that are associated with high-profile factions can be an effective disguise... or a good way to get shot, depending on present company.
GID00000582	Couriers for the Mojave Express regularly and rapidly carry packages between convenient (for the Mojave Wasteland) drop boxes in several communities.
GID00000583	.38 Special can be fired from any weapon that uses .357 Magnum. Similarly, .44 Special can be fired from any weapon that uses .44 Magnum and .223 can be fired from any weapon that uses 5.56mm.
GID00000584	Travelers say there are two ways to get into the New Vegas Strip: through Freeside or via the monorail to Camp McCarran. Only military personnel and NCR VIPs are allowed to use the monorail.
GID00000585	In Hardcore mode, keep an eye on your dehydration (H2O), starvation (FOD), and sleep deprivation (SLP) meters. If you let them get too high, you can suffer serious penalties - including death!
GID00000586	You can toggle "true" iron sights for firearms on and off in your Game Settings.
GID00000587	Caravan is not played in casinos, but is very popular among caravan guards and other frequent travelers on the Long 15.
GID00000588	Because Caravan allows players to build decks from any cards they can find, crafty caravan guards often come up with devious decks and strategies.
GID00000589	Caravan is played for standard money of any and all kinds: caps, NCR dollars, or Legion coins. Because the players are often poor, the stakes tend to be low.
GID00000590	Crafting can be done at any Workbench, Campfire, or Reloading Bench. Some companions even have the ability to help the player craft anywhere in the wasteland.
GID00000591	Though you can see many crafting recipes at the start of the game, some recipes will not show up until you take special perks or have discovered them in the wasteland.
GID00000592	Whether you're good, bad, or somewhere in between, all major communities and organizations in the Mojave Wasteland will pay attention to your reputation.
GID00000593	Stealing, hurting people, and otherwise being a nuisance can negatively impact your reputation with a group.
GID00000594	The Boomers are said to be xenophobic tribals armed with even more firepower than the Gun Runners. No one ventures into or out of their heavily guarded lands.
GID00000595	Damage Threshold is subtracted directly from the DAM a weapon does. If DT is higher than the DAM of a weapon, very little damage gets through.
GID00000596	If you see a red shield next to an enemy's health, it means that their armor's Damage Threshold is absorbing your weapon's damage. A broken red shield means you have completely negated their Damage Threshold.
GID00000597	If you see a shield next to a your health HUD, it means that your Damage Threshold is absorbing an enemy weapon's damage. A broken shield means they have completely negated your Damage Threshold.
GID00000598	Travelers along the Long 15 have complained to NCR rangers that caravans have been harassed and attacked by fearsome Super Mutants living in the irradiated ruins of Black Mountain.
GID00000599	Travelers from northern NCR have been whispering about a small community of Super Mutants located high in the snow-capped mountains west of New Vegas.
GID00000600	Players win and winners play, but the Strip's casinos don't generally tolerate openly worn weapons or gamblers who are too lucky at the tables.
GID00000601	Food heals more slowly than stimpaks, but is more common in the Mojave Wasteland. The Survival skill can increase the healing benefits of all forms of food, including Campfire crafting recipes.
GID00000602	As your Unarmed skill increases, you will unlock the ability to do uppercuts (50 Unarmed) and crosses (75 Unarmed) - both inside V.A.T.S. and out.
GID00000603	Some individuals in the wasteland have the ability to teach you special unarmed moves.
GID00000604	All companions give the player a bonus perk while they are in the party. Keep two companions around for double the perks!
GID00000605	XP for kills made by companions is awarded to the player.
GID00000606	Companions will heal themselves if they get a chance, but if you want to ensure they live a long life in your service, use the Companion Wheel to administer stimpaks directly.
GID00000607	With the expansion of post-apocalyptic society across the American southwest, courier groups like the Mojave Express have appeared to take on the difficult task of carrying letters and packages over enormous distances.
GID00000608	The higher the Charisma, the higher the Nerve. Nerve grants significant combat bonuses to all companions.
GID00000609	"Prospector" is a polite word for "scavenger". Prospectors can be found all over the Mojave Wasteland, usually looking for the rare unopened safe at the bottom of an irradiated mineshaft.
GID00000610	Though people around New Vegas have little interest in Pre-War tourist trinkets, there is one influential figure who has a soft spot for snow globes...
GID00000611	Magazines provide temporary bonuses to skills but are much more common than the highly-prized skill books.
GID00000612	The Wild Wasteland trait converts a few normally "ordinary" occurences into zany, wacky encounters. Do not take this trait unless you prefer your Fallout experience to be a bit more goofy than usual.
GID00000613	The Shotgun Surgeon perk negates 10 points of enemy Damage Threshold while you are using any shotgun - handy for taking out lightly-armored opponents who would normally foil your buckshot.
GID00000614	With Splash Damage, all of your explosions are increased in size, allowing you to carpet bomb an even larger area.
GID00000615	Sad that you're too weak to keep a light machine gun on target? Take the Weapon Handling perk to remove 2 points from all weapon Strength requirements.
GID00000616	Do companions annoy you by constantly running into your bullets and missiles? Take the Spray and Pray perk to drastically reduce the amount of damage your attacks inflict on all currently hired companions.
GID00000617	Not sure what your reputation is with a current group? If you've earned one, you can find it in your Pip-Boy under Stats - General.
GID00000618	The distinctive black ranger combat armor consists of the Desert Rangers' traditional trench coat worn with Pre-War riot armor. Ranger patrol armor is hand-manufactured in the NCR.
GID00000619	Chief Hanlon is the head of the NCR Rangers and one of of its longest serving members. He coordinates the actions of the Rangers from their headquarters at Camp Golf.
GID00000620	Legate Lanius, the Monster of the East, is the military commander of all Caesar's forces in the field. He is legendary for his devotion to Caesar and for his ability to sense weakness in any army.
GID00000621	After the Legion lost the Battle of Hoover Dam, Caesar had his legate, Joshua Graham, covered in pitch, set on fire, and thrown into the Grand Canyon. Superstitious legionaries and tribals believe he lives on as the Burned Man.
GID00000622	The King is dedicated to the cause of independence and personal liberty in Freeside. His gang, the Kings, attempts to keep some semblance of order in the streets.
GID00000623	Due to disagreements over how technology should be controlled in the wasteland, the Brotherhood of Steel waged a long and bloody war against the NCR. Despite superior equipment and training, the Brotherhood eventually went into retreat.
GID00000624	Though they were a powerful force in the west decades ago, the Enclave has not been seen or heard from in the Mojave Wasteland for years. Members who were not hunted down are believed to have traveled east - or successfully integrated into the NCR.
GID00000625	Disable a robot's Combat Inhibitor, and the confused machine will go into a killing frenzy, attacking friend and foe alike.
GID00000626	Silences the weapon.
GID00000627	Silences the weapon.
GID00000628	Your frequent water consumption has led to improved benefits from drinking hydrating fluids.
GID00000629	A weapon's DAM indicates its damage per shot, and is modified by factors like the weapon's condition and its associated skill.
GID00000630	Do damage with Melee weapons.
GID00000631	Do damage with Explosive weapons.
GID00000632	Do damage with Energy weapons.
GID00000633	Do damage with Guns weapons.
GID00000634	Discover more Locations.
GID00000635	Pick Pockets.
GID00000636	Do damage with Unarmed weapons.
GID00000637	Silences weapon.
GID00000638	Cazadores are a new predator in the Mojave Wasteland and often fight with Night Stalkers over their prey.
GID00000639	Due to their brutal initiation rituals, Great Khans are extremely tough. Don't expect them to go down easily.
GID00000640	Made savage by excessive chem use, the Fiends of New Vegas are the most numerous and troublesome raiders of the Mojave Wasteland.
GID00000642	Agility affects your Guns and Sneak skills as well as the number of Action Points available for V.A.T.S.
GID00000643	High Charisma gives bonuses to both the Barter and Speech skills as well as your companions' Nerve.
GID00000644	A high Endurance gives bonuses to Health, environmental resistances, and the Survival and Unarmed skills.
GID00000645	The higher your Intelligence, the more Skill Points you'll be able to distribute when you level up.
GID00000646	The Lockpick skill is used to open locked doors and containers.
GID00000647	Raising your Luck raises all of your skill values and improves your Critical Chance with all weapons. It also slightly influences the outcome of gambling games.
GID00000648	The Unarmed skill is used for fighting without a weapon, or with weapons designed for hand-to-hand combat, like Brass Knuckles, Power Fists, and Displacer Gloves.
GID00000649	The Medicine skill determines the effectiveness of a Stimpak, Super Stimpak, and Doctor's Bag used to heal Health or damaged limbs.
GID00000650	The Melee Weapons skill determines your effectiveness with any melee weapon, from the simple lead pipe all the way up to the high-tech Super Sledge.
GID00000651	A high Perception grants a bonus to the Explosives, Lockpick and Energy Weapons skills.
GID00000652	The Repair skill allows you to optimize and maintain weapons and apparel. At Reloading Benches, it also allows you to craft ammo for your Guns.
GID00000653	The Science skill represents your combined scientific knowledge, and is primarily used to hack restricted computer terminals.
GID00000654	Guns determines your effectiveness with any weapon that uses conventional ammunition (.22 LR, .357 Magnum, 5mm, 10mm, 5.56mm, .308, .45-70 Gov't etc.).
GID00000655	The Lockpick skill is used to open locked doors and containers.
GID00000656	The Speech skill governs how much you can influence someone through dialogue, and gain access to information they might otherwise not want to share.
GID00000657	Strength is a measure of your raw physical power. It affects how much you can carry, the power of all melee attacks, and your effectiveness with many heavy weapons.
GID00000658	Win at Caravan.
GID00000659	Increases rate of fire.
GID00000660	Your muscle mass has been enhanced with the Hypertrophy Accelerator, increasing your Strength by 1.
GID00000661	Your central nervous node has been enhanced with the Reflex Booster, increasing your Agility by 1.
GID00000662	Your optic nerve has been enhanced with the Optics Enhancer, increasing your Perception by 1.
GID00000663	Your nervous system has been enhanced with the Nociception Regulator, increasing your Endurance by 1.
GID00000664	Your prefrontal cortex has been enhanced with the Empathy Synthesizer, increasing your Charisma by 1.
GID00000665	Your cerebral cortex has been enhanced with the Logic Co-Processor, increasing your Intelligence by 1.
GID00000666	Your frontal lobe has been enhanced with the Probability Calculator, increasing your Luck by 1.
GID00000667	Decreases weight (50%)
GID00000668	In some conversations, you gain the ability to initiate combat while terrifying a mob of opponents, sending them fleeing away for safety.
GID00000669	Increases rate of fire.
GID00000670	Increases condition (+50%).
GID00000671	Increases ammunition capacity (+110).
GID00000672	Replenishes ammunition (1/4 shots).
GID00000673	Increases rate of fire.
GID00000674	Increases range (+100%).
GID00000675	Increases rate of fire.
GID00000676	Increases ammunition capacity (+4).
GID00000677	Decreases spread, adds laser sight effect.
GID00000678	Adds short-range scope.
GID00000679	Increases condition (+50%).
GID00000680	Increases ammunition capacity (+10).
GID00000681	Decreases spread.
GID00000682	Increases ammunition capacity (+60).
GID00000683	Adds long-range scope.
GID00000684	Increases rate of fire.
GID00000685	Increases ammunition capacity (+5).
GID00000686	Increases ammunition capacity (+6).
GID00000687	Reduces weapon noise.
GID00000688	Decreases weight (-5).
GID00000689	Reduces spread.
GID00000690	Increases rate of fire.
GID00000691	Adds long-range scope.
GID00000692	Increases damage (+3).
GID00000693	Creates two beams that together do increased damage (+30%).
GID00000694	Increases speed of plasma projectile.
GID00000695	Increases damage (+3).
GID00000696	Decreases weight (50%).
GID00000697	Decreases spread.
GID00000698	Increases ammunition capacity (+60).
GID00000699	Your skin has been toughened by the NEMEAN Sub-Dermal Armor, increasing your total Damage Threshold by 4.
GID00000700	Your regenerative ability has been enhanced by the PHOENIX Monocyte Breeder implant, causing you to slowly regenerate lost hit points.
GID00000701	Wild Wasteland unleashes the most bizarre and silly elements of post-apocalyptic America. Not for the faint of heart or the serious of temperament.
GID00000702	You wrote the book on how to survive in the Wasteland, and have shared your secrets with humanity. You've gained +6% bonus to Poison Resistance and Radiation Resistance, and +15 points to maximum Health.
GID00000703	You've been tested in some of the most dangerous parts of the wastes, and you've not only survived - you've learned a few things. You've gained +4% bonus to Poison Resistance and Radiation Resistance, and +10 points to maximum Health.
GID00000704	You've been tested in some of the most dangerous parts of the wastes, and you're still alive to tell the tale. You've gained +2% bonus to Poison Resistance and Radiation Resistance, and +5 points to maximum Health.
GID00000705	Adds mid-range scope.
GID00000706	Increases condition (+50%).
GID00000707	Increases rate of fire.
GID00000708	Increases ammunition capacity (+4).
GID00000709	Decreases weight.
GID00000710	Adds short-range scope.
GID00000711	Increases ammunition capacity (+7).
GID00000712	Silences the weapon.
GID00000713	Increases ammunition capacity (+3).
GID00000714	Increases condition (+50%).
GID00000715	Increases damage (+3).
GID00000716	Adds long-range night scope.
GID00000717	With the Retention perk, the bonuses granted by skill magazines last three times as long.
GID00000718	Vault 11 has been abandoned for decades, though few people know the story of its terrible past.
GID00000719	At the Battle of Hoover Dam, the tide turned for NCR when rangers and 1st Recon sharpshooters lured Caesar's soldiers into the booby-trapped ruins of Boulder City.
GID00000720	Established long ago in California, the Crimson Caravan Company and the Gun Runners are two of NCR's oldest and most powerful merchant houses.
GID00000721	The families that now run the Strip of New Vegas were little more than squabbling tribes a few decades ago.
GID00000722	Mojave Outpost is the site where the NCR Rangers and Desert Rangers of Nevada signed the Ranger Unification Treaty. It also marks the boundary of fully NCR-controlled territory.
GID00000723	All territory east of the Colorado River is recognized as Caesar's land, an area indisputably under the control of the Legion and agents acting on Caesar's behalf.
GID00000724	If you start a fight you can't finish, try putting away your weapon. Your opponent just might forgive you...
GID00000725	After an experimental treatment, intense radiation keeps your body operating at peak performance regardless of crippling injuries... right up until death. When you suffer from Advanced Radiation Poisoning, crippled limbs automatically regenerate.
GID00000726	Increases ammunition capacity (+3).
GID00000727	Decreases spread.
GID00000729	Increases ammunition capacity (+30).
GID00000730	Things a bit too tough, or too easy? You can pause the game and modify the difficulty at any time.
GID00000731	Rad Resistance allows you to -- what else? -- resist radiation. This perk grants an additional 25% to Radiation Resistance.
GID00000732	With the Scrounger perk, you'll find considerably more ammunition in containers than you normally would.
GID00000733	With each rank of this perk, all of your explosive weapons do an additional 20% damage.
GID00000734	The Here and Now perk immediately grants an additional experience level, complete with all the advantages that brings.
GID00000735	With the Mister Sandman perk, when you're in Sneak mode, you gain the option to silently kill any human or Ghoul while they're sleeping. And, all Mister Sandman kills earn bonus XP.
GID00000736	With the Life Giver perk, you gain an additional 30 Hit Points.
GID00000737	With the Pyromaniac perk, you do +50% damage with fire-based weapons, like the Flamer and Shishkebab.
GID00000738	With the Silent Running perk, running no longer factors into a successful sneak attempt.
GID00000739	With the Sniper perk, your chance to hit an opponent's head in V.A.T.S. is significantly increased.
GID00000740	At the first rank of this perk, animals simply won't attack. At the second rank, they will actually come to your aid in combat, but never against another animal.
GID00000741	With the Light Step perk, you'll never set off an enemy's mines or floor-based traps.
GID00000742	With the Action Boy perk, you gain an additional 15 Action Points to use in V.A.T.S.
GID00000743	With the Better Criticals perk, you gain a 50% damage bonus every time a critical hit is scored on an opponent.
GID00000744	You've gained your own personal guardian angel... armed with a fully loaded .44 Magnum. With this perk, the Mysterious Stranger will appear occasionally in V.A.T.S. mode to lend a hand, with deadly efficiency.
GID00000745	The Tag! perk allows you to select a fourth Skill to be a Tag skill, which instantly raises it by 15 points.
GID00000746	With the Robotics Expert perk, you do an additional 25% damage to any robot. But, even better, sneaking up on a hostile robot undetected and activating it will put that robot into a permanent shutdown state.
GID00000747	Fail a hack attempt and get locked out of a computer? Not if you're a Computer Whiz! With this perk, you can attempt to re-hack any computer you were previously locked out of.
GID00000748	With the Solar Powered perk, you gain an additional 2 points to Strength when in direct sunlight, and slowly regenerate lost Health.
GID00000749	The Ninja perk grants you the power of the fabled shadow warriors. When attacking with either Melee or Unarmed, you gain a +15% critical chance on every strike. Sneak attack criticals do 25% more damage than normal.
GID00000750	With each rank in the Swift Learner perk, you gain an additional 10% to total Experience Points whenever Experience Points are earned.
GID00000751	With the Educated perk, you gain two more skill points every time you advance in level. This perk is best taken early on, to maximize its effectiveness.
GID00000752	With the Entomologist perk, you do an additional +50% damage every time you attack a mutated insect, like the Radroach, Giant Mantis, or Radscorpion.
GID00000753	With the Strong Back perk, you can carry 50 more pounds of equipment.
GID00000754	With the Toughness perk, you gain +3 to overall Damage Threshold. This perk may be taken twice, with the second rank granting an additional +3.
GID00000755	With the Comprehension perk, you gain double the bonus from reading magazines and one additional point from skill books.
GID00000756	With the Fortune Finder perk, you'll find considerably more bottle caps in containers than you normally would.
GID00000757	When you choose the Explorer perk, every location in the world is revealed on your map. So get out there and explore!
GID00000758	Goodsprings was a ghost town before the war but continues to be important to Long 15 travelers for its fresh water supply.
GID00000759	Often the first place NCR travelers stop after the Mojave Outpost, Primm is also where a lot of folks realize they left New Vegas with barely enough money to make the long trek back to The Hub.
GID00000760	Though Boulder City survived the Great War without much damage, the NCR intentionally razed most of the town with a series of explosions during the Battle of Hoover Dam.
GID00000761	The Silver Rush casino was in competition with The Atomic Wrangler until the owners ran afoul of the Van Graff family.
