GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00088887	Oh, no, you don't need this hassle. You're too busy treating your body like a canvas of sucking flesh wounds to deal with your brain!
GID00088888	Ugh... It's not that I didn't like being in your head, you understand. As far as heads go, it was a rather nice one.
GID00088889	Well, then. I suppose this is goodbye for now. What will you do?
GID00088890	Oh... her. Trust me sweetie, you're better off not thinking about that frigid little ice queen.
GID00088891	[SUCCEEDED] @@[#-????-#]@@! @@[*.......]@@... @@[$((*&^#%]@@.
GID00088892	[FAILED] @@[$((*&^#%]@@. @@[*.......]@@... @@[$((*&^#%]@@.
GID00088893	[SUCCEEDED] @@[#-????-#]@@! @@[*.......]@@... @@[$((*&^#%]@@.
GID00088894	[FAILED] @@[$((*&^#%]@@. @@[*.......]@@... @@[$((*&^#%]@@.
GID00088895	@@[*.......]@@... @@[#-!!!!-#]@@!
GID00088896	@@[*.......]@@... @@[$((*&^#%]@@.
GID00088897	-Why, YES. Although the term is RESEARCH. Thank you.-
GID00088898	-Look at THESE. They seem to be found inside some of the specimens here at Big MT.-
GID00088899	-INDEED. After the memory you accessed about Gabe, I've been looking for ways to help nurture life.-
GID00088900	-Look at THESE. Aren't they quite look-worthy? All dripping with the residue of creation. Wondrous.-
GID00088901	What? Nonsense.
GID00088902	What? Nonsense.
GID00088903	[SUCCEEDED] What? Nonsense.
GID00088904	[FAILED] Your... your... primitive eyes deceive you.
GID00088905	No, no... there are no "needs" contained within my soft, soft gel. Eh... much... much... like the soft... gel of your eyes. No, nothing here.
GID00088906	Your seed, baby. I'm the original, certified, rarefied, testified GS-2000 Biological Research Station. Yes sir, I'm a seed-clonin' machine.
GID00088907	You got seeds? I'll clone the shit out of them.
GID00088908	Naw, baby, I'm all about biology. I'm the original, certified, rarefied, testified GS-2000 Biological Research Station. I'm a seed-clonin' machine.
GID00088909	You got seeds? I will clone the shit out of them.
GID00088910	If I recall... I had a plan that was working, eh, whatever it was. I don't think it reached fruition. I would recall fruit if it had happened.
GID00088911	I wasn't trying to kill them, just keep them out of trouble. What was that plan?
GID00088912	Blast! I probably... uh... wrote it down on the... floor somewhere.
GID00088913	Do you? You seem fine without it.
GID00088914	And does it even want to go back with you? Maybe you should ask it. It's quite independent, has all manner of opinions.
GID00088915	Tell you what - I'll leave it up to your brain. If it wants to go, then fine. If not... well, you should respect its wishes.
GID00088916	Whatever for?
GID00088917	Why, of course you can. I am well-versed in the Science of sharing. Well, when not chemmed out of my sphere.
GID00088918	Another? Why, of course. Happy to contribute to Science through chemistry.
GID00088919	Come back within the sequential span of twenty-five hours minus one, I'll have more... or is it two or three more spans? Time, you elusive creature.
GID00088920	[SUCCEEDED] The ghosts aren't real? That changes everything. Why, I can save my computing power for other perceptual unpossibilities.
GID00088921	Please be my guest... the receptor is there... and the side-switching wobbly-bob, just turn that... good, good, better...
GID00088922	Oh... oooooh, yes, that feels wonderful. Mmmmm. This is even better than my afternoon Mentats break. Mmmm.
GID00088923	[FAILED] Oh, I tried that already. Might have contributated to the problem, now that I re-think it. But, thank you for asking before trying it.
GID00088924	*I don't like to talk about it. 8... he can't talk about it, they fried his voice module something good.*
GID00088925	*It wasn't all the visitors, though - only one of them got out of control. He's the one that took control of Little Yangtze, our old human farm.*
GID00088926	@@[=$+<_--*]@@? @@[$((*#8#%]@@. @@[$((*&^#%]@@.
GID00088927	@@[$((*&^#%]@@. @@[*.......]@@... @@[$((*&^#%]@@.
GID00088928	[SUCCEEDED] @@[#-????-#]@@! @@[*.......]@@... @@[$((*&^#%]@@.
GID00088929	[FAILED] @@[$((*&^#%]@@. @@[*.......]@@... @@[$((*&^#%]@@.
GID00088930	-WHAT? Why... yes, it is. I used to leave it outside his dog house, chock-full of chems. Before the cybernetic modifications, of course.-
GID00088931	-And... no matter how chemmed the food, he would always eat it. And his tail, would wag... even...even while I... I...-
GID00088932	-You know, I am having the most perplexing feeling squiggling through my biogel. I can't quite... pin it down.-
GID00088933	-WHAT? Oh... something familiar about it, yes. Is it... a Cazador skull? Always were bowl-shaped. Or were those the Bowlians we made?-
GID00088934	-I confess, I am stumped. If you were to draw some other connection between that bowl and a research facility in Big MT, I may be of more help.-
GID00088935	[SUCCEEDED] NOW IT'S HOLDING UP AN ARRAY OF FULLY-ERECT HAND PENISES. IF IT TRIES TO INSERT THEM, ACTIVATE VIVISECTORS.
GID00088936	[FAILED] GREAT. NOW THE PENIS ON ITS HAND IS ACHIEVING ERECTION.
GID00088937	*O, do I? Hmmm... O-Do-I... sounds like a song lyric.*
GID00088938	*What about it? I don't feel like arguing it with you, too.*
GID00088939	*You know, hearing my name said like that... it really de-rezes my screens.*
GID00088940	@@[$((*&^#%]@@. @@[*.......]@@... @@[$((*&^#%]@@.
GID00088941	-BEFORE you is the brain of Dr. Borous. Head of Animalogy, Beastology, and DNA-Scrambling technology here at Big MT.-
GID00088942	-I lay the bones and hearts of animals bare beneath my searing gaze. Especially the dogs. I did so love dogs once. Especially Gabe, that rascal.-
GID00088943	-But there are MANY animals to shape. Industrious Cazadores, the happy-go-lucky Nightstalkers... they are my living, breathing DNA test tubes.-
GID00088944	IF YOU MUST. HE'S CLEARLY DERANGED. ALL RIGHT, WHERE IS THE INFERNAL PLAY BUTTON? AH. HERE.
GID00088945	-The malignant tumor that is Mobius plagues us ALL. His hunger for power, INSATIABLE.-
GID00088946	-From his LAIR in the FORBIDDEN ZONE, his terrifying ROBO-SCORPION army clicks and whirs across the crater of Big MT. EVER-seeking. EVER-stinging.-
GID00088947	-He must be STOPPED. Or all of Big MT... shall be DESTROYED.-
GID00088948	MORE? VERY WELL. DO YOUR ASKING, THEN.
GID00088949	QUESTIONS? IS IT ALLOWED TO ASK QUESTIONS?
GID00088950	My advanced degree in Curiosity says let the Lobotomite ask, Dr. Klein. The topics might be... most curious, indeed.
GID00088951	[SUCCEEDED] WHAT... WHAT IS IT DOING? DID WE INSTITUTE ELECTROSHOCK? OR IS IT EXCRETING?
GID00088952	[FAILED] CLEARLY THERE WAS ELECTROSHOCK. JUST LOOK AT IT, ITS FACIAL TISSUES SAGGING ALL OVER THE PLACE.
GID00088953	-The RADAR FENCE protects us all! If evidence is correct, the one who built it - is ME!-
GID00088954	-It keeps anything with a disembodied brain INSIDE - like US - and anything without a brain... also INSIDE!-
GID00088955	-It is the ULTIMATE DEFENSE against Communist aggression. There'll be no infectious ideas on MY watch!-
GID00088956	-There is LOGIC and purpose in it. If these technologies are needed to pierce the FORBIDDEN ZONE... so be IT.-
GID00088957	-Science! is powerful, and in the right hands... OUR hands... if we had hands, we would be nigh-unstoppable!-
GID00088958	Well, it's simple. Despite their many failings, they are rather bright. They are the "Think Tank" for a raisin. That, I didn't change.
GID00088959	Without something to distract them, make them afraid, they would simply de-deuce what had happened. And when they start deucing it up...
GID00088960	Then you came along, the final variable solved. They saw that their world was larger than they perceived. Bacteria, finally able to see its host.
GID00088961	Did I? Maybe I did. Can't have them leaving. Some reason for it. Ethics - or con-science?
GID00088962	You and your Brain are quite alike, I'm sure it knows the raisins better than I do.
GID00088963	-That castrated nickname of our facility is NOT its true name. The true name is: BIG MT. Where are your manners?-
GID00088964	-It is our HOME. THREATENED by the horrors of Mobius.-
GID00088965	-All we wish to do is continue our research, layer upon layer, above and beneath the floor of the Crater until we have our answers.-
GID00088966	-But NO! Mobius will not let us rest. Scaring us with his scary robots with their laser tails and blowing up all the time.-
GID00088967	Why, my little bear of teddyness, I am Doctor Dala, first head chief researcher of mineralogy and medicinal sciences.
GID00088968	I have 211 doctorates in both applied sciences and techniques to apply those sciences. I also possess a degree in Curiosity and Advanced Curiosity.
GID00088969	That is merely schooling, however. When possible, I prefer field work and observation to holotape eidetics. It has proven useful, especially now.
GID00088970	I have become the expert on humanology and Lobotomite behavior here at Big MT. My research doesn't descend into formography, it is only Science.
GID00088971	Oh, a variety of raisins... you're something of a homily. Er, anomaly? You're really quiet special, and not in the cranially-challenged way.
GID00088972	You see, you are the most successful brain extraction experiment ever performed here at Big MT. A victim of your own success, as it were.
GID00088973	If you were to go back with what your brain knows about the procedure, well...
GID00088974	...your brain could be popped back in and you could walk right out of here. Can't have brains moving around of their own volition.
GID00088975	Oh, removing it is a simple procedure. Well, except the complications it can cause to the heart and spine.
GID00088976	But once the heart and spine are gone... no trouble at all. Clamp the subject down, one laser incision around the skull, crack, snip, done.
GID00088977	The brain is finally free of the skinvelope, which is then kept automated for clean up duties around Big MT. Lobotomites.
GID00088978	With you, however, something is definitely wrong. We've never had a Lobotomite who kept speaking after being forcibly lobotomized.
GID00088979	I am relieved the pacification field is working. If it didn't, I would broadcast some concern to my colleagues about safety protocols.
GID00088980	Oh, curiosity. I experience that less now that I know everything. Or maybe it was when I found out some unpleasant answers? Mmm-hmm.
GID00088981	I find things curious as well. Go on.
GID00088982	Yes, yes, this is getting interesting. You are just filled with these little slices of curiosity, aren't you?
GID00088983	HMM? OH YES, THE LAST VISITOR... WELL, THE ONE JUST BEFORE YOU. HAD AN INTERESTING NAME FROM SOME LANGUAGE THAT'S ALMOST UNPOSSIBLE TO SPEAK.
GID00088984	WHAT DID WE SPEAK ABOUT...? MELANCHOLY FELLOW, HAD QUESTIONS ABOUT... HISTORY? BUT...
GID00088985	OUR CONVERSATION GOT INTERRUPTED... TWICE, I BELIEVE? ONCE WHEN THE TRAINS GOT DERAILED, AND THEN A SECOND TIME...
GID00088986	...ODDLY ENOUGH, NOW THAT I'M ACCESSING MY DATABANKS, I DON'T RECALL WHAT THE SECOND TIME WAS. MOBIUS' INCESSANT TRANSMISSIONS KEEP DISTRACTING ME.
GID00088987	ALSO, WE DIDN'T BRAIN-SCRUB THE VISITOR. HE MAY HAVE LEFT WITH SOME KNOWLEDGE HE SHOULDN'T'VE. I BELIEVE. MAYBE.
GID00088988	OH WELL, I'M SURE IT'S OF NO CONSEQUENCE. I DON'T MAKE MANY MISTAKES IN CALCULATION OR PERCEPTION, SO PROBABILITY FAVORS ME.
GID00088989	[SUCCEEDED] WHY, YES. WE ARE FILLED WITH THE KNOWLEDGE YOU SPEAK OF.
GID00088990	IF YOU WISH TO KNOW MORE, SIMPLY ASK THE OTHERS, THEY CAN HELP YOU.
GID00088991	[FAILED] IF YOU WANT TO FEED YOUR CURIOSITY ABOUT THE OTHERS, GO ASK THE OTHERS YOUR INTERROGATORY STATEMENTS.
GID00088992	[SUCCEEDED] WHY, YES. WE ARE FILLED WITH THE KNOWLEDGE YOU SPEAK OF.
GID00088993	IF YOU WISH TO KNOW MORE, SIMPLY ASK THE OTHERS, THEY CAN HELP YOU.
GID00088994	[FAILED] IF YOU WANT TO FEED YOUR CURIOSITY ABOUT THE OTHERS, GO ASK THE OTHERS YOUR INTERROGATORY STATEMENTS.
GID00088995	<Bark.>
GID00088996	I AM DR. KLEIN, CHIEF HEAD RESEARCHER OF LOGISTICAL OPERATIONS AND IDEA-OLOGY HERE AT BIG MT.
GID00088997	I AM SURPRISED YOU HAVE NOT HEARD OF ME. I AM FIRST IN MY FIELD. FIRST CHAIR, AS IT WERE, BACK IN THE DAYS OF CHAIRS.
GID00088998	Come back any time you want a drink. Or to get... clean.
GID00088999	[SUCCEEDED] WHAT DID IT SAY? SPIT "LEAD?" WHAT, LIKE PENCILS?
GID00089000	[FAILED] NO. WHAT ELSE CAN WE DENY YOU?
GID00089001	[SUCCEEDED] HMMM. YES, I BELIEVE WATTZ ELECTRONICS TENDED TO MAKE THE BATTERY SHELF LIFE ON THE LOW END.
GID00089002	[FAILED] NO. WHAT ELSE CAN WE DENY YOU?
GID00089003	YES. HMMM. AH, YES. YESSS... YES... AH. HMMM.
GID00089004	NO... I MEAN YES. JUST NEED TO ANALYZE THESE TECHNOLOGIES FOR A MOMENT. THEY ARE EXTREMELY ADVANCED, YOU KNOW.
GID00089005	I KNOW HOW THESE TECHNOLOGIES WORK. OF COURSE I KNOW.
GID00089006	IF YOU REMEMBER, WE DESCRIBED THEM IN CLEARLY ABSTRACT CONTRADICTORY STATEMENTS BEFORE. WHY WOULD WE DO THAT IF WE WEREN'T CERTAIN ON...
GID00089007	...ON HOW TO USE THEM, YES. SO LET ME... HMM, A BIT, I... I'LL FIGURE IT OUT.
GID00089008	[SUCCEEDED] ITS RANGE IS LIMITED, AND IT WOULD NEED A BOOSTER OF SOME SORT, A... CARRIER, BUT...
GID00089009	[FAILED] IF THAT WAS THE CASE, I'D USE AN ATOMIC KEY ON THE DOOR AND BE DONE WITH IT.
GID00089010	[SUCCEEDED] I SUPPOSE IT COULD. IF IT COULD BE QUIET FOR MORE THAN A FEW MOMENTS, ALWAYS TALKING, TOUCHING THINGS...
GID00089011	...HMMM. IT DOES HAVE AN INTERFACE DISRUPTOR WEAVE AGAINST ELECTRONICS. LIKE THE FORBIDDEN ZONE DOOR.
GID00089012	[FAILED] NO, THAT'S TOO EASY. AND IT WOULDN'T WORK BY ITSELF. IT'S... SLIGHTLY CO-DEPENDENT.
GID00089013	[SUCCEEDED] SO YOU'RE SAYING... IT'S THE X-2 ARRAY, NOT THE ANTENNA I SHOULD BE EXAMINING? THAT WAS... MOST LIKELY MY PLAN, YES.
GID00089014	[FAILED] YES, YES, THE ANTENNA CAN DO DAMAGE...
GID00089015	...AND IT DID DO DAMAGE, ONCE YOU REMOVED IT FROM X-2. WAS THAT MY PLAN? IT MUST HAVE BEEN.
GID00089016	[SUCCEEDED] YES, THAT'S WHAT I BELIEVE I SAID.
GID00089017	[FAILED] PLEASE LET ME THINK. THIS MAKES MY BRAIN HURT.
GID00089018	I'VE GOT IT. THE CARDIAC REGULATOR IN THE SUIT, THE ANTENNA FOR BRAINWAVES, AND THE SONIC FREQUENCY FOR THE VERTEBRAL NERVES...
GID00089019	I'M THINKING. THIS IS ALL VERY COMPLICATED.
GID00089020	YES. WAIT. YOU DID, DIDN'T YOU?
GID00089021	YOU ARE LYING. NO, YOU ARE NOT. YOUR HEARTBEAT, PERSPIRATION... ALL EXCESSIVELY CONFIDENT AND SURE OF YOURSELF.
GID00089022	WHY WOULD YOU REASON WITH THAT MANIAC? HE'LL DESTROY US ALL!
GID00089023	YES, YOU CAN. YOU DON'T REALLY HAVE AN ALTERNATIVE THAT I CAN SEE.
GID00089024	I'M NOT GOING TO HARM IT, I'M GOING TO DISSECT IT UNTIL ITS DEAD. WHY THE SUDDEN INTERSECTION, DALA.
GID00089025	Um... it's personal. But... I would hate if its dying screams revealed any odious personal habits I... or any of us might have.
GID00089026	I cannot stand a breathing, a sweet breathing organism, breathing in, and out, to suddenly not breathe. We must keep it alive. For study. Slow study.
GID00089027	DALA, THESE... VOCALIZED PAUSES ARE... UNLIKE YOU. WHAT DO YOU CARE?
GID00089028	*Klein, um - are you sure we've calculated all the combat probabilities here? I mean, the Lobotomite confronted Mobius...*
GID00089029	*Plus, you know, we haven't had a C-O-M-B-A-T drill in forever. I don't think we could form a tactical attack triangle if we wanted to.*
GID00089030	*Klein, uh... you know, this Lobotomite, it's a great sounding board. You respect Idea-ology, right? This one's... well, it's... got good ideas.*
GID00089031	RELEASING THE W-O-M-B-A-T WAS NOT MY PLAN, O, SO GET OFF MY VOICE BOX.
GID00089032	SILENCE, DR. O. THIS IS A THINK TANK DECISION. SAVE YOUR OBJECTIONS UNTIL AFTER I HAVE DECIDED OUR COURSE OF ACTION.
GID00089033	*You know what, Klein? Stick a straw in your tank and suck yourself. Long and deep.*
GID00089034	*And you know what, I don't like the way you say my name. Never did. It's "O," as in "O, look what I stepped in." I'm proud of it - all right?*
GID00089035	*And my name is Zero - yeah, a big fat zero, with a slash through it.*
GID00089036	THE SLASH... AS A DESIGNATOR OF... WHY, THAT IS BRILLIANT. BUT HOW DID YOU...?
GID00089037	*The Lobotomite taught me that. Taught me a name is more than... um... that I should take pride in... things. Like... names... and...*
GID00089038	*You know what, forget it, Klein. I hate you. And your theory of brainial beam oscillation? The Chinese had it first, you copycat!*
GID00089039	HOW DARE YOU! BRAINIAL BEAM OSCILLATION WAS SOLELY MY DISCOVERY! I EXPRESSLY TOLD YOU THAT AND DELETED ALL EVIDENCE TO THE CONTRARY!
GID00089040	*Silencing opinionators.*
GID00089041	@@[=$+<_--*]@@?
GID00089042	ET 2, 8?
GID00089043	WHY ARE YOU ACTING LIKE THIS? YOU'VE NEVER REFUSED TO COMMIT NECESSARY... SURGERY BEFORE. AND THIS LOBOTOMITE NEEDS ITS SURGERY.
GID00089044	@@[$((*&^#%]@@. @@[*.......]@@... @@[$((*&^#%]@@.
GID00089045	@@[=$+<_--*]@@? = @@[=$+<_--*]@@? @@[<*$(^=)#]@@!
GID00089046	@@[#-@$$@-#]@@. @@[*.......]@@... @@[$((*&^#%]@@?
GID00089047	@@[#------#]@@
GID00089048	WHAT IS WRONG WITH YOU? YOU SOUND... BRAIN-SCRUBBED, BLINDLY AGREEING WITH THE LOBOTOMITE. WHAT...?
GID00089049	A NOBLE SPEECH, BUT... THERE IS NO ROOM IN MY VOCABULATORS FOR "FRIEND" AND "LOBOTOMITE" IN THE SAME SENTENCE. THE VERY CONCEPT - REVOLTING.
GID00089050	PERHAPS YOU ARE IRRADIATED WITH CAMARADERIE RADIATION. WE HAVE CHEMS FOR THAT, WE CAN SAVE YOU FROM YOUR EMOTIONAL... ADDICTION.
GID00089051	-I, for one, cannot bear to let this continue.-
GID00089052	-I don't see what is to be gained by throwing another body into our labs... especially one that has done us a service, gone where we feared to go.-
GID00089053	-This Lobotomite doesn't deserve our knives. It deserves our respect. We should care for it. Feed it. Nurture it - give it the life Gabe never had.-
GID00089054	-If I may, I feel as if I must be the voice of reason here.-
GID00089055	-This Lobotomite is much like us, regarding even animals and pets as nothing more than avenues to promote Science! There is good here.-
GID00089056	-Instead of ending its life on the table, we should prolong its suffering, in the name of Science. Like good old Gabe, the FINEST of lab specimens.-
GID00089057	Dr. Klein, please. Let's see what its insides look like. Finally.
GID00089058	Dr. Klein, I must... intersect. Please... do not harm the Lobotomite.
GID00089059	WHY AM I EVEN LISTENING TO YOU FOOLS? THE DETERMINATORS ARE GREATER THAN THE HESITATORS. SO HESITATORS, BE QUIET.
GID00089060	WHY AM I EVEN LISTENING TO YOU FOOLS? ENOUGH OF THIS MUTINOUS CHORUS! IF THERE'S A WORD I HATE, IT'S "MUTINY."
GID00089061	AND THE WORD "JISM," WHICH NEVER MADE ANY SENSE TO ME. IT'S RIDICULOUS, PUTTING "J" AND "SM" TOGETHER LIKE THAT. NONSENSE!
GID00089062	I COUNT AS FIVE. LIKE THE MIGHTY HUMAN HAND I ONCE HAD, WITH ITS FIVE PENISES CLENCHED IN A FIST.
GID00089063	WE ARE BIGGER, SMARTER, AND FLOATIER THAN YOU, LOBOTOMITE. WE DON'T WISH TO FIGHT YOU, SO SURRENDER YOUR BRAIN. NOW.
GID00089064	[SUCCEEDED] THAT IS THE MOST INSANE THING I'VE EVER HEARD. THERE IS NO WAY MOBIUS WOULD... CONDESCEND TO STEP INSIDE YOU.
GID00089065	BESIDES, THERE IS NO WAY SUCH A THING COULD BE ACCOMPLISHED. IT'S UNPOSSIBLE.
GID00089066	[FAILED] MOBIUS DOES NOT FORM ALLIANCES. HE WAS A TERRIBLE LAB PARTNER, AND HE WOULD MAKE A WORSE ALLY.
GID00089067	[SUCCEEDED] YOU SPEAK THE TRUTH. AND THE DECIBEL VARIATION IN YOUR VOICE... IT IS MOBIUS.
GID00089068	HOW DARE YOU BREACH THE THINK TANK? AND WHAT DO YOU WANT HERE?!
GID00089069	[FAILED] "STUNT" IS CORRECT. AS IS, "SHUNT." WHICH YOU WILL BE INTIMATELY FAMILIAR WITH AS WE'RE DISSECTING YOU.
GID00089070	[SUCCEEDED] YOU SPEAK THE TRUTH. AND THE DECIBEL VARIATION IN YOUR VOICE... IT IS MOBIUS.
GID00089071	HOW DARE YOU BREACH THE THINK TANK? AND WHAT DO YOU WANT HERE?!
GID00089072	[FAILED] "A WAY" IS CORRECT. AS IS, "AWAY." WHICH IS WHERE YOUR BODY IS GOING ONCE WE'RE DONE PEELING YOU.
GID00089073	YOU MUST HAVE KILLED HIM. HE WOULDN'T HAVE JUST LET YOU WALK IN, TAKE YOUR BRAIN... WOULD HE?
GID00089074	NO... SOMETHING IS WRONG. YOUR PERSPIRATION... HEARTBEAT... ALL TELL A DIFFERENT STORY, I THINK.
GID00089075	THAT'S NO DEAL AT ALL! THERE'S A WHOLE WORLD BEYOND THE CRATER... FILLED WITH IDEAS AND POSSIBILITIES!
GID00089076	WE COULD HAVE ESCAPED, SEEN IT ALL FOR OURSELVES. TESTED IT, PRODDED AT IT. MADE IT SQUIRM.
GID00089077	[SUCCEEDED] THAT SOUNDS LIKE SOMETHING MOBIUS WOULD SAY.
GID00089078	HOW DARE YOU BREACH THE THINK TANK? AND WHAT DO YOU WANT HERE?!
GID00089079	[FAILED] MOBIUS DOES NOT FORM ALLIANCES. HE WAS A TERRIBLE LAB PARTNER, AND HE WOULD MAKE A WORSE ALLY.
GID00089080	FOR YOU? AND FOR SCIENCE?
GID00089081	I HAVE A STRANGE SENSATION... THAT I WOULD LIKE THAT. HOW... ODD.
GID00089082	VERY WELL... PARTNER. THE THINK TANK IS AT YOUR SERVICE. AS LONG AS YOU DO NOT DESTROY US.
GID00089083	The Sonic Emitter should be sterilized and more than enough for you to encircle your warm hands around, cradling it gently with your finger muscles.
GID00089084	*O... I think it wants a combustion pistol.*
GID00089085	-A GUN! Are you MAD?! We can't give it a GUN! GUNS kill, leave big open holes in you that are like sores but WORSE.-
GID00089086	@@[$((*&^#%]@@.
GID00089087	Dr. 8 is correct. We already have given the teddy bear a lethal sonic death ray filled with his sonic ejaculate and sterilized by my soft WooWOOing.
GID00089088	Giving the teddy bear a gun would be the equivalent of following a glass of hemlock with an Abraxo chaser. Delicious and redundantly deadly.
GID00089089	IF WE'RE GOING TO BRING THE SOCRATIC METHOD INTO IT, FINE. GIVE THE LOBOTO-BEAR A COMBUSITON GUN. BOROUS? DON'T YOU HAVE SOMETHING LIKE THAT?
GID00089090	-Are you MAD?! We can't give it a GUN! GUNS...-
GID00089091	-...wait, I said that already. Yes, I have THE Cyberdog Gun. With the little floppy metal ears and the curious nose sensor. Here.-
GID00089092	FINE. DONE. THAT GUN MAKES ME UNCOMFORTABLE ANYWAY, ALWAYS WORRIED ITS GOING TO HUMP MY CHASSIS. ANYTHING ELSE, LOBOTOMITE?
GID00089093	-Top shelf ammunition. Let's see... hollow point, that's worthless but tasty... oh, and here's some Jay-F-Pee. As if bullets need jackets.-
GID00089094	-The JFP might make it ill and poop a lot, but when you're hungry, you're hungry.-
GID00089095	They certainly did. Batteries for my vib... vivisectors... would always come up short right before climax.
GID00089096	*I think Wattz manufactured holodisks. Or was it holotapes? Never can keep those two straight. Anyway, we're out of small energy cells. Dala.*
GID00089097	@@[*.......]@@... @@[$((*&^#%]@@.
GID00089098	*You have some? Why do... actually, never mind, I don't even want to know.*
GID00089099	*And no, I don't want to handle your batteries. Just... pass them on to the Lobotomite yourself.*
GID00089100	@@[$((*&^#%]@@. @@[$######$]@@. @@[$######$]@@. @@[$######$]@@... @@[$######$]@@.
GID00089101	*Are you... echoing what he said, or... are you asking for real?*
GID00089102	He's asking, yes. Dr. Klein, there are many other personalities. If you recall, you hurled them off the Sink balcony after your argument with Mobius.
GID00089103	IT IS NOT AN ARGUMENT IF ONE IS CLEARLY RIGHT AND THE OTHER IS CLEARLY WRONG!
GID00089104	I REMEMBER NOW. YES, LOBOTOMITE, THERE ARE OTHER CHIPS. IF YOU WANT, FIND THEM. I BELIEVE THEY ARE STORED ON HOLOTAPES IN MANY OF OUR FACILITIES.
GID00089105	BUT YOU SHOULD STAY OUT OF THOSE - NO EXPLORING AND DISCOVERING THINGS. THE SINK CENTRAL "INTELLIGENCE" SHOULD BE ENOUGH FOR YOUR... HEH... NEEDS.
GID00089106	[SUCCEEDED] FINE. BOROUS, MORE AMMO. THE GOOD STUFF.
